Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","Median (dollars)",971,"(+/- 43 )",879,"(+/- 20 )",914,"(+/- 34 )",888,"(+/- 33 )",1301,"(+/- 32 )",1184,"(+/- 29 )",954,"(+/- 21 )",1247,"(+/- 40 )",1080,"(+/- 21 )"
Housing,"Gross Rent","No rent paid",9189,"(+/- 1475 )",4886,"(+/- 1206 )",5757,"(+/- 1302 )",7974,"(+/- 1965 )",2816,"(+/- 741 )",3358,"(+/- 906 )",3160,"(+/- 797 )",3815,"(+/- 1155 )",4569,"(+/- 1127 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",260716,"(+/- 5746 )",299328,"(+/- 4939 )",248402,"(+/- 5760 )",324737,"(+/- 6269 )",294051,"(+/- 5324 )",324886,"(+/- 6082 )",250303,"(+/- 5246 )",294239,"(+/- 4944 )",317636,"(+/- 6307 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",22575,"(+/- 2080 )",19133,"(+/- 2429 )",20540,"(+/- 2272 )",21842,"(+/- 2596 )",10589,"(+/- 1510 )",13587,"(+/- 1838 )",18350,"(+/- 2399 )",11436,"(+/- 1562 )",19592,"(+/- 2189 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",9455,"(+/- 1412 )",14688,"(+/- 1553 )",9307,"(+/- 1553 )",14566,"(+/- 2014 )",6243,"(+/- 1447 )",7854,"(+/- 1391 )",13140,"(+/- 1979 )",8125,"(+/- 1343 )",11448,"(+/- 1774 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",26363,"(+/- 2298 )",33582,"(+/- 2567 )",29902,"(+/- 2256 )",36019,"(+/- 3313 )",19114,"(+/- 1873 )",24258,"(+/- 2962 )",28591,"(+/- 2886 )",21339,"(+/- 2277 )",28977,"(+/- 2839 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",23580,"(+/- 2494 )",27997,"(+/- 2778 )",26619,"(+/- 2618 )",35792,"(+/- 3474 )",20931,"(+/- 2276 )",24648,"(+/- 2784 )",31320,"(+/- 3127 )",23201,"(+/- 2575 )",29400,"(+/- 2792 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",35947,"(+/- 2970 )",45062,"(+/- 3091 )",36805,"(+/- 3669 )",45688,"(+/- 3371 )",29990,"(+/- 2532 )",37728,"(+/- 2733 )",44163,"(+/- 3455 )",38303,"(+/- 2895 )",40007,"(+/- 3530 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",52772,"(+/- 3523 )",56171,"(+/- 2989 )",50127,"(+/- 3558 )",69622,"(+/- 5037 )",53002,"(+/- 3413 )",56813,"(+/- 3738 )",44209,"(+/- 3368 )",57522,"(+/- 3755 )",59836,"(+/- 3526 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",32142,"(+/- 2899 )",35369,"(+/- 2927 )",32053,"(+/- 3088 )",43244,"(+/- 3463 )",39940,"(+/- 2773 )",43860,"(+/- 3312 )",31340,"(+/- 3074 )",44415,"(+/- 3469 )",40030,"(+/- 3323 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",35627,"(+/- 3142 )",37777,"(+/- 2590 )",27960,"(+/- 2307 )",36791,"(+/- 3481 )",59062,"(+/- 2597 )",52986,"(+/- 3455 )",24164,"(+/- 2065 )",52152,"(+/- 3367 )",45388,"(+/- 2791 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",12906,"(+/- 1903 )",14853,"(+/- 1782 )",9004,"(+/- 1598 )",12830,"(+/- 1886 )",27615,"(+/- 2115 )",24431,"(+/- 2535 )",7942,"(+/- 1574 )",19190,"(+/- 2506 )",20726,"(+/- 1915 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",9349,"(+/- 1561 )",14696,"(+/- 1873 )",6085,"(+/- 1203 )",8343,"(+/- 1390 )",27565,"(+/- 2253 )",38721,"(+/- 2677 )",7084,"(+/- 1237 )",18556,"(+/- 2126 )",22232,"(+/- 1937 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",55444,"(+/- 1635 )",53292,"(+/- 1505 )",50291,"(+/- 1410 )",52481,"(+/- 1636 )",78797,"(+/- 2629 )",73608,"(+/- 2741 )",46053,"(+/- 1115 )",68097,"(+/- 2461 )",60705,"(+/- 1550 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",70752,"(+/- 2204 )",73595,"(+/- 1945 )",64660,"(+/- 2015 )",65483,"(+/- 1720 )",100027,"(+/- 2403 )",108200,"(+/- 3452 )",63126,"(+/- 2314 )",85871,"(+/- 2301 )",84863,"(+/- 2481 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",749873,"(+/- 9734 )",702110,"(+/- 11180 )",781134,"(+/- 17399 )",785826,"(+/- 13759 )",839832,"(+/- 12834 )",781494,"(+/- 16416 )",849184,"(+/- 19695 )",783430,"(+/- 12674 )",791916,"(+/- 17235 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",666384,"(+/- 9563 )",641080,"(+/- 11113 )",680169,"(+/- 17595 )",712937,"(+/- 14486 )",779229,"(+/- 13805 )",714035,"(+/- 15671 )",680294,"(+/- 20812 )",733480,"(+/- 13028 )",707214,"(+/- 16062 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",425198,"(+/- 10428 )",452613,"(+/- 11501 )",407539,"(+/- 15365 )",492469,"(+/- 16727 )",638479,"(+/- 14399 )",547300,"(+/- 13536 )",353766,"(+/- 14469 )",566169,"(+/- 12981 )",537845,"(+/- 13925 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",341415,"(+/- 9681 )",310438,"(+/- 10178 )",342723,"(+/- 14642 )",380955,"(+/- 11015 )",244099,"(+/- 12618 )",256708,"(+/- 12167 )",368873,"(+/- 17362 )",294907,"(+/- 11703 )",235857,"(+/- 11940 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",83489,"(+/- 6941 )",61030,"(+/- 7025 )",100965,"(+/- 10278 )",72889,"(+/- 7530 )",60603,"(+/- 6907 )",67459,"(+/- 8114 )",168890,"(+/- 11706 )",49950,"(+/- 5001 )",84702,"(+/- 6634 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",193906,"(+/- 6283 )",149714,"(+/- 5980 )",227163,"(+/- 8247 )",161334,"(+/- 6187 )",227858,"(+/- 6458 )",162958,"(+/- 7850 )",274908,"(+/- 10650 )",178483,"(+/- 9219 )",169319,"(+/- 10032 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",19209,"(+/- 2679 )",8788,"(+/- 2580 )",23728,"(+/- 4507 )",13737,"(+/- 3144 )",16062,"(+/- 2717 )",10051,"(+/- 2573 )",33687,"(+/- 5331 )",9326,"(+/- 2061 )",11696,"(+/- 2423 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.8,"(+/- 1.1 )",9.0,"(+/- 1.1 )",16.2,"(+/- 1.4 )",8.6,"(+/- 1.0 )",5.6,"(+/- 0.8 )",5.8,"(+/- 0.9 )",19.4,"(+/- 1.8 )",4.8,"(+/- 0.7 )",10.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.4,"(+/- 2.4 )",15.2,"(+/- 2.3 )",23.9,"(+/- 2.4 )",13.3,"(+/- 2.5 )",8.3,"(+/- 1.5 )",9.8,"(+/- 2.0 )",26.0,"(+/- 2.2 )",6.4,"(+/- 1.2 )",17.0,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.3,"(+/- 5.2 )",17.2,"(+/- 6.1 )",21.8,"(+/- 6.8 )",9.0,"(+/- 5.0 )",8.8,"(+/- 3.3 )",15.7,"(+/- 6.0 )",23.1,"(+/- 6.5 )",8.4,"(+/- 4.0 )",19.0,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.9,"(+/- 1.0 )",4.5,"(+/- 0.9 )",9.9,"(+/- 1.6 )",6.1,"(+/- 1.0 )",3.7,"(+/- 0.7 )",3.4,"(+/- 0.7 )",12.6,"(+/- 1.9 )",3.4,"(+/- 0.6 )",5.9,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.4,"(+/- 2.5 )",7.1,"(+/- 2.3 )",13.7,"(+/- 3.0 )",8.1,"(+/- 2.4 )",4.6,"(+/- 1.3 )",5.6,"(+/- 1.8 )",17.8,"(+/- 2.8 )",3.6,"(+/- 1.2 )",10.2,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.3,"(+/- 5.3 )",6.3,"(+/- 5.0 )",16.7,"(+/- 8.8 )",3.9,"(+/- 3.7 )",4.9,"(+/- 2.6 )",8.5,"(+/- 4.8 )",9.0,"(+/- 4.6 )",6.7,"(+/- 4.3 )",11.1,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",33.3,"(+/- 3.8 )",24.2,"(+/- 4.3 )",34.2,"(+/- 3.8 )",22.2,"(+/- 5.0 )",16.7,"(+/- 3.9 )",15.6,"(+/- 3.4 )",32.8,"(+/- 3.8 )",10.4,"(+/- 2.5 )",23.4,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.6,"(+/- 5.0 )",34.2,"(+/- 6.3 )",46.2,"(+/- 5.2 )",31.9,"(+/- 8.0 )",24.5,"(+/- 6.1 )",19.8,"(+/- 4.8 )",40.1,"(+/- 4.1 )",14.4,"(+/- 3.6 )",33.9,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.5,"(+/- 14.4 )",50.1,"(+/- 18.0 )",43.9,"(+/- 14.2 )",33.7,"(+/- 20.1 )",25.2,"(+/- 14.6 )",25.6,"(+/- 12.9 )",40.5,"(+/- 13.2 )",15.8,"(+/- 11.9 )",48.5,"(+/- 13.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",19.1,"(+/- 1.3 )",13.2,"(+/- 1.0 )",20.6,"(+/- 1.4 )",12.6,"(+/- 1.1 )",7.6,"(+/- 0.9 )",8.9,"(+/- 0.9 )",22.3,"(+/- 1.6 )",7.4,"(+/- 0.9 )",14.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.3,"(+/- 3.1 )",15.6,"(+/- 2.6 )",29.9,"(+/- 3.0 )",16.0,"(+/- 2.7 )",9.6,"(+/- 2.0 )",11.9,"(+/- 2.4 )",33.1,"(+/- 2.7 )",8.5,"(+/- 1.8 )",21.3,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.1,"(+/- 3.1 )",15.5,"(+/- 2.6 )",29.6,"(+/- 3.0 )",15.8,"(+/- 2.6 )",9.4,"(+/- 2.0 )",11.5,"(+/- 2.4 )",32.8,"(+/- 2.7 )",8.3,"(+/- 1.7 )",20.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",25.3,"(+/- 4.0 )",18.8,"(+/- 4.8 )",31.0,"(+/- 4.8 )",16.3,"(+/- 4.0 )",11.3,"(+/- 3.0 )",14.7,"(+/- 4.4 )",34.8,"(+/- 4.6 )",11.2,"(+/- 3.2 )",25.4,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",26.4,"(+/- 3.3 )",14.3,"(+/- 2.9 )",29.0,"(+/- 3.1 )",15.6,"(+/- 2.8 )",8.8,"(+/- 2.2 )",10.4,"(+/- 2.4 )",32.1,"(+/- 2.9 )",7.3,"(+/- 1.7 )",19.0,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.9,"(+/- 1.0 )",12.6,"(+/- 1.0 )",17.1,"(+/- 1.2 )",11.8,"(+/- 0.9 )",7.0,"(+/- 0.6 )",8.1,"(+/- 0.8 )",17.6,"(+/- 1.2 )",7.1,"(+/- 0.8 )",12.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.3,"(+/- 1.3 )",8.3,"(+/- 1.1 )",13.9,"(+/- 2.2 )",9.1,"(+/- 1.2 )",6.7,"(+/- 1.2 )",5.5,"(+/- 0.9 )",15.3,"(+/- 2.5 )",6.3,"(+/- 1.1 )",8.5,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",16.8,"(+/- 1.6 )",9.8,"(+/- 1.3 )",18.4,"(+/- 1.6 )",9.5,"(+/- 1.2 )",6.2,"(+/- 1.0 )",6.7,"(+/- 1.1 )",21.4,"(+/- 1.9 )",5.3,"(+/- 0.9 )",11.6,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.6,"(+/- 2.1 )",23.6,"(+/- 2.0 )",32.4,"(+/- 3.3 )",24.8,"(+/- 1.9 )",16.6,"(+/- 1.8 )",15.9,"(+/- 1.5 )",26.8,"(+/- 2.1 )",18.3,"(+/- 1.7 )",21.5,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196421,"(+/- 6835 )",164534,"(+/- 6635 )",229583,"(+/- 9963 )",157196,"(+/- 6705 )",226079,"(+/- 7294 )",159443,"(+/- 8216 )",245374,"(+/- 10126 )",183513,"(+/- 9807 )",200600,"(+/- 8481 )"
Education,"School Enrollment","Nursery school, preschool",7603,"(+/- 1177 )",8136,"(+/- 1366 )",9984,"(+/- 1745 )",7426,"(+/- 1913 )",12999,"(+/- 1737 )",9646,"(+/- 1766 )",8257,"(+/- 1903 )",9281,"(+/- 1556 )",9189,"(+/- 1796 )"
Education,"School Enrollment",Kindergarten,10464,"(+/- 1631 )",6877,"(+/- 1524 )",11943,"(+/- 2131 )",8238,"(+/- 1585 )",11060,"(+/- 1781 )",7459,"(+/- 1592 )",13528,"(+/- 1773 )",8492,"(+/- 1453 )",8594,"(+/- 1727 )"
Education,"School Enrollment","Elementary school (grades 1-8)",85359,"(+/- 4034 )",65228,"(+/- 3638 )",95827,"(+/- 5323 )",71064,"(+/- 4521 )",105512,"(+/- 5299 )",65599,"(+/- 4961 )",116580,"(+/- 6313 )",76647,"(+/- 5058 )",68809,"(+/- 5659 )"
Education,"School Enrollment","High school (grades 9-12)",41326,"(+/- 3054 )",32509,"(+/- 2691 )",50096,"(+/- 3495 )",34139,"(+/- 3479 )",46649,"(+/- 3255 )",36344,"(+/- 3231 )",57681,"(+/- 3957 )",42223,"(+/- 4051 )",34064,"(+/- 3454 )"
Education,"School Enrollment","College or graduate school",51669,"(+/- 3730 )",51784,"(+/- 4133 )",61733,"(+/- 5943 )",36329,"(+/- 3039 )",49859,"(+/- 3632 )",40395,"(+/- 3534 )",49328,"(+/- 4773 )",46870,"(+/- 4461 )",79944,"(+/- 4998 )"
Education,"Educational Attainment","Population 25 years and over",509637,"(+/- 7434 )",509692,"(+/- 6593 )",486317,"(+/- 9788 )",602060,"(+/- 8694 )",559914,"(+/- 10019 )",570764,"(+/- 12194 )",493478,"(+/- 11155 )",569369,"(+/- 9281 )",539073,"(+/- 12797 )"
Education,"Educational Attainment","Less than 9th grade",26186,"(+/- 2945 )",17098,"(+/- 2731 )",51531,"(+/- 3710 )",21608,"(+/- 3449 )",13540,"(+/- 2252 )",13785,"(+/- 2673 )",75094,"(+/- 5690 )",16140,"(+/- 2347 )",21563,"(+/- 2875 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",42508,"(+/- 3624 )",29658,"(+/- 2914 )",60406,"(+/- 4620 )",47114,"(+/- 4202 )",24543,"(+/- 3107 )",25404,"(+/- 3523 )",65809,"(+/- 4512 )",26531,"(+/- 2661 )",27416,"(+/- 3670 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",134352,"(+/- 5452 )",111678,"(+/- 5141 )",137456,"(+/- 6381 )",178608,"(+/- 7757 )",112937,"(+/- 5186 )",101388,"(+/- 6246 )",138244,"(+/- 7459 )",142775,"(+/- 6227 )",101859,"(+/- 6558 )"
Education,"Educational Attainment","Some college, no degree",132999,"(+/- 5820 )",132190,"(+/- 5415 )",115270,"(+/- 5515 )",177193,"(+/- 7011 )",142714,"(+/- 6049 )",127040,"(+/- 6213 )",101891,"(+/- 6607 )",153054,"(+/- 6665 )",125807,"(+/- 6778 )"
Education,"Educational Attainment","Associate's degree",44940,"(+/- 3890 )",49327,"(+/- 3810 )",42659,"(+/- 3667 )",56634,"(+/- 3970 )",52217,"(+/- 3234 )",46037,"(+/- 4319 )",35296,"(+/- 3191 )",54556,"(+/- 3748 )",46756,"(+/- 3571 )"
Education,"Educational Attainment","Bachelor's degree",74290,"(+/- 4066 )",99775,"(+/- 4923 )",52489,"(+/- 4658 )",78600,"(+/- 4808 )",137435,"(+/- 5046 )",159785,"(+/- 6912 )",50561,"(+/- 4729 )",110510,"(+/- 5526 )",134587,"(+/- 5885 )"
Education,"Educational Attainment","Graduate or professional degree",54362,"(+/- 3578 )",69966,"(+/- 3727 )",26506,"(+/- 2572 )",42303,"(+/- 4284 )",76528,"(+/- 4122 )",97325,"(+/- 5689 )",26583,"(+/- 2360 )",65803,"(+/- 5217 )",81085,"(+/- 5067 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.5,"(+/- 0.8 )",90.8,"(+/- 0.8 )",77.0,"(+/- 1.0 )",88.6,"(+/- 0.9 )",93.2,"(+/- 0.7 )",93.1,"(+/- 0.7 )",71.4,"(+/- 1.4 )",92.5,"(+/- 0.6 )",90.9,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.2,"(+/- 1.0 )",33.3,"(+/- 1.0 )",16.2,"(+/- 1.0 )",20.1,"(+/- 1.1 )",38.2,"(+/- 1.1 )",45.0,"(+/- 1.2 )",15.6,"(+/- 1.0 )",31.0,"(+/- 1.2 )",40.0,"(+/- 1.3 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",167612,G,217294,G,173076,G,144403,G,198487,G,395679,G,394162,G,159193,G,486028,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",429,G,259,J,469,G,374,G,98,J,144,J,62,J,56,G,43,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",6550,H,1467,H,1010,J,1209,H,86,G,290,G,86,G,139,J,39,J
Business,"Paid employees for pay period including March 12",Utilities,1691,J,727,G,4594,J,859,H,21,J,1826,J,1712,J,319,G,701,J
Business,"Paid employees for pay period including March 12",Construction,7319,G,11693,G,10859,G,10626,G,15863,G,27062,G,28826,G,9976,G,26287,G
Business,"Paid employees for pay period including March 12",Manufacturing,14322,H,6214,H,17229,H,10154,G,15460,H,13388,G,39660,G,4965,G,27782,G
Business,"Paid employees for pay period including March 12","Wholesale trade",3245,G,3115,G,8100,G,4305,G,4750,G,9831,G,35230,G,2888,G,19791,G
Business,"Paid employees for pay period including March 12","Retail trade",28371,G,36317,G,24433,G,28582,G,35754,G,46444,G,32864,G,35835,G,49502,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4760,H,3933,G,11475,G,3553,G,4335,H,9121,H,45012,G,2132,G,9116,G
Business,"Paid employees for pay period including March 12",Information,2575,H,5660,G,3303,G,1930,G,3768,H,11019,G,6097,G,1737,H,18034,G
Business,"Paid employees for pay period including March 12","Finance and insurance",2798,H,10415,G,3555,H,3229,G,10897,H,49052,G,25915,G,4915,G,47902,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3311,H,4967,G,2149,G,2436,G,3677,H,10367,G,5881,G,3267,G,13826,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4484,G,15525,G,6182,G,4074,G,10144,G,29050,G,18187,G,4823,G,51896,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",771,G,2116,G,2233,G,758,G,3165,H,14842,G,10280,G,275,H,25222,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",7103,G,19376,G,12524,G,9146,G,13031,G,32037,G,27480,G,7692,G,47306,G
Business,"Paid employees for pay period including March 12","Educational services",3340,G,4753,G,2912,G,3097,G,5373,G,8670,G,17691,H,2935,G,10687,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",30415,G,46588,G,29929,G,27884,G,32049,G,50926,G,51233,G,37041,H,64695,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4248,G,4484,G,2482,H,3014,G,4570,G,11790,G,5476,H,5738,G,6554,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",35142,G,29256,G,24011,G,23263,G,26535,G,54962,G,29269,G,27185,G,49544,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6710,G,10420,G,5617,G,5902,G,8858,G,14802,G,13183,G,7261,G,17073,G
Business,"Paid employees for pay period including March 12","Industries not classified",28,G,9,J,10,J,8,J,53,G,56,J,18,J,14,J,28,G
Business,"Annual payroll ($1,000)","Total for all sectors",6596645,G,8355730,G,7611810,G,4965294,G,8201425,G,21189018,G,19959617,G,5747318,G,26319994,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",13179,H,8361,H,11656,G,15934,G,4693,G,5860,H,3035,H,1685,H,2473,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",447416,H,76425,G,61223,J,65651,H,5610,G,31153,G,4904,G,6480,G,3237,H
Business,"Annual payroll ($1,000)",Utilities,149441,J,53417,G,497144,J,64132,H,1072,J,215878,J,194804,J,29407,G,67865,J
Business,"Annual payroll ($1,000)",Construction,330480,G,578882,G,472046,G,430309,G,830269,G,1686961,G,1596100,G,454968,G,1604913,G
Business,"Annual payroll ($1,000)",Manufacturing,1094813,H,377798,H,1404449,H,407892,G,1036555,H,903969,G,2016751,G,239834,G,1778758,G
Business,"Annual payroll ($1,000)","Wholesale trade",154347,G,161885,G,416673,G,229377,G,352963,G,720621,G,2068566,G,138003,G,1601445,G
Business,"Annual payroll ($1,000)","Retail trade",732135,G,1005099,G,667090,G,790932,G,1037097,G,1547202,G,1009481,G,1029542,G,1619449,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",206865,G,165133,H,536326,H,142561,G,192184,G,360476,H,2478194,H,77687,G,478694,G
Business,"Annual payroll ($1,000)",Information,111625,H,321880,G,194913,H,71230,G,186661,H,839938,G,427556,G,69869,H,1333167,G
Business,"Annual payroll ($1,000)","Finance and insurance",146591,G,626861,G,172013,H,157055,G,719380,H,4010717,G,1832700,G,320432,G,3475897,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",117215,H,186897,G,70627,G,79673,G,167578,G,683279,G,266200,G,107095,G,853321,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",196527,G,986567,G,387409,G,173836,G,634177,G,2110074,G,1297436,G,260640,G,4518882,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",54438,H,136450,G,100920,G,36286,G,178817,H,1468239,G,773133,G,14111,H,1630111,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",255479,H,528463,G,288757,G,340213,G,482576,G,1373493,G,913945,G,250847,G,1739253,G
Business,"Annual payroll ($1,000)","Educational services",109368,G,163072,H,105834,H,92914,H,187823,G,367580,G,732390,H,91351,G,416999,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1480844,G,2099291,G,1599218,G,1271211,G,1398796,G,2773904,H,2916974,G,1800068,H,3124862,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",98155,G,95267,H,51575,H,56283,G,64819,G,318917,G,356925,J,193919,H,379359,H
Business,"Annual payroll ($1,000)","Accommodation and food services",719945,G,516077,G,415502,G,389518,G,451678,G,1266600,G,576436,G,469998,G,1012248,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",177221,G,267631,G,158150,G,150101,G,267092,G,500657,G,493924,G,191255,G,678221,G
Business,"Annual payroll ($1,000)","Industries not classified",561,H,274,H,285,H,186,G,1585,G,3500,G,163,G,127,H,840,G
Business,"Total Establishments","Total for all sectors",12197,X,15591,X,9967,X,13116,X,15568,X,25782,X,14230,X,12116,X,24072,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",46,X,26,X,41,X,28,X,12,X,38,X,8,X,15,X,14,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",58,X,23,X,17,X,48,X,8,X,22,X,8,X,12,X,6,X
Business,"Total Establishments",Utilities,86,X,34,X,33,X,73,X,7,X,14,X,14,X,18,X,13,X
Business,"Total Establishments",Construction,1126,X,1188,X,916,X,1752,X,1615,X,2061,X,1058,X,1179,X,1477,X
Business,"Total Establishments",Manufacturing,338,X,332,X,399,X,411,X,335,X,552,X,987,X,199,X,766,X
