Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",21322,"(+/- 2654 )",23533,"(+/- 2718 )",31993,"(+/- 3757 )",43390,"(+/- 4513 )",29121,"(+/- 3126 )",21837,"(+/- 2805 )",20493,"(+/- 2758 )",37870,"(+/- 4019 )",23665,"(+/- 3017 )",32951,"(+/- 3635 )",41001,"(+/- 4753 )",27262,"(+/- 3264 )",27418,"(+/- 3106 )",23853,"(+/- 2597 )",25576,"(+/- 2148 )",26518,"(+/- 2954 )",26362,"(+/- 2395 )",26774,"(+/- 2722 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",53279,"(+/- 4742 )",33572,"(+/- 3872 )",30853,"(+/- 3328 )",78537,"(+/- 5595 )",113921,"(+/- 5414 )",23753,"(+/- 2098 )",88231,"(+/- 5835 )",13576,"(+/- 2540 )",78528,"(+/- 4711 )",18836,"(+/- 2136 )",17260,"(+/- 2332 )",4364,"(+/- 1075 )",8827,"(+/- 1805 )",11096,"(+/- 1901 )",1751,"(+/- 798 )",1424,"(+/- 559 )",3331,"(+/- 1157 )",1084,"(+/- 536 )"
Workers,"Commuting to Work",Walked,8065,"(+/- 1321 )",3905,"(+/- 989 )",6523,"(+/- 1299 )",9327,"(+/- 1651 )",15377,"(+/- 1821 )",5948,"(+/- 1546 )",39882,"(+/- 3697 )",4316,"(+/- 1235 )",13229,"(+/- 1902 )",10249,"(+/- 2080 )",4503,"(+/- 1263 )",6015,"(+/- 1249 )",15528,"(+/- 2000 )",2762,"(+/- 976 )",7560,"(+/- 1220 )",5044,"(+/- 1223 )",6357,"(+/- 1023 )",6855,"(+/- 1217 )"
Workers,"Commuting to Work","Other means",4888,"(+/- 1275 )",5792,"(+/- 1370 )",4971,"(+/- 1220 )",11151,"(+/- 2095 )",15143,"(+/- 2002 )",2913,"(+/- 1014 )",15069,"(+/- 2734 )",4907,"(+/- 1517 )",8455,"(+/- 1608 )",3585,"(+/- 975 )",4465,"(+/- 1016 )",4239,"(+/- 1201 )",4645,"(+/- 1151 )",4052,"(+/- 1202 )",3583,"(+/- 947 )",4301,"(+/- 1281 )",3778,"(+/- 966 )",2311,"(+/- 583 )"
Workers,"Commuting to Work","Worked at home",13556,"(+/- 1961 )",13607,"(+/- 2495 )",9159,"(+/- 1360 )",13011,"(+/- 1934 )",27774,"(+/- 2924 )",31832,"(+/- 2980 )",20575,"(+/- 2543 )",17227,"(+/- 2569 )",24548,"(+/- 2397 )",20844,"(+/- 2068 )",17136,"(+/- 2247 )",8571,"(+/- 1515 )",14077,"(+/- 1669 )",29423,"(+/- 3184 )",17243,"(+/- 2215 )",14577,"(+/- 1905 )",10521,"(+/- 1457 )",14912,"(+/- 1906 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",36.4,"(+/- 0.9 )",35.6,"(+/- 0.9 )",33.8,"(+/- 0.7 )",34.6,"(+/- 0.6 )",33.1,"(+/- 0.5 )",30.7,"(+/- 0.5 )",31.8,"(+/- 0.7 )",28.6,"(+/- 0.6 )",33.0,"(+/- 0.5 )",29.1,"(+/- 0.6 )",31.3,"(+/- 1.0 )",24.5,"(+/- 0.7 )",20.6,"(+/- 0.5 )",33.3,"(+/- 0.8 )",22.8,"(+/- 0.6 )",25.0,"(+/- 0.7 )",21.7,"(+/- 0.7 )",20.8,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",324630,"(+/- 9634 )",299420,"(+/- 9345 )",337156,"(+/- 10150 )",360885,"(+/- 9298 )",440341,"(+/- 11655 )",385440,"(+/- 8036 )",342422,"(+/- 11563 )",382455,"(+/- 9153 )",364527,"(+/- 8807 )",352388,"(+/- 6300 )",381907,"(+/- 7385 )",310439,"(+/- 5838 )",337795,"(+/- 7813 )",383858,"(+/- 8004 )",310983,"(+/- 6377 )",337152,"(+/- 5469 )",307434,"(+/- 6054 )",334854,"(+/- 6582 )"
Workers,Occupation,"Management, business, science, and arts occupations",116728,"(+/- 6004 )",88246,"(+/- 5607 )",109171,"(+/- 5547 )",105483,"(+/- 4570 )",235280,"(+/- 7864 )",191079,"(+/- 5495 )",162859,"(+/- 7098 )",134972,"(+/- 5752 )",193887,"(+/- 6561 )",154219,"(+/- 5635 )",134483,"(+/- 5805 )",105358,"(+/- 5875 )",130976,"(+/- 5794 )",166155,"(+/- 6063 )",98871,"(+/- 4511 )",105972,"(+/- 4820 )",90525,"(+/- 4310 )",134118,"(+/- 4713 )"
Workers,Occupation,"Service occupations",67309,"(+/- 4760 )",64591,"(+/- 5522 )",65382,"(+/- 5719 )",80119,"(+/- 6098 )",56208,"(+/- 4937 )",45230,"(+/- 4320 )",55501,"(+/- 4194 )",61096,"(+/- 4620 )",54706,"(+/- 4322 )",51937,"(+/- 4079 )",64326,"(+/- 4609 )",67645,"(+/- 4563 )",65993,"(+/- 4120 )",49108,"(+/- 4189 )",57569,"(+/- 3032 )",61170,"(+/- 4152 )",58241,"(+/- 3569 )",53371,"(+/- 3812 )"
Workers,Occupation,"Sales and office occupations",75520,"(+/- 4694 )",64243,"(+/- 4547 )",75266,"(+/- 4121 )",75769,"(+/- 4229 )",91842,"(+/- 4541 )",93507,"(+/- 5235 )",73506,"(+/- 6204 )",91769,"(+/- 4617 )",71306,"(+/- 4213 )",76497,"(+/- 4249 )",84492,"(+/- 5261 )",63099,"(+/- 3962 )",70330,"(+/- 3973 )",95671,"(+/- 5199 )",59509,"(+/- 3539 )",69710,"(+/- 3526 )",63369,"(+/- 3308 )",73087,"(+/- 3996 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",19402,"(+/- 2120 )",21172,"(+/- 2671 )",30708,"(+/- 3052 )",30847,"(+/- 3104 )",20382,"(+/- 2456 )",20465,"(+/- 2372 )",11527,"(+/- 2114 )",26589,"(+/- 2791 )",13502,"(+/- 2200 )",19498,"(+/- 2123 )",28432,"(+/- 2701 )",26670,"(+/- 2559 )",24944,"(+/- 2521 )",30256,"(+/- 3057 )",33100,"(+/- 2834 )",32741,"(+/- 2425 )",26258,"(+/- 1900 )",28834,"(+/- 2454 )"
Workers,Occupation,"Production, transportation, and material moving occupations",45671,"(+/- 3909 )",61168,"(+/- 3764 )",56629,"(+/- 4225 )",68667,"(+/- 4613 )",36629,"(+/- 3666 )",35159,"(+/- 3208 )",39029,"(+/- 4106 )",68029,"(+/- 5067 )",31126,"(+/- 2699 )",50237,"(+/- 4039 )",70174,"(+/- 4439 )",47667,"(+/- 3464 )",45552,"(+/- 3777 )",42668,"(+/- 3625 )",61934,"(+/- 2949 )",67559,"(+/- 3937 )",69041,"(+/- 4138 )",45444,"(+/- 3042 )"
Workers,Industry,"Civilian employed population 16 years and over",324630,"(+/- 9634 )",299420,"(+/- 9345 )",337156,"(+/- 10150 )",360885,"(+/- 9298 )",440341,"(+/- 11655 )",385440,"(+/- 8036 )",342422,"(+/- 11563 )",382455,"(+/- 9153 )",364527,"(+/- 8807 )",352388,"(+/- 6300 )",381907,"(+/- 7385 )",310439,"(+/- 5838 )",337795,"(+/- 7813 )",383858,"(+/- 8004 )",310983,"(+/- 6377 )",337152,"(+/- 5469 )",307434,"(+/- 6054 )",334854,"(+/- 6582 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1028,"(+/- 613 )",1597,"(+/- 667 )",605,"(+/- 339 )",488,"(+/- 332 )",1017,"(+/- 584 )",1239,"(+/- 573 )",959,"(+/- 1059 )",712,"(+/- 353 )",356,"(+/- 204 )",931,"(+/- 411 )",1015,"(+/- 417 )",5530,"(+/- 1127 )",7380,"(+/- 1266 )",3053,"(+/- 906 )",15066,"(+/- 1782 )",9165,"(+/- 1359 )",7892,"(+/- 1223 )",10638,"(+/- 1292 )"
Workers,Industry,Construction,18278,"(+/- 1966 )",13578,"(+/- 2193 )",22969,"(+/- 2744 )",25270,"(+/- 3216 )",19529,"(+/- 2385 )",18257,"(+/- 2104 )",9217,"(+/- 1683 )",23298,"(+/- 2742 )",12886,"(+/- 2218 )",15049,"(+/- 1948 )",23611,"(+/- 2595 )",17069,"(+/- 2029 )",16642,"(+/- 2019 )",27875,"(+/- 3019 )",20574,"(+/- 2389 )",21182,"(+/- 2010 )",17207,"(+/- 1890 )",18282,"(+/- 1990 )"
Workers,Industry,Manufacturing,20791,"(+/- 1998 )",30853,"(+/- 3323 )",36461,"(+/- 3517 )",48908,"(+/- 3790 )",33500,"(+/- 2656 )",50392,"(+/- 4088 )",28789,"(+/- 3528 )",59964,"(+/- 4709 )",24679,"(+/- 2618 )",52457,"(+/- 3692 )",47537,"(+/- 3412 )",29367,"(+/- 2516 )",34654,"(+/- 3088 )",47851,"(+/- 3950 )",44763,"(+/- 2714 )",59476,"(+/- 3905 )",55104,"(+/- 4011 )",35724,"(+/- 2838 )"
Workers,Industry,"Wholesale trade",6668,"(+/- 1424 )",5906,"(+/- 1359 )",10371,"(+/- 1592 )",10270,"(+/- 1842 )",11668,"(+/- 1567 )",14675,"(+/- 1804 )",6347,"(+/- 1309 )",13225,"(+/- 1964 )",9183,"(+/- 1389 )",13790,"(+/- 1759 )",12211,"(+/- 1529 )",6317,"(+/- 1385 )",6309,"(+/- 1165 )",15150,"(+/- 2377 )",8479,"(+/- 1478 )",9031,"(+/- 1247 )",7984,"(+/- 1301 )",9448,"(+/- 1337 )"
Workers,Industry,"Retail trade",32114,"(+/- 3386 )",29604,"(+/- 3057 )",35143,"(+/- 3080 )",35806,"(+/- 3663 )",35125,"(+/- 3326 )",38164,"(+/- 3326 )",27927,"(+/- 3798 )",44834,"(+/- 3628 )",31295,"(+/- 2885 )",43663,"(+/- 3055 )",40837,"(+/- 3342 )",36702,"(+/- 3322 )",38463,"(+/- 3554 )",44596,"(+/- 3490 )",37021,"(+/- 2758 )",38144,"(+/- 2908 )",35418,"(+/- 2924 )",37563,"(+/- 3104 )"
Workers,Industry,"Transportation and warehousing, and utilities",32238,"(+/- 3121 )",34968,"(+/- 3400 )",32676,"(+/- 3249 )",22601,"(+/- 2454 )",26673,"(+/- 3121 )",22264,"(+/- 2818 )",24174,"(+/- 3420 )",26539,"(+/- 2548 )",21475,"(+/- 2569 )",17736,"(+/- 2203 )",33853,"(+/- 3620 )",20479,"(+/- 2721 )",15189,"(+/- 1672 )",19356,"(+/- 2803 )",18446,"(+/- 1872 )",23663,"(+/- 2349 )",21520,"(+/- 2571 )",16778,"(+/- 1871 )"
Workers,Industry,Information,4787,"(+/- 1311 )",5892,"(+/- 1411 )",5829,"(+/- 1304 )",6548,"(+/- 1292 )",12499,"(+/- 1900 )",10264,"(+/- 1597 )",6520,"(+/- 1487 )",6344,"(+/- 1301 )",8783,"(+/- 1331 )",5171,"(+/- 1233 )",7100,"(+/- 1515 )",3906,"(+/- 972 )",5848,"(+/- 1344 )",7231,"(+/- 1549 )",3920,"(+/- 974 )",4813,"(+/- 1113 )",3685,"(+/- 823 )",6243,"(+/- 1261 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21506,"(+/- 2699 )",16062,"(+/- 2562 )",23019,"(+/- 2539 )",17174,"(+/- 2170 )",44445,"(+/- 3754 )",36844,"(+/- 2935 )",35291,"(+/- 3269 )",26622,"(+/- 3102 )",34311,"(+/- 2942 )",26951,"(+/- 2387 )",24340,"(+/- 2330 )",17907,"(+/- 2125 )",18009,"(+/- 1851 )",30597,"(+/- 3787 )",16915,"(+/- 1682 )",15877,"(+/- 1690 )",14716,"(+/- 1960 )",30862,"(+/- 2156 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",36344,"(+/- 3839 )",26848,"(+/- 3118 )",34785,"(+/- 3329 )",46129,"(+/- 3392 )",88668,"(+/- 4538 )",56792,"(+/- 3951 )",63582,"(+/- 4590 )",50391,"(+/- 3925 )",58929,"(+/- 3805 )",53861,"(+/- 3439 )",49174,"(+/- 3727 )",30212,"(+/- 3388 )",26901,"(+/- 2383 )",48705,"(+/- 3749 )",17322,"(+/- 1695 )",23957,"(+/- 2359 )",20807,"(+/- 2327 )",26724,"(+/- 2417 )"
Workers,Industry,"Educational services, and health care and social assistance",89725,"(+/- 4641 )",79917,"(+/- 5086 )",67168,"(+/- 4707 )",67340,"(+/- 4471 )",95654,"(+/- 5792 )",81159,"(+/- 4379 )",87746,"(+/- 5708 )",67425,"(+/- 3641 )",98092,"(+/- 5604 )",72312,"(+/- 4336 )",80129,"(+/- 4368 )",80390,"(+/- 4479 )",102563,"(+/- 5004 )",80591,"(+/- 4576 )",76685,"(+/- 3292 )",75823,"(+/- 4187 )",71508,"(+/- 3626 )",86297,"(+/- 3993 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",30740,"(+/- 3322 )",24923,"(+/- 3268 )",33635,"(+/- 3264 )",50686,"(+/- 4181 )",35529,"(+/- 4282 )",28007,"(+/- 2722 )",26271,"(+/- 3188 )",38188,"(+/- 4115 )",34243,"(+/- 3925 )",28842,"(+/- 3247 )",36325,"(+/- 3316 )",32753,"(+/- 3101 )",35315,"(+/- 3562 )",28391,"(+/- 3428 )",24770,"(+/- 2382 )",29496,"(+/- 2917 )",27911,"(+/- 2986 )",25265,"(+/- 2070 )"
Workers,Industry,"Other services, except public administration",13629,"(+/- 2032 )",14854,"(+/- 2073 )",15788,"(+/- 2004 )",21243,"(+/- 2860 )",21037,"(+/- 2388 )",18140,"(+/- 2079 )",14141,"(+/- 3061 )",18391,"(+/- 2301 )",20800,"(+/- 2535 )",15096,"(+/- 2105 )",16117,"(+/- 2521 )",15257,"(+/- 2428 )",15369,"(+/- 1998 )",16439,"(+/- 2653 )",14027,"(+/- 1675 )",14260,"(+/- 1774 )",13488,"(+/- 1870 )",14283,"(+/- 1581 )"
Workers,Industry,"Public administration",16782,"(+/- 2550 )",14418,"(+/- 2110 )",18707,"(+/- 2414 )",8422,"(+/- 1508 )",14997,"(+/- 2208 )",9243,"(+/- 1359 )",11458,"(+/- 1804 )",6522,"(+/- 1260 )",9495,"(+/- 1395 )",6529,"(+/- 1190 )",9658,"(+/- 1981 )",14550,"(+/- 1708 )",15153,"(+/- 1681 )",14023,"(+/- 2171 )",12995,"(+/- 1800 )",12265,"(+/- 1742 )",10194,"(+/- 1583 )",16747,"(+/- 1843 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",324630,"(+/- 9634 )",299420,"(+/- 9345 )",337156,"(+/- 10150 )",360885,"(+/- 9298 )",440341,"(+/- 11655 )",385440,"(+/- 8036 )",342422,"(+/- 11563 )",382455,"(+/- 9153 )",364527,"(+/- 8807 )",352388,"(+/- 6300 )",381907,"(+/- 7385 )",310439,"(+/- 5838 )",337795,"(+/- 7813 )",383858,"(+/- 8004 )",310983,"(+/- 6377 )",337152,"(+/- 5469 )",307434,"(+/- 6054 )",334854,"(+/- 6582 )"
Workers,"Class of Worker","Private wage and salary workers",262065,"(+/- 8797 )",240062,"(+/- 9152 )",282620,"(+/- 8727 )",314424,"(+/- 8754 )",374868,"(+/- 10149 )",327817,"(+/- 8691 )",288751,"(+/- 11421 )",338843,"(+/- 8481 )",307820,"(+/- 7340 )",305474,"(+/- 5942 )",330377,"(+/- 6788 )",251914,"(+/- 5667 )",260953,"(+/- 7182 )",319729,"(+/- 7651 )",246920,"(+/- 6045 )",278508,"(+/- 6021 )",261904,"(+/- 6074 )",268896,"(+/- 6362 )"
Workers,"Class of Worker","Government workers",51197,"(+/- 3901 )",45908,"(+/- 3356 )",41686,"(+/- 3563 )",29089,"(+/- 2328 )",41170,"(+/- 3329 )",39552,"(+/- 3634 )",40791,"(+/- 4470 )",28531,"(+/- 2791 )",34375,"(+/- 2777 )",29846,"(+/- 2658 )",37329,"(+/- 3639 )",44393,"(+/- 3329 )",59744,"(+/- 4430 )",45946,"(+/- 3260 )",41643,"(+/- 2929 )",42144,"(+/- 3016 )",31445,"(+/- 2571 )",47473,"(+/- 3481 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",10992,"(+/- 1706 )",12833,"(+/- 2066 )",12289,"(+/- 1968 )",16970,"(+/- 2166 )",23500,"(+/- 2612 )",17173,"(+/- 1991 )",12444,"(+/- 2161 )",14690,"(+/- 2261 )",21604,"(+/- 1954 )",16165,"(+/- 2148 )",13723,"(+/- 2063 )",13859,"(+/- 1720 )",16715,"(+/- 1919 )",16719,"(+/- 2380 )",21478,"(+/- 2363 )",15681,"(+/- 1830 )",13565,"(+/- 1526 )",17937,"(+/- 1672 )"
Workers,"Class of Worker","Unpaid family workers",376,"(+/- 266 )",617,"(+/- 324 )",561,"(+/- 378 )",402,"(+/- 260 )",803,"(+/- 399 )",898,"(+/- 348 )",436,"(+/- 319 )",391,"(+/- 254 )",728,"(+/- 457 )",903,"(+/- 485 )",478,"(+/- 379 )",273,"(+/- 174 )",383,"(+/- 332 )",1464,"(+/- 848 )",942,"(+/- 356 )",819,"(+/- 406 )",520,"(+/- 315 )",548,"(+/- 311 )"
Housing,"Housing Occupancy","Total housing units",305477,"(+/- 7697 )",295933,"(+/- 6238 )",262309,"(+/- 4766 )",255850,"(+/- 5984 )",332067,"(+/- 6490 )",282616,"(+/- 4086 )",353542,"(+/- 6847 )",261437,"(+/- 5489 )",314126,"(+/- 6077 )",269795,"(+/- 3882 )",263185,"(+/- 4374 )",324841,"(+/- 2361 )",323873,"(+/- 3402 )",274264,"(+/- 4118 )",319303,"(+/- 2413 )",299875,"(+/- 2594 )",324006,"(+/- 3634 )",313677,"(+/- 3540 )"
Housing,"Housing Occupancy","Occupied housing units",269599,"(+/- 6955 )",257381,"(+/- 5754 )",246239,"(+/- 4749 )",233844,"(+/- 5694 )",304941,"(+/- 6299 )",270115,"(+/- 3766 )",301839,"(+/- 7612 )",250552,"(+/- 5078 )",290016,"(+/- 5859 )",251936,"(+/- 3993 )",249169,"(+/- 4487 )",277817,"(+/- 3693 )",286809,"(+/- 4347 )",262859,"(+/- 4247 )",276514,"(+/- 3616 )",274557,"(+/- 2993 )",280917,"(+/- 3947 )",279760,"(+/- 4179 )"
Housing,"Housing Occupancy","Vacant housing units",35878,"(+/- 3174 )",38552,"(+/- 3215 )",16070,"(+/- 2302 )",22006,"(+/- 2245 )",27126,"(+/- 3224 )",12501,"(+/- 2289 )",51703,"(+/- 4258 )",10885,"(+/- 1841 )",24110,"(+/- 3579 )",17859,"(+/- 2531 )",14016,"(+/- 2277 )",47024,"(+/- 3577 )",37064,"(+/- 3116 )",11405,"(+/- 2523 )",42789,"(+/- 3330 )",25318,"(+/- 2577 )",43089,"(+/- 3092 )",33917,"(+/- 3214 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.3,"(+/- 0.6 )",2.5,"(+/- 0.7 )",1.5,"(+/- 0.5 )",1.1,"(+/- 0.5 )",1.5,"(+/- 0.5 )",1.7,"(+/- 0.6 )",3.2,"(+/- 1.0 )",1.2,"(+/- 0.5 )",1.7,"(+/- 0.6 )",1.5,"(+/- 0.6 )",0.8,"(+/- 0.4 )",2.5,"(+/- 0.6 )",2.1,"(+/- 0.7 )",0.8,"(+/- 0.4 )",2.1,"(+/- 0.6 )",1.4,"(+/- 0.5 )",1.6,"(+/- 0.5 )",2.6,"(+/- 0.6 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.2,"(+/- 1.3 )",6.0,"(+/- 1.2 )",5.3,"(+/- 1.6 )",5.3,"(+/- 1.0 )",5.4,"(+/- 1.2 )",3.4,"(+/- 1.6 )",7.5,"(+/- 1.4 )",4.2,"(+/- 1.5 )",7.5,"(+/- 1.7 )",5.1,"(+/- 1.6 )",5.9,"(+/- 1.4 )",8.1,"(+/- 1.9 )",8.0,"(+/- 1.5 )",2.6,"(+/- 1.8 )",7.5,"(+/- 1.9 )",5.0,"(+/- 1.4 )",8.3,"(+/- 1.5 )",7.3,"(+/- 1.9 )"
Housing,"Housing Tenure","Occupied housing units",269599,"(+/- 6955 )",257381,"(+/- 5754 )",246239,"(+/- 4749 )",233844,"(+/- 5694 )",304941,"(+/- 6299 )",270115,"(+/- 3766 )",301839,"(+/- 7612 )",250552,"(+/- 5078 )",290016,"(+/- 5859 )",251936,"(+/- 3993 )",249169,"(+/- 4487 )",277817,"(+/- 3693 )",286809,"(+/- 4347 )",262859,"(+/- 4247 )",276514,"(+/- 3616 )",274557,"(+/- 2993 )",280917,"(+/- 3947 )",279760,"(+/- 4179 )"
Housing,"Housing Tenure",Owner-occupied,161445,"(+/- 4942 )",156735,"(+/- 4754 )",182050,"(+/- 4463 )",113623,"(+/- 4701 )",175693,"(+/- 5035 )",216872,"(+/- 4426 )",126479,"(+/- 4768 )",167888,"(+/- 5224 )",176969,"(+/- 4380 )",174391,"(+/- 4530 )",175712,"(+/- 4401 )",184201,"(+/- 4098 )",180115,"(+/- 4368 )",217652,"(+/- 3678 )",206151,"(+/- 4009 )",197906,"(+/- 4269 )",187000,"(+/- 4030 )",209231,"(+/- 4071 )"
Housing,"Housing Tenure",Renter-occupied,108154,"(+/- 5451 )",100646,"(+/- 5167 )",64189,"(+/- 3256 )",120221,"(+/- 4995 )",129248,"(+/- 4547 )",53243,"(+/- 3140 )",175360,"(+/- 6657 )",82664,"(+/- 4063 )",113047,"(+/- 5317 )",77545,"(+/- 3722 )",73457,"(+/- 3715 )",93616,"(+/- 4102 )",106694,"(+/- 4320 )",45207,"(+/- 3309 )",70363,"(+/- 3221 )",76651,"(+/- 4778 )",93917,"(+/- 3688 )",70529,"(+/- 3292 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.77,"(+/- 0.07 )",2.71,"(+/- 0.07 )",2.93,"(+/- 0.06 )",3.31,"(+/- 0.08 )",2.63,"(+/- 0.05 )",2.77,"(+/- 0.04 )",2.47,"(+/- 0.07 )",2.79,"(+/- 0.07 )",2.55,"(+/- 0.06 )",2.80,"(+/- 0.05 )",2.94,"(+/- 0.06 )",2.51,"(+/- 0.04 )",2.44,"(+/- 0.04 )",2.86,"(+/- 0.05 )",2.47,"(+/- 0.03 )",2.54,"(+/- 0.04 )",2.40,"(+/- 0.04 )",2.52,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.28,"(+/- 0.09 )",2.56,"(+/- 0.10 )",2.48,"(+/- 0.12 )",2.68,"(+/- 0.07 )",2.09,"(+/- 0.06 )",2.26,"(+/- 0.10 )",2.08,"(+/- 0.06 )",2.83,"(+/- 0.11 )",2.20,"(+/- 0.09 )",2.60,"(+/- 0.10 )",2.70,"(+/- 0.11 )",2.18,"(+/- 0.07 )",2.11,"(+/- 0.06 )",2.54,"(+/- 0.14 )",2.22,"(+/- 0.08 )",2.14,"(+/- 0.08 )",2.21,"(+/- 0.06 )",2.17,"(+/- 0.10 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",269599,"(+/- 6955 )",257381,"(+/- 5754 )",246239,"(+/- 4749 )",233844,"(+/- 5694 )",304941,"(+/- 6299 )",270115,"(+/- 3766 )",301839,"(+/- 7612 )",250552,"(+/- 5078 )",290016,"(+/- 5859 )",251936,"(+/- 3993 )",249169,"(+/- 4487 )",277817,"(+/- 3693 )",286809,"(+/- 4347 )",262859,"(+/- 4247 )",276514,"(+/- 3616 )",274557,"(+/- 2993 )",280917,"(+/- 3947 )",279760,"(+/- 4179 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",42530,"(+/- 3705 )",40414,"(+/- 3589 )",28513,"(+/- 2776 )",40351,"(+/- 3029 )",72529,"(+/- 3805 )",38882,"(+/- 3261 )",77194,"(+/- 4213 )",43297,"(+/- 3296 )",55007,"(+/- 3524 )",41582,"(+/- 3311 )",45370,"(+/- 3096 )",49148,"(+/- 3584 )",66426,"(+/- 3858 )",38266,"(+/- 3304 )",41351,"(+/- 2952 )",42615,"(+/- 3108 )",48371,"(+/- 3120 )",47973,"(+/- 2591 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",43265,"(+/- 3582 )",38234,"(+/- 3095 )",34581,"(+/- 2881 )",42559,"(+/- 3420 )",55987,"(+/- 3964 )",38334,"(+/- 3406 )",57010,"(+/- 4514 )",37623,"(+/- 3442 )",49413,"(+/- 3439 )",39205,"(+/- 3198 )",38746,"(+/- 2956 )",41825,"(+/- 3283 )",43906,"(+/- 2887 )",38346,"(+/- 3737 )",34105,"(+/- 2562 )",39688,"(+/- 2797 )",38700,"(+/- 2714 )",35845,"(+/- 2455 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",47310,"(+/- 3883 )",45436,"(+/- 3232 )",41666,"(+/- 3654 )",48160,"(+/- 4051 )",55279,"(+/- 3420 )",49169,"(+/- 3104 )",57786,"(+/- 3803 )",49184,"(+/- 3629 )",53830,"(+/- 3640 )",46513,"(+/- 3128 )",41306,"(+/- 2811 )",48653,"(+/- 3289 )",48221,"(+/- 3084 )",46972,"(+/- 3622 )",49110,"(+/- 3116 )",46433,"(+/- 2880 )",52434,"(+/- 2909 )",50400,"(+/- 3102 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",58995,"(+/- 3410 )",57230,"(+/- 3404 )",63328,"(+/- 3882 )",48346,"(+/- 3766 )",54909,"(+/- 3498 )",64450,"(+/- 3606 )",56926,"(+/- 4520 )",55175,"(+/- 3736 )",60367,"(+/- 3478 )",57504,"(+/- 3656 )",66508,"(+/- 3746 )",62198,"(+/- 3190 )",55505,"(+/- 3328 )",79362,"(+/- 4621 )",61164,"(+/- 3119 )",65530,"(+/- 2876 )",59840,"(+/- 3023 )",64517,"(+/- 2666 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",33914,"(+/- 2452 )",33758,"(+/- 2479 )",37121,"(+/- 3025 )",29185,"(+/- 2665 )",33304,"(+/- 2507 )",45995,"(+/- 2963 )",24250,"(+/- 2525 )",31792,"(+/- 2525 )",33892,"(+/- 2357 )",37959,"(+/- 2388 )",34839,"(+/- 2368 )",33557,"(+/- 2859 )",33785,"(+/- 2454 )",35953,"(+/- 2823 )",39770,"(+/- 2853 )",37888,"(+/- 2731 )",36443,"(+/- 2394 )",38069,"(+/- 2142 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",43585,"(+/- 3145 )",42309,"(+/- 2543 )",41030,"(+/- 2562 )",25243,"(+/- 2412 )",32933,"(+/- 2610 )",33285,"(+/- 2400 )",28673,"(+/- 2863 )",33481,"(+/- 2710 )",37507,"(+/- 1940 )",29173,"(+/- 1902 )",22400,"(+/- 2214 )",42436,"(+/- 2247 )",38966,"(+/- 2200 )",23960,"(+/- 2590 )",51014,"(+/- 2643 )",42403,"(+/- 2543 )",45129,"(+/- 2193 )",42956,"(+/- 2240 )"
Housing,Value,"Owner-occupied units",161445,"(+/- 4942 )",156735,"(+/- 4754 )",182050,"(+/- 4463 )",113623,"(+/- 4701 )",175693,"(+/- 5035 )",216872,"(+/- 4426 )",126479,"(+/- 4768 )",167888,"(+/- 5224 )",176969,"(+/- 4380 )",174391,"(+/- 4530 )",175712,"(+/- 4401 )",184201,"(+/- 4098 )",180115,"(+/- 4368 )",217652,"(+/- 3678 )",206151,"(+/- 4009 )",197906,"(+/- 4269 )",187000,"(+/- 4030 )",209231,"(+/- 4071 )"
