Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Welsh,2129,"(+/- 1012 )",802,"(+/- 481 )",1920,"(+/- 859 )",897,"(+/- 395 )",94,"(+/- 102 )",257,"(+/- 277 )",1432,"(+/- 951 )",524,"(+/- 372 )",1952,"(+/- 741 )",2170,"(+/- 852 )",1430,"(+/- 1095 )",3473,"(+/- 1319 )",1341,"(+/- 613 )",472,"(+/- 278 )",112,"(+/- 189 )",860,"(+/- 387 )",1171,"(+/- 497 )",1561,"(+/- 453 )",5454,"(+/- 1548 )",5701,"(+/- 1823 )",4894,"(+/- 1131 )",12812,"(+/- 2142 )",8375,"(+/- 1896 )",4965,"(+/- 1157 )",4682,"(+/- 1243 )",3924,"(+/- 1068 )",5623,"(+/- 1329 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",5693,"(+/- 2759 )",17361,"(+/- 3701 )",7094,"(+/- 2514 )",31377,"(+/- 5566 )",129054,"(+/- 9600 )",7643,"(+/- 2041 )",14812,"(+/- 3032 )",126817,"(+/- 10749 )",154027,"(+/- 10160 )",5132,"(+/- 1670 )",11730,"(+/- 3423 )",6211,"(+/- 1335 )",29403,"(+/- 5528 )",11128,"(+/- 3002 )",26736,"(+/- 5297 )",76935,"(+/- 9235 )",26235,"(+/- 4547 )",16124,"(+/- 4096 )",6084,"(+/- 1938 )",7079,"(+/- 1812 )",3026,"(+/- 1074 )",3777,"(+/- 1670 )",1289,"(+/- 695 )",4337,"(+/- 1515 )",8560,"(+/- 2279 )",5087,"(+/- 1781 )",1136,"(+/- 686 )"
People,"Veteran Status","Civilian population 18 years and over",566388,"(+/- 6518 )",558831,"(+/- 8946 )",563492,"(+/- 8346 )",567501,"(+/- 7321 )",593396,"(+/- 14610 )",597409,"(+/- 14044 )",551809,"(+/- 14012 )",621019,"(+/- 13269 )",577058,"(+/- 13116 )",571652,"(+/- 12355 )",570577,"(+/- 7559 )",619872,"(+/- 14142 )",636064,"(+/- 14306 )",556966,"(+/- 14121 )",542543,"(+/- 11739 )",572158,"(+/- 9045 )",561961,"(+/- 4649 )",555761,"(+/- 4489 )",571668,"(+/- 4646 )",579217,"(+/- 4614 )",551149,"(+/- 3677 )",553552,"(+/- 3175 )",557086,"(+/- 3077 )",554315,"(+/- 2368 )",568742,"(+/- 1918 )",563341,"(+/- 4479 )",571669,"(+/- 5539 )"
People,"Veteran Status","Civilian veterans",30250,"(+/- 3174 )",24103,"(+/- 2301 )",21718,"(+/- 2111 )",20468,"(+/- 1907 )",13028,"(+/- 1491 )",10328,"(+/- 1684 )",10018,"(+/- 1979 )",14506,"(+/- 1937 )",9829,"(+/- 1594 )",10076,"(+/- 1833 )",17713,"(+/- 1859 )",17338,"(+/- 2807 )",13255,"(+/- 2140 )",10834,"(+/- 1858 )",8968,"(+/- 1713 )",19282,"(+/- 2207 )",22797,"(+/- 2385 )",32668,"(+/- 2602 )",42279,"(+/- 2456 )",38297,"(+/- 2211 )",49263,"(+/- 3037 )",43783,"(+/- 2738 )",44184,"(+/- 2603 )",41062,"(+/- 2588 )",30093,"(+/- 2470 )",38196,"(+/- 2878 )",44497,"(+/- 2604 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",712947,"(+/- 4769 )",705798,"(+/- 9766 )",700417,"(+/- 9312 )",723852,"(+/- 10844 )",751176,"(+/- 19598 )",729849,"(+/- 18834 )",715589,"(+/- 18030 )",786870,"(+/- 19056 )",727563,"(+/- 15827 )",709305,"(+/- 16504 )",726727,"(+/- 11601 )",694502,"(+/- 17024 )",789089,"(+/- 18948 )",694050,"(+/- 18734 )",740464,"(+/- 17578 )",724039,"(+/- 13436 )",732682,"(+/- 5141 )",706853,"(+/- 6314 )",684689,"(+/- 5565 )",713110,"(+/- 5405 )",666280,"(+/- 5122 )",683979,"(+/- 5059 )",681132,"(+/- 4771 )",691427,"(+/- 4300 )",711661,"(+/- 3054 )",701931,"(+/- 4404 )",696655,"(+/- 6039 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",66622,"(+/- 4534 )",66832,"(+/- 4247 )",61261,"(+/- 3512 )",57488,"(+/- 3541 )",75052,"(+/- 5101 )",66423,"(+/- 4715 )",59321,"(+/- 4233 )",86904,"(+/- 5997 )",64229,"(+/- 4604 )",59980,"(+/- 5592 )",74511,"(+/- 4238 )",52185,"(+/- 5103 )",101219,"(+/- 6792 )",70140,"(+/- 5231 )",115696,"(+/- 6361 )",94234,"(+/- 6738 )",66495,"(+/- 3683 )",83032,"(+/- 4091 )",103879,"(+/- 4337 )",87700,"(+/- 4259 )",100994,"(+/- 5043 )",99965,"(+/- 4454 )",99100,"(+/- 4677 )",93780,"(+/- 3777 )",98253,"(+/- 4898 )",101419,"(+/- 4771 )",94743,"(+/- 4624 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",151915,"(+/- 6027 )",149809,"(+/- 7170 )",143495,"(+/- 5193 )",161625,"(+/- 5744 )",164132,"(+/- 7400 )",136493,"(+/- 7636 )",168927,"(+/- 8918 )",170066,"(+/- 9236 )",153743,"(+/- 7244 )",139760,"(+/- 7532 )",161145,"(+/- 6020 )",78537,"(+/- 6275 )",159347,"(+/- 7553 )",149118,"(+/- 8695 )",200901,"(+/- 8312 )",160359,"(+/- 7831 )",178446,"(+/- 4433 )",164584,"(+/- 3443 )",127358,"(+/- 2887 )",141309,"(+/- 3134 )",137964,"(+/- 2811 )",142219,"(+/- 2072 )",135740,"(+/- 2342 )",146097,"(+/- 1636 )",149346,"(+/- 1263 )",143128,"(+/- 4077 )",140186,"(+/- 4598 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4984,"(+/- 1635 )",4342,"(+/- 1194 )",3667,"(+/- 989 )",3618,"(+/- 959 )",5070,"(+/- 1295 )",2978,"(+/- 973 )",3071,"(+/- 931 )",4830,"(+/- 1375 )",3501,"(+/- 916 )",1655,"(+/- 779 )",4124,"(+/- 1201 )",1014,"(+/- 522 )",6803,"(+/- 1725 )",4081,"(+/- 1225 )",14205,"(+/- 2338 )",6456,"(+/- 1789 )",5788,"(+/- 1796 )",7553,"(+/- 1426 )",7823,"(+/- 1430 )",5950,"(+/- 1190 )",7926,"(+/- 1581 )",7339,"(+/- 1255 )",8757,"(+/- 1397 )",7944,"(+/- 1494 )",9159,"(+/- 1935 )",8039,"(+/- 1429 )",6716,"(+/- 1245 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",434885,"(+/- 5523 )",449020,"(+/- 8715 )",415128,"(+/- 8872 )",439789,"(+/- 8266 )",481042,"(+/- 13494 )",466398,"(+/- 13039 )",462966,"(+/- 11864 )",501348,"(+/- 12293 )",465891,"(+/- 11475 )",457106,"(+/- 12342 )",445324,"(+/- 7304 )",507947,"(+/- 13052 )",532474,"(+/- 13997 )",454606,"(+/- 13334 )",460502,"(+/- 11163 )",442542,"(+/- 9454 )",433501,"(+/- 5248 )",434829,"(+/- 5348 )",416553,"(+/- 4708 )",453809,"(+/- 5068 )",405952,"(+/- 4250 )",416526,"(+/- 3831 )",419090,"(+/- 3558 )",426678,"(+/- 3400 )",443843,"(+/- 2249 )",438925,"(+/- 4519 )",423369,"(+/- 4786 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",29774,"(+/- 3114 )",31368,"(+/- 3324 )",22874,"(+/- 2788 )",23279,"(+/- 2497 )",35822,"(+/- 3492 )",27644,"(+/- 2833 )",29550,"(+/- 2626 )",38558,"(+/- 3006 )",25444,"(+/- 2530 )",22206,"(+/- 3126 )",31370,"(+/- 2735 )",24828,"(+/- 3596 )",50875,"(+/- 5114 )",36756,"(+/- 3802 )",68392,"(+/- 4573 )",43410,"(+/- 4867 )",30160,"(+/- 2877 )",44470,"(+/- 3355 )",48290,"(+/- 3478 )",46505,"(+/- 3601 )",51596,"(+/- 3805 )",51308,"(+/- 2976 )",48871,"(+/- 3758 )",46895,"(+/- 3047 )",52894,"(+/- 3860 )",52896,"(+/- 3363 )",45015,"(+/- 3518 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",126147,"(+/- 4786 )",106969,"(+/- 5013 )",141794,"(+/- 5024 )",122438,"(+/- 3920 )",106002,"(+/- 4079 )",126958,"(+/- 4688 )",83696,"(+/- 4772 )",115456,"(+/- 5009 )",107929,"(+/- 5082 )",112439,"(+/- 5314 )",120258,"(+/- 2764 )",108018,"(+/- 5776 )",97268,"(+/- 5333 )",90326,"(+/- 4589 )",79061,"(+/- 3537 )",121138,"(+/- 4668 )",120735,"(+/- 3751 )",107440,"(+/- 2493 )",140778,"(+/- 2619 )",117992,"(+/- 2630 )",122364,"(+/- 2056 )",125234,"(+/- 1816 )",126302,"(+/- 1667 )",118652,"(+/- 1439 )",118472,"(+/- 1516 )",119878,"(+/- 3201 )",133100,"(+/- 3644 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",31864,"(+/- 3120 )",31122,"(+/- 2705 )",34720,"(+/- 2282 )",30591,"(+/- 2632 )",34160,"(+/- 2767 )",35801,"(+/- 3193 )",26700,"(+/- 2518 )",43516,"(+/- 3584 )",35284,"(+/- 3239 )",36119,"(+/- 4143 )",39017,"(+/- 2936 )",26343,"(+/- 3440 )",43541,"(+/- 3725 )",29303,"(+/- 3249 )",33099,"(+/- 3283 )",44368,"(+/- 3623 )",30547,"(+/- 2307 )",31009,"(+/- 2176 )",47766,"(+/- 2537 )",35245,"(+/- 2634 )",41472,"(+/- 2377 )",41318,"(+/- 2559 )",41472,"(+/- 2295 )",38941,"(+/- 2165 )",36200,"(+/- 2158 )",40484,"(+/- 2763 )",43012,"(+/- 2959 )"
People,"Residence 1 Year Ago","Population 1 year and over",711483,"(+/- 4878 )",703147,"(+/- 9534 )",701756,"(+/- 9547 )",721875,"(+/- 10162 )",750488,"(+/- 19521 )",724452,"(+/- 18157 )",710621,"(+/- 18307 )",782054,"(+/- 18942 )",722430,"(+/- 15884 )",702442,"(+/- 16525 )",725468,"(+/- 11788 )",691172,"(+/- 17212 )",785063,"(+/- 18794 )",697663,"(+/- 18569 )",733257,"(+/- 17199 )",725620,"(+/- 13020 )",731435,"(+/- 5121 )",714690,"(+/- 5707 )",694634,"(+/- 5310 )",714270,"(+/- 5193 )",694414,"(+/- 3924 )",690372,"(+/- 4041 )",688185,"(+/- 4149 )",693999,"(+/- 3246 )",712368,"(+/- 2895 )",699633,"(+/- 4756 )",706713,"(+/- 6253 )"
People,"Residence 1 Year Ago","Same house",656646,"(+/- 7906 )",659918,"(+/- 11105 )",649914,"(+/- 9693 )",675972,"(+/- 10398 )",697198,"(+/- 17871 )",659259,"(+/- 17497 )",641611,"(+/- 17007 )",712694,"(+/- 18140 )",660978,"(+/- 16737 )",602976,"(+/- 16782 )",672028,"(+/- 12641 )",560917,"(+/- 16733 )",707131,"(+/- 19158 )",641741,"(+/- 18193 )",677366,"(+/- 16964 )",651123,"(+/- 13394 )",661777,"(+/- 8345 )",650049,"(+/- 8179 )",621864,"(+/- 7146 )",605285,"(+/- 8723 )",601412,"(+/- 6838 )",606218,"(+/- 5952 )",600144,"(+/- 6243 )",602239,"(+/- 7093 )",605575,"(+/- 7730 )",605849,"(+/- 7732 )",639184,"(+/- 7530 )"
People,"Residence 1 Year Ago","Different house in the U.S.",52375,"(+/- 7204 )",41769,"(+/- 6086 )",48313,"(+/- 5522 )",43702,"(+/- 5322 )",47932,"(+/- 6462 )",57392,"(+/- 6143 )",63193,"(+/- 5601 )",65080,"(+/- 5977 )",57006,"(+/- 5463 )",88828,"(+/- 7962 )",49208,"(+/- 5848 )",115543,"(+/- 8904 )",70216,"(+/- 7593 )",50201,"(+/- 6570 )",51594,"(+/- 6370 )",64249,"(+/- 7556 )",65206,"(+/- 6663 )",61730,"(+/- 6501 )",70673,"(+/- 5945 )",105801,"(+/- 6838 )",89066,"(+/- 5586 )",80382,"(+/- 6020 )",84177,"(+/- 5031 )",87235,"(+/- 6033 )",101355,"(+/- 7144 )",90099,"(+/- 7080 )",66627,"(+/- 5840 )"
People,"Residence 1 Year Ago","Same county",35063,"(+/- 6173 )",26962,"(+/- 4471 )",24571,"(+/- 4272 )",23654,"(+/- 3801 )",30514,"(+/- 5219 )",37880,"(+/- 4583 )",35570,"(+/- 4277 )",42442,"(+/- 4799 )",39471,"(+/- 4550 )",56637,"(+/- 6872 )",32387,"(+/- 4316 )",63908,"(+/- 6354 )",38873,"(+/- 6400 )",30867,"(+/- 5447 )",28711,"(+/- 4869 )",35686,"(+/- 5333 )",39198,"(+/- 5961 )",30147,"(+/- 4342 )",38203,"(+/- 5002 )",62010,"(+/- 6933 )",43718,"(+/- 4133 )",48213,"(+/- 4853 )",45379,"(+/- 4274 )",55751,"(+/- 5012 )",69467,"(+/- 6130 )",65908,"(+/- 6571 )",42316,"(+/- 4865 )"
People,"Residence 1 Year Ago","Different county",17312,"(+/- 2954 )",14807,"(+/- 3611 )",23742,"(+/- 4066 )",20048,"(+/- 3422 )",17418,"(+/- 3405 )",19512,"(+/- 3645 )",27623,"(+/- 3556 )",22638,"(+/- 3998 )",17535,"(+/- 3115 )",32191,"(+/- 4323 )",16821,"(+/- 3799 )",51635,"(+/- 5609 )",31343,"(+/- 5186 )",19334,"(+/- 2671 )",22883,"(+/- 3791 )",28563,"(+/- 4020 )",26008,"(+/- 3601 )",31583,"(+/- 4228 )",32470,"(+/- 3890 )",43791,"(+/- 4504 )",45348,"(+/- 4011 )",32169,"(+/- 3952 )",38798,"(+/- 3536 )",31484,"(+/- 3649 )",31888,"(+/- 3968 )",24191,"(+/- 3343 )",24311,"(+/- 3340 )"
People,"Residence 1 Year Ago","Same state",11721,"(+/- 2296 )",10927,"(+/- 3161 )",17778,"(+/- 3010 )",16124,"(+/- 3228 )",13762,"(+/- 2746 )",15870,"(+/- 3479 )",17570,"(+/- 2998 )",14792,"(+/- 2673 )",11783,"(+/- 2612 )",11384,"(+/- 2560 )",10857,"(+/- 3003 )",22167,"(+/- 3413 )",21455,"(+/- 4656 )",15705,"(+/- 2455 )",16498,"(+/- 3802 )",21938,"(+/- 3514 )",16354,"(+/- 2802 )",22092,"(+/- 3615 )",23832,"(+/- 3016 )",29882,"(+/- 3663 )",27671,"(+/- 2713 )",22243,"(+/- 3605 )",24563,"(+/- 2829 )",20687,"(+/- 2993 )",19514,"(+/- 2850 )",16053,"(+/- 2584 )",17777,"(+/- 2915 )"
People,"Residence 1 Year Ago","Different state",5591,"(+/- 1989 )",3880,"(+/- 1661 )",5964,"(+/- 2265 )",3924,"(+/- 1260 )",3656,"(+/- 1145 )",3642,"(+/- 1107 )",10053,"(+/- 1738 )",7846,"(+/- 2980 )",5752,"(+/- 1750 )",20807,"(+/- 3138 )",5964,"(+/- 1693 )",29468,"(+/- 3798 )",9888,"(+/- 2043 )",3629,"(+/- 1196 )",6385,"(+/- 1809 )",6625,"(+/- 1798 )",9654,"(+/- 2020 )",9491,"(+/- 2357 )",8638,"(+/- 2223 )",13909,"(+/- 2499 )",17677,"(+/- 2732 )",9926,"(+/- 2050 )",14235,"(+/- 2192 )",10797,"(+/- 1804 )",12374,"(+/- 2641 )",8138,"(+/- 2564 )",6534,"(+/- 1553 )"
People,"Residence 1 Year Ago",Abroad,2462,"(+/- 974 )",1460,"(+/- 619 )",3529,"(+/- 1276 )",2201,"(+/- 952 )",5358,"(+/- 1785 )",7801,"(+/- 1986 )",5817,"(+/- 1830 )",4280,"(+/- 1489 )",4446,"(+/- 1612 )",10638,"(+/- 2425 )",4232,"(+/- 1503 )",14712,"(+/- 3315 )",7716,"(+/- 2155 )",5721,"(+/- 1821 )",4297,"(+/- 1093 )",10248,"(+/- 3019 )",4452,"(+/- 1902 )",2911,"(+/- 1191 )",2097,"(+/- 784 )",3184,"(+/- 1401 )",3936,"(+/- 1267 )",3772,"(+/- 1064 )",3864,"(+/- 1192 )",4525,"(+/- 1377 )",5438,"(+/- 1524 )",3685,"(+/- 1441 )",902,"(+/- 490 )"
Workers,"Employment Status","Population 16 years and over",585341,"(+/- 6253 )",577999,"(+/- 8950 )",583441,"(+/- 8882 )",587678,"(+/- 7715 )",612996,"(+/- 15333 )",610133,"(+/- 14515 )",568826,"(+/- 14520 )",638947,"(+/- 13810 )",592161,"(+/- 13229 )",584072,"(+/- 12858 )",589705,"(+/- 7997 )",625494,"(+/- 14202 )",653981,"(+/- 15117 )",573665,"(+/- 14608 )",564457,"(+/- 12303 )",590601,"(+/- 9520 )",583759,"(+/- 4694 )",578105,"(+/- 4664 )",589289,"(+/- 4922 )",598543,"(+/- 5044 )",579010,"(+/- 3835 )",570803,"(+/- 3328 )",574422,"(+/- 3281 )",573793,"(+/- 2525 )",585881,"(+/- 2180 )",582485,"(+/- 4622 )",589430,"(+/- 5883 )"
Workers,"Employment Status","In labor force",363952,"(+/- 6474 )",385790,"(+/- 8805 )",364212,"(+/- 8167 )",385035,"(+/- 8064 )",394195,"(+/- 12425 )",382257,"(+/- 11905 )",365895,"(+/- 9509 )",386982,"(+/- 10718 )",381428,"(+/- 10011 )",399895,"(+/- 10226 )",349428,"(+/- 7216 )",454797,"(+/- 12462 )",405728,"(+/- 12999 )",374149,"(+/- 13459 )",330634,"(+/- 10193 )",369353,"(+/- 9264 )",378385,"(+/- 7202 )",370670,"(+/- 5880 )",348309,"(+/- 5439 )",384278,"(+/- 7096 )",339237,"(+/- 5776 )",335712,"(+/- 5761 )",336082,"(+/- 5230 )",350547,"(+/- 5746 )",369243,"(+/- 5723 )",356765,"(+/- 6582 )",363887,"(+/- 6103 )"
Workers,"Employment Status","Civilian labor force",363670,"(+/- 6497 )",385060,"(+/- 8852 )",363978,"(+/- 8187 )",384641,"(+/- 8075 )",393952,"(+/- 12406 )",382075,"(+/- 11894 )",365895,"(+/- 9509 )",386948,"(+/- 10711 )",381428,"(+/- 10011 )",399685,"(+/- 10212 )",348466,"(+/- 7229 )",454522,"(+/- 12450 )",405665,"(+/- 13016 )",374029,"(+/- 13460 )",330322,"(+/- 10140 )",369313,"(+/- 9252 )",378203,"(+/- 7218 )",369270,"(+/- 5997 )",348125,"(+/- 5450 )",382799,"(+/- 7037 )",327661,"(+/- 5730 )",334520,"(+/- 5919 )",335892,"(+/- 5210 )",349591,"(+/- 5863 )",369148,"(+/- 5730 )",356379,"(+/- 6590 )",363280,"(+/- 6073 )"
Workers,"Employment Status",Employed,349678,"(+/- 6815 )",370551,"(+/- 8681 )",352187,"(+/- 8221 )",371779,"(+/- 7707 )",367788,"(+/- 11580 )",365217,"(+/- 11268 )",348814,"(+/- 9828 )",364166,"(+/- 10135 )",363699,"(+/- 9820 )",380082,"(+/- 10076 )",333018,"(+/- 7094 )",438897,"(+/- 12412 )",376016,"(+/- 11747 )",353212,"(+/- 12483 )",292567,"(+/- 9015 )",345842,"(+/- 9145 )",358832,"(+/- 7389 )",352763,"(+/- 5728 )",331645,"(+/- 5534 )",362621,"(+/- 6939 )",313983,"(+/- 5613 )",319412,"(+/- 5789 )",320437,"(+/- 4998 )",329951,"(+/- 5813 )",350004,"(+/- 5291 )",341799,"(+/- 6549 )",349756,"(+/- 6361 )"
Workers,"Employment Status",Unemployed,13992,"(+/- 2212 )",14509,"(+/- 2504 )",11791,"(+/- 1745 )",12862,"(+/- 2233 )",26164,"(+/- 2695 )",16858,"(+/- 2745 )",17081,"(+/- 1833 )",22782,"(+/- 3030 )",17729,"(+/- 2028 )",19603,"(+/- 2981 )",15448,"(+/- 2455 )",15625,"(+/- 2259 )",29649,"(+/- 3300 )",20817,"(+/- 2800 )",37755,"(+/- 3667 )",23471,"(+/- 3207 )",19371,"(+/- 2198 )",16507,"(+/- 2278 )",16480,"(+/- 1970 )",20178,"(+/- 2747 )",13678,"(+/- 1667 )",15108,"(+/- 1963 )",15455,"(+/- 1714 )",19640,"(+/- 2212 )",19144,"(+/- 2356 )",14580,"(+/- 1795 )",13524,"(+/- 2127 )"
Workers,"Employment Status","Armed Forces",282,"(+/- 237 )",730,"(+/- 697 )",234,"(+/- 180 )",394,"(+/- 557 )",243,"(+/- 178 )",182,"(+/- 207 )",0,"(+/- 201 )",34,"(+/- 57 )",0,"(+/- 201 )",210,"(+/- 230 )",962,"(+/- 929 )",275,"(+/- 269 )",63,"(+/- 102 )",120,"(+/- 122 )",312,"(+/- 468 )",40,"(+/- 70 )",182,"(+/- 211 )",1400,"(+/- 982 )",184,"(+/- 168 )",1479,"(+/- 627 )",11576,"(+/- 1779 )",1192,"(+/- 623 )",190,"(+/- 263 )",956,"(+/- 652 )",95,"(+/- 145 )",386,"(+/- 266 )",607,"(+/- 416 )"
Workers,"Employment Status","Not in labor force",221389,"(+/- 6943 )",192209,"(+/- 6684 )",219229,"(+/- 6952 )",202643,"(+/- 5866 )",218801,"(+/- 7777 )",227876,"(+/- 8741 )",202931,"(+/- 9131 )",251965,"(+/- 8714 )",210733,"(+/- 8175 )",184177,"(+/- 8387 )",240277,"(+/- 6332 )",170697,"(+/- 8435 )",248253,"(+/- 9360 )",199516,"(+/- 7210 )",233823,"(+/- 8629 )",221248,"(+/- 7906 )",205374,"(+/- 6404 )",207435,"(+/- 5108 )",240980,"(+/- 5727 )",214265,"(+/- 6729 )",239773,"(+/- 5169 )",235091,"(+/- 5137 )",238340,"(+/- 4753 )",223246,"(+/- 5036 )",216638,"(+/- 5480 )",225720,"(+/- 5940 )",225543,"(+/- 5857 )"
Workers,"Employment Status","Civilian labor force",363670,"(+/- 6497 )",385060,"(+/- 8852 )",363978,"(+/- 8187 )",384641,"(+/- 8075 )",393952,"(+/- 12406 )",382075,"(+/- 11894 )",365895,"(+/- 9509 )",386948,"(+/- 10711 )",381428,"(+/- 10011 )",399685,"(+/- 10212 )",348466,"(+/- 7229 )",454522,"(+/- 12450 )",405665,"(+/- 13016 )",374029,"(+/- 13460 )",330322,"(+/- 10140 )",369313,"(+/- 9252 )",378203,"(+/- 7218 )",369270,"(+/- 5997 )",348125,"(+/- 5450 )",382799,"(+/- 7037 )",327661,"(+/- 5730 )",334520,"(+/- 5919 )",335892,"(+/- 5210 )",349591,"(+/- 5863 )",369148,"(+/- 5730 )",356379,"(+/- 6590 )",363280,"(+/- 6073 )"
Workers,"Employment Status","Unemployment Rate",3.8,"(+/- 0.6 )",3.8,"(+/- 0.6 )",3.2,"(+/- 0.5 )",3.3,"(+/- 0.6 )",6.6,"(+/- 0.6 )",4.4,"(+/- 0.7 )",4.7,"(+/- 0.5 )",5.9,"(+/- 0.7 )",4.6,"(+/- 0.5 )",4.9,"(+/- 0.7 )",4.4,"(+/- 0.7 )",3.4,"(+/- 0.5 )",7.3,"(+/- 0.7 )",5.6,"(+/- 0.7 )",11.4,"(+/- 1.0 )",6.4,"(+/- 0.9 )",5.1,"(+/- 0.6 )",4.5,"(+/- 0.6 )",4.7,"(+/- 0.6 )",5.3,"(+/- 0.7 )",4.2,"(+/- 0.5 )",4.5,"(+/- 0.6 )",4.6,"(+/- 0.5 )",5.6,"(+/- 0.6 )",5.2,"(+/- 0.6 )",4.1,"(+/- 0.5 )",3.7,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",343947,"(+/- 6700 )",363254,"(+/- 8765 )",346686,"(+/- 8354 )",366787,"(+/- 7584 )",357372,"(+/- 11435 )",355430,"(+/- 11144 )",340128,"(+/- 9585 )",358345,"(+/- 9746 )",355313,"(+/- 10017 )",370779,"(+/- 10250 )",326835,"(+/- 7005 )",430905,"(+/- 12399 )",364812,"(+/- 11862 )",341108,"(+/- 11938 )",283528,"(+/- 8757 )",336168,"(+/- 9241 )",350397,"(+/- 7491 )",347493,"(+/- 5737 )",325167,"(+/- 5767 )",357604,"(+/- 7032 )",318663,"(+/- 5724 )",312994,"(+/- 5639 )",313249,"(+/- 5021 )",324565,"(+/- 5813 )",342667,"(+/- 5170 )",334266,"(+/- 6439 )",342329,"(+/- 6508 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",285648,"(+/- 7259 )",286496,"(+/- 8096 )",235328,"(+/- 7543 )",244584,"(+/- 7253 )",167347,"(+/- 7158 )",109347,"(+/- 5440 )",45281,"(+/- 3733 )",85490,"(+/- 5259 )",70177,"(+/- 4731 )",35300,"(+/- 2945 )",148483,"(+/- 5693 )",28912,"(+/- 3406 )",34722,"(+/- 3882 )",87102,"(+/- 6298 )",51021,"(+/- 4412 )",153455,"(+/- 5623 )",236765,"(+/- 5981 )",259722,"(+/- 6576 )",252171,"(+/- 6684 )",277655,"(+/- 6899 )",257305,"(+/- 5599 )",248242,"(+/- 5507 )",241986,"(+/- 5136 )",265539,"(+/- 5788 )",277061,"(+/- 4944 )",265825,"(+/- 6626 )",289132,"(+/- 7047 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",21948,"(+/- 3190 )",27186,"(+/- 3010 )",25694,"(+/- 3430 )",30160,"(+/- 4120 )",19952,"(+/- 2136 )",26240,"(+/- 3847 )",12525,"(+/- 2242 )",14663,"(+/- 2387 )",12209,"(+/- 2135 )",10330,"(+/- 1785 )",21418,"(+/- 2720 )",7541,"(+/- 1611 )",9670,"(+/- 2019 )",16374,"(+/- 2596 )",11276,"(+/- 1913 )",25868,"(+/- 3689 )",27949,"(+/- 2975 )",25733,"(+/- 3303 )",23414,"(+/- 2795 )",29783,"(+/- 3497 )",30434,"(+/- 2840 )",30181,"(+/- 2808 )",27504,"(+/- 2114 )",24468,"(+/- 2317 )",25621,"(+/- 3299 )",25481,"(+/- 3255 )",22941,"(+/- 2472 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",15718,"(+/- 2139 )",30733,"(+/- 3057 )",58135,"(+/- 4668 )",62353,"(+/- 4754 )",142485,"(+/- 6482 )",181007,"(+/- 7575 )",204466,"(+/- 6899 )",209509,"(+/- 7891 )",226729,"(+/- 8415 )",201298,"(+/- 8394 )",127321,"(+/- 5915 )",249208,"(+/- 10771 )",259584,"(+/- 10771 )",199692,"(+/- 7981 )",178881,"(+/- 7551 )",116651,"(+/- 6801 )",48209,"(+/- 3869 )",24299,"(+/- 2448 )",8114,"(+/- 1636 )",15236,"(+/- 2637 )",2210,"(+/- 778 )",6167,"(+/- 1737 )",6142,"(+/- 1290 )",6347,"(+/- 1390 )",9974,"(+/- 1449 )",15003,"(+/- 2421 )",2454,"(+/- 928 )"
