Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.5,"(+/- 1.5 )",10.3,"(+/- 1.3 )",12.2,"(+/- 1.9 )",9.9,"(+/- 1.3 )",7.9,"(+/- 1.4 )",6.4,"(+/- 1.3 )",16.6,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.1,"(+/- 1.6 )",15.3,"(+/- 1.2 )",13.7,"(+/- 1.5 )",15.2,"(+/- 1.4 )",10.6,"(+/- 1.3 )",8.0,"(+/- 1.3 )",20.5,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.2,"(+/- 2.6 )",30.4,"(+/- 2.2 )",38.2,"(+/- 2.7 )",29.9,"(+/- 2.0 )",24.3,"(+/- 2.4 )",22.2,"(+/- 2.5 )",38.6,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",163181,"(+/- 5094 )",158743,"(+/- 5175 )",182454,"(+/- 6105 )",150943,"(+/- 4579 )",176921,"(+/- 4724 )",172959,"(+/- 5478 )",169580,"(+/- 6216 )"
Education,"School Enrollment","Nursery school, preschool",10317,"(+/- 1519 )",7048,"(+/- 1216 )",9191,"(+/- 1921 )",7570,"(+/- 1605 )",8780,"(+/- 1754 )",11300,"(+/- 2135 )",9265,"(+/- 1731 )"
Education,"School Enrollment",Kindergarten,6987,"(+/- 1509 )",8797,"(+/- 1507 )",9098,"(+/- 1729 )",7739,"(+/- 1399 )",11447,"(+/- 1906 )",8210,"(+/- 1526 )",8480,"(+/- 1669 )"
Education,"School Enrollment","Elementary school (grades 1-8)",75544,"(+/- 2630 )",67510,"(+/- 3404 )",72485,"(+/- 3579 )",71999,"(+/- 2845 )",69173,"(+/- 2792 )",73417,"(+/- 3476 )",62548,"(+/- 4102 )"
Education,"School Enrollment","High school (grades 9-12)",39359,"(+/- 2309 )",38655,"(+/- 3153 )",34463,"(+/- 2691 )",34740,"(+/- 2230 )",38386,"(+/- 2346 )",39387,"(+/- 2565 )",31283,"(+/- 2790 )"
Education,"School Enrollment","College or graduate school",30974,"(+/- 3260 )",36733,"(+/- 3181 )",57217,"(+/- 4402 )",28895,"(+/- 3291 )",49135,"(+/- 3698 )",40645,"(+/- 3623 )",58004,"(+/- 4215 )"
Education,"Educational Attainment","Population 25 years and over",491625,"(+/- 2871 )",461832,"(+/- 5095 )",476946,"(+/- 3898 )",471464,"(+/- 4187 )",502702,"(+/- 1560 )",496342,"(+/- 6982 )",436553,"(+/- 7549 )"
Education,"Educational Attainment","Less than 9th grade",14153,"(+/- 2198 )",19977,"(+/- 2112 )",19802,"(+/- 2524 )",28976,"(+/- 3214 )",17832,"(+/- 2654 )",12499,"(+/- 2219 )",18353,"(+/- 2148 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",49808,"(+/- 4064 )",45899,"(+/- 3515 )",49538,"(+/- 4380 )",51520,"(+/- 3491 )",38653,"(+/- 3868 )",32059,"(+/- 3112 )",49110,"(+/- 4802 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",163604,"(+/- 6519 )",148622,"(+/- 5452 )",150206,"(+/- 6128 )",158561,"(+/- 6204 )",135017,"(+/- 5085 )",124269,"(+/- 5834 )",146697,"(+/- 7458 )"
Education,"Educational Attainment","Some college, no degree",104405,"(+/- 5798 )",99493,"(+/- 4488 )",111716,"(+/- 5395 )",101524,"(+/- 4697 )",98665,"(+/- 5129 )",108009,"(+/- 6286 )",98175,"(+/- 5138 )"
Education,"Educational Attainment","Associate's degree",39451,"(+/- 3420 )",43450,"(+/- 3245 )",41994,"(+/- 3702 )",47199,"(+/- 3478 )",41680,"(+/- 3811 )",39121,"(+/- 4119 )",35390,"(+/- 3552 )"
Education,"Educational Attainment","Bachelor's degree",79243,"(+/- 5126 )",65914,"(+/- 4009 )",61435,"(+/- 4561 )",51598,"(+/- 3696 )",108527,"(+/- 5479 )",113361,"(+/- 4465 )",56008,"(+/- 4375 )"
Education,"Educational Attainment","Graduate or professional degree",40961,"(+/- 3741 )",38477,"(+/- 2926 )",42255,"(+/- 3763 )",32086,"(+/- 2617 )",62328,"(+/- 4234 )",67024,"(+/- 4478 )",32820,"(+/- 3104 )"
Education,"Educational Attainment","Percent high school graduate or higher",87.0,"(+/- 0.9 )",85.7,"(+/- 1.0 )",85.5,"(+/- 1.1 )",82.9,"(+/- 1.0 )",88.8,"(+/- 0.9 )",91.0,"(+/- 0.8 )",84.5,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",24.5,"(+/- 1.1 )",22.6,"(+/- 1.1 )",21.7,"(+/- 1.2 )",17.7,"(+/- 0.9 )",34.0,"(+/- 1.3 )",36.3,"(+/- 1.2 )",20.3,"(+/- 1.3 )"

