Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23055,"(+/- 2813 )",27958,"(+/- 3338 )",19811,"(+/- 3039 )",22066,"(+/- 2430 )",26393,"(+/- 2985 )",27411,"(+/- 2948 )",32911,"(+/- 4257 )",32621,"(+/- 3813 )",27867,"(+/- 2382 )",29380,"(+/- 2924 )",43174,"(+/- 4276 )",30359,"(+/- 2652 )",29859,"(+/- 2728 )",24765,"(+/- 2652 )",27695,"(+/- 2242 )",32544,"(+/- 3167 )",33085,"(+/- 2979 )",27884,"(+/- 2779 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",11780,"(+/- 1609 )",63462,"(+/- 5176 )",102858,"(+/- 6404 )",17236,"(+/- 1718 )",49915,"(+/- 4319 )",10394,"(+/- 1969 )",7014,"(+/- 1586 )",6109,"(+/- 1474 )",1864,"(+/- 737 )",5040,"(+/- 1353 )",2718,"(+/- 914 )",3667,"(+/- 1042 )",2430,"(+/- 937 )",3522,"(+/- 843 )",1553,"(+/- 591 )",4145,"(+/- 1075 )",16233,"(+/- 1829 )",43693,"(+/- 3672 )"
Workers,"Commuting to Work",Walked,5063,"(+/- 1445 )",11243,"(+/- 2105 )",44353,"(+/- 3898 )",8117,"(+/- 1547 )",10734,"(+/- 2007 )",8588,"(+/- 1758 )",8613,"(+/- 1548 )",7803,"(+/- 1294 )",8958,"(+/- 1817 )",11405,"(+/- 1804 )",10804,"(+/- 1956 )",14885,"(+/- 1642 )",8887,"(+/- 1480 )",7792,"(+/- 1346 )",10823,"(+/- 1635 )",10199,"(+/- 1287 )",8787,"(+/- 1662 )",19766,"(+/- 1917 )"
Workers,"Commuting to Work","Other means",2104,"(+/- 739 )",8520,"(+/- 2269 )",16641,"(+/- 2234 )",3331,"(+/- 1049 )",4901,"(+/- 1391 )",6265,"(+/- 2044 )",5798,"(+/- 1567 )",5813,"(+/- 1367 )",2162,"(+/- 606 )",6688,"(+/- 1490 )",6427,"(+/- 1385 )",3836,"(+/- 667 )",3907,"(+/- 898 )",2836,"(+/- 688 )",3601,"(+/- 966 )",2822,"(+/- 733 )",3162,"(+/- 875 )",5333,"(+/- 995 )"
Workers,"Commuting to Work","Worked at home",23409,"(+/- 1957 )",8178,"(+/- 1603 )",19683,"(+/- 2843 )",25151,"(+/- 2104 )",18589,"(+/- 2144 )",26989,"(+/- 2741 )",16866,"(+/- 2174 )",15002,"(+/- 2018 )",16284,"(+/- 2185 )",15907,"(+/- 2189 )",21073,"(+/- 2686 )",13560,"(+/- 1801 )",15637,"(+/- 2071 )",14796,"(+/- 1932 )",11659,"(+/- 1233 )",13087,"(+/- 1595 )",20500,"(+/- 2211 )",18952,"(+/- 2374 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",30.6,"(+/- 0.7 )",35.2,"(+/- 0.8 )",33.9,"(+/- 0.9 )",29.1,"(+/- 0.5 )",31.0,"(+/- 0.8 )",27.4,"(+/- 0.6 )",26.5,"(+/- 0.8 )",26.8,"(+/- 0.8 )",25.2,"(+/- 0.6 )",22.7,"(+/- 0.5 )",24.8,"(+/- 0.7 )",24.1,"(+/- 0.6 )",25.3,"(+/- 0.6 )",26.6,"(+/- 0.6 )",24.8,"(+/- 0.6 )",22.0,"(+/- 0.5 )",26.5,"(+/- 0.5 )",26.9,"(+/- 0.6 )"
Workers,Occupation,"Civilian employed population 16 years and over",384101,"(+/- 6285 )",307071,"(+/- 9403 )",353039,"(+/- 10089 )",384946,"(+/- 5740 )",349004,"(+/- 7466 )",377749,"(+/- 6425 )",354127,"(+/- 6453 )",328201,"(+/- 6291 )",340566,"(+/- 6680 )",368622,"(+/- 6754 )",372936,"(+/- 6335 )",318737,"(+/- 5423 )",328757,"(+/- 5289 )",327146,"(+/- 5152 )",312341,"(+/- 5585 )",322173,"(+/- 4871 )",371093,"(+/- 6459 )",348336,"(+/- 6081 )"
Workers,Occupation,"Management, business, science, and arts occupations",169149,"(+/- 4613 )",95146,"(+/- 5635 )",172183,"(+/- 6756 )",193239,"(+/- 5139 )",147361,"(+/- 6341 )",173908,"(+/- 5268 )",125105,"(+/- 5511 )",100392,"(+/- 4655 )",108887,"(+/- 4335 )",147963,"(+/- 6121 )",131939,"(+/- 5296 )",105223,"(+/- 4083 )",96670,"(+/- 4800 )",115751,"(+/- 4566 )",98901,"(+/- 4690 )",113144,"(+/- 4122 )",170189,"(+/- 5404 )",155393,"(+/- 4766 )"
Workers,Occupation,"Service occupations",55691,"(+/- 3452 )",74922,"(+/- 5707 )",72524,"(+/- 5265 )",51820,"(+/- 3545 )",65271,"(+/- 3742 )",55947,"(+/- 3774 )",57781,"(+/- 4407 )",62708,"(+/- 3999 )",60192,"(+/- 3807 )",58216,"(+/- 3629 )",57282,"(+/- 3424 )",52486,"(+/- 2796 )",57624,"(+/- 3271 )",54956,"(+/- 3008 )",59414,"(+/- 3099 )",64985,"(+/- 3074 )",54956,"(+/- 3990 )",66380,"(+/- 4000 )"
Workers,Occupation,"Sales and office occupations",85882,"(+/- 4043 )",63085,"(+/- 4874 )",64775,"(+/- 5166 )",83188,"(+/- 3979 )",77832,"(+/- 3722 )",75768,"(+/- 3832 )",77010,"(+/- 3867 )",76629,"(+/- 3970 )",68474,"(+/- 3756 )",83088,"(+/- 4992 )",74796,"(+/- 4557 )",64525,"(+/- 2943 )",72259,"(+/- 3831 )",72383,"(+/- 3276 )",58887,"(+/- 2954 )",64662,"(+/- 3405 )",84184,"(+/- 3861 )",70601,"(+/- 3739 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",29937,"(+/- 2831 )",27033,"(+/- 3468 )",9871,"(+/- 1755 )",22464,"(+/- 1959 )",21002,"(+/- 2238 )",29405,"(+/- 3129 )",28836,"(+/- 2585 )",26799,"(+/- 2318 )",36594,"(+/- 2999 )",23356,"(+/- 2599 )",39382,"(+/- 2940 )",34594,"(+/- 2047 )",36830,"(+/- 2517 )",32455,"(+/- 2788 )",34303,"(+/- 2129 )",26960,"(+/- 2211 )",22448,"(+/- 2188 )",21483,"(+/- 2478 )"
Workers,Occupation,"Production, transportation, and material moving occupations",43442,"(+/- 3750 )",46885,"(+/- 4502 )",33686,"(+/- 3460 )",34235,"(+/- 2925 )",37538,"(+/- 3470 )",42721,"(+/- 3661 )",65395,"(+/- 4459 )",61673,"(+/- 3653 )",66419,"(+/- 3557 )",55999,"(+/- 3626 )",69537,"(+/- 4282 )",61909,"(+/- 3043 )",65374,"(+/- 3630 )",51601,"(+/- 2886 )",60836,"(+/- 2908 )",52422,"(+/- 2707 )",39316,"(+/- 3063 )",34479,"(+/- 3026 )"
Workers,Industry,"Civilian employed population 16 years and over",384101,"(+/- 6285 )",307071,"(+/- 9403 )",353039,"(+/- 10089 )",384946,"(+/- 5740 )",349004,"(+/- 7466 )",377749,"(+/- 6425 )",354127,"(+/- 6453 )",328201,"(+/- 6291 )",340566,"(+/- 6680 )",368622,"(+/- 6754 )",372936,"(+/- 6335 )",318737,"(+/- 5423 )",328757,"(+/- 5289 )",327146,"(+/- 5152 )",312341,"(+/- 5585 )",322173,"(+/- 4871 )",371093,"(+/- 6459 )",348336,"(+/- 6081 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1551,"(+/- 657 )",803,"(+/- 700 )",390,"(+/- 318 )",1704,"(+/- 812 )",647,"(+/- 432 )",9883,"(+/- 2026 )",1824,"(+/- 626 )",2198,"(+/- 710 )",5580,"(+/- 1120 )",2230,"(+/- 685 )",9651,"(+/- 1847 )",10119,"(+/- 1203 )",9505,"(+/- 1513 )",9204,"(+/- 1671 )",8621,"(+/- 1097 )",4272,"(+/- 967 )",2962,"(+/- 707 )",1527,"(+/- 550 )"
Workers,Industry,Construction,25703,"(+/- 2506 )",19981,"(+/- 2863 )",7376,"(+/- 1547 )",19235,"(+/- 1928 )",17161,"(+/- 2422 )",19927,"(+/- 2372 )",20731,"(+/- 2141 )",18020,"(+/- 2046 )",24101,"(+/- 2402 )",17243,"(+/- 1849 )",32174,"(+/- 2948 )",23344,"(+/- 2057 )",22804,"(+/- 1939 )",22597,"(+/- 2616 )",21608,"(+/- 1775 )",18782,"(+/- 1888 )",20240,"(+/- 2249 )",17562,"(+/- 2138 )"
Workers,Industry,Manufacturing,45669,"(+/- 3083 )",24990,"(+/- 3057 )",17646,"(+/- 2631 )",43998,"(+/- 3405 )",25018,"(+/- 2561 )",48999,"(+/- 3445 )",46904,"(+/- 3844 )",39771,"(+/- 2980 )",56499,"(+/- 3540 )",34897,"(+/- 2835 )",60442,"(+/- 4105 )",46497,"(+/- 2411 )",45922,"(+/- 2649 )",40203,"(+/- 3133 )",46896,"(+/- 2300 )",47909,"(+/- 2830 )",34280,"(+/- 2546 )",26847,"(+/- 2344 )"
Workers,Industry,"Wholesale trade",13090,"(+/- 1840 )",8546,"(+/- 2203 )",5115,"(+/- 1381 )",8998,"(+/- 1139 )",6425,"(+/- 1115 )",9952,"(+/- 1556 )",12096,"(+/- 1938 )",8210,"(+/- 1265 )",10027,"(+/- 1552 )",10427,"(+/- 1674 )",10606,"(+/- 1713 )",7481,"(+/- 931 )",10326,"(+/- 1748 )",9458,"(+/- 1486 )",6174,"(+/- 991 )",8731,"(+/- 1473 )",9680,"(+/- 1596 )",7497,"(+/- 1738 )"
Workers,Industry,"Retail trade",44900,"(+/- 4153 )",31863,"(+/- 4062 )",29830,"(+/- 4293 )",42929,"(+/- 3094 )",33294,"(+/- 3189 )",38986,"(+/- 3117 )",41990,"(+/- 3520 )",43616,"(+/- 3469 )",41113,"(+/- 2868 )",45405,"(+/- 4361 )",41676,"(+/- 3382 )",36803,"(+/- 2369 )",42679,"(+/- 2903 )",40395,"(+/- 3027 )",35206,"(+/- 2780 )",36069,"(+/- 2533 )",43211,"(+/- 3022 )",34787,"(+/- 2655 )"
Workers,Industry,"Transportation and warehousing, and utilities",15790,"(+/- 1974 )",23328,"(+/- 2809 )",18228,"(+/- 3058 )",13975,"(+/- 1953 )",22928,"(+/- 2651 )",13405,"(+/- 1772 )",26254,"(+/- 2874 )",22098,"(+/- 2198 )",21669,"(+/- 2282 )",25417,"(+/- 2619 )",19364,"(+/- 2024 )",17995,"(+/- 1695 )",21691,"(+/- 2020 )",20424,"(+/- 2369 )",18474,"(+/- 1695 )",15075,"(+/- 1540 )",19775,"(+/- 1835 )",16522,"(+/- 2231 )"
Workers,Industry,Information,7109,"(+/- 1295 )",6502,"(+/- 1427 )",7410,"(+/- 1456 )",7671,"(+/- 1247 )",5791,"(+/- 1246 )",6948,"(+/- 1416 )",5181,"(+/- 1120 )",5435,"(+/- 1068 )",4391,"(+/- 1059 )",4950,"(+/- 1140 )",5421,"(+/- 1074 )",3493,"(+/- 791 )",4394,"(+/- 972 )",5166,"(+/- 876 )",2862,"(+/- 545 )",4225,"(+/- 765 )",6923,"(+/- 1174 )",5948,"(+/- 1193 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",29079,"(+/- 2623 )",15475,"(+/- 2022 )",22834,"(+/- 2645 )",40180,"(+/- 2997 )",28475,"(+/- 2910 )",36302,"(+/- 2372 )",19410,"(+/- 2541 )",17928,"(+/- 2091 )",12437,"(+/- 1627 )",23529,"(+/- 2573 )",19664,"(+/- 2458 )",14411,"(+/- 1763 )",12129,"(+/- 1579 )",15485,"(+/- 1999 )",12678,"(+/- 1374 )",17074,"(+/- 1795 )",34324,"(+/- 2856 )",27623,"(+/- 2245 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",53679,"(+/- 3860 )",29229,"(+/- 3206 )",52606,"(+/- 4502 )",55648,"(+/- 3318 )",43960,"(+/- 3716 )",53658,"(+/- 2951 )",32207,"(+/- 3432 )",27741,"(+/- 2944 )",24901,"(+/- 2103 )",42493,"(+/- 3371 )",31391,"(+/- 2586 )",20516,"(+/- 1917 )",27767,"(+/- 2725 )",28927,"(+/- 2679 )",18937,"(+/- 1957 )",25446,"(+/- 2344 )",49811,"(+/- 3235 )",44635,"(+/- 3161 )"
Workers,Industry,"Educational services, and health care and social assistance",90932,"(+/- 4829 )",84097,"(+/- 5075 )",125122,"(+/- 6201 )",96095,"(+/- 4416 )",104786,"(+/- 4711 )",83677,"(+/- 4403 )",90720,"(+/- 4431 )",76577,"(+/- 3842 )",86531,"(+/- 4060 )",88245,"(+/- 4042 )",81908,"(+/- 3918 )",84737,"(+/- 3483 )",71830,"(+/- 3109 )",79476,"(+/- 3837 )",88391,"(+/- 4015 )",86315,"(+/- 3241 )",89700,"(+/- 3976 )",102144,"(+/- 4580 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",29571,"(+/- 2940 )",26356,"(+/- 3626 )",32987,"(+/- 3296 )",26761,"(+/- 3343 )",30878,"(+/- 3363 )",29978,"(+/- 2723 )",29848,"(+/- 3067 )",34401,"(+/- 3200 )",24295,"(+/- 2653 )",28793,"(+/- 2761 )",29634,"(+/- 2689 )",24838,"(+/- 2157 )",26550,"(+/- 2401 )",28301,"(+/- 2476 )",21395,"(+/- 1939 )",30185,"(+/- 2695 )",29260,"(+/- 2683 )",32862,"(+/- 2712 )"
Workers,Industry,"Other services, except public administration",15176,"(+/- 1718 )",19031,"(+/- 2700 )",13848,"(+/- 2155 )",15833,"(+/- 2151 )",17944,"(+/- 2042 )",17175,"(+/- 1939 )",17154,"(+/- 1993 )",14776,"(+/- 1935 )",16543,"(+/- 1865 )",19335,"(+/- 2877 )",19557,"(+/- 2045 )",14682,"(+/- 1666 )",15668,"(+/- 1720 )",16462,"(+/- 1924 )",16718,"(+/- 1504 )",16723,"(+/- 1676 )",17463,"(+/- 1789 )",17732,"(+/- 1911 )"
Workers,Industry,"Public administration",11852,"(+/- 1628 )",16870,"(+/- 2532 )",19647,"(+/- 2371 )",11919,"(+/- 1646 )",11697,"(+/- 1953 )",8859,"(+/- 1415 )",9808,"(+/- 1648 )",17430,"(+/- 2090 )",12479,"(+/- 1511 )",25658,"(+/- 2582 )",11448,"(+/- 1817 )",13821,"(+/- 1482 )",17492,"(+/- 1678 )",11048,"(+/- 1590 )",14381,"(+/- 1334 )",11367,"(+/- 1338 )",13464,"(+/- 2286 )",12650,"(+/- 1565 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",384101,"(+/- 6285 )",307071,"(+/- 9403 )",353039,"(+/- 10089 )",384946,"(+/- 5740 )",349004,"(+/- 7466 )",377749,"(+/- 6425 )",354127,"(+/- 6453 )",328201,"(+/- 6291 )",340566,"(+/- 6680 )",368622,"(+/- 6754 )",372936,"(+/- 6335 )",318737,"(+/- 5423 )",328757,"(+/- 5289 )",327146,"(+/- 5152 )",312341,"(+/- 5585 )",322173,"(+/- 4871 )",371093,"(+/- 6459 )",348336,"(+/- 6081 )"
Workers,"Class of Worker","Private wage and salary workers",329940,"(+/- 6834 )",259893,"(+/- 10260 )",295307,"(+/- 9621 )",334711,"(+/- 6254 )",299475,"(+/- 7664 )",326291,"(+/- 6417 )",307349,"(+/- 5981 )",275729,"(+/- 6152 )",284765,"(+/- 6198 )",300451,"(+/- 6702 )",315079,"(+/- 6684 )",261627,"(+/- 5800 )",270228,"(+/- 5156 )",280641,"(+/- 5899 )",251960,"(+/- 4983 )",269188,"(+/- 5028 )",321699,"(+/- 6897 )",301813,"(+/- 6250 )"
Workers,"Class of Worker","Government workers",33217,"(+/- 2905 )",32358,"(+/- 3371 )",43111,"(+/- 3760 )",31200,"(+/- 2905 )",31398,"(+/- 2953 )",31041,"(+/- 2851 )",28172,"(+/- 2535 )",36623,"(+/- 3026 )",35885,"(+/- 2919 )",50364,"(+/- 3451 )",30095,"(+/- 2985 )",37388,"(+/- 2275 )",36932,"(+/- 2678 )",30720,"(+/- 2268 )",42185,"(+/- 2522 )",32634,"(+/- 2414 )",32464,"(+/- 2913 )",32814,"(+/- 2645 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",20306,"(+/- 2044 )",14566,"(+/- 2670 )",14157,"(+/- 2267 )",18622,"(+/- 2048 )",17124,"(+/- 2135 )",19681,"(+/- 2071 )",18095,"(+/- 2670 )",15338,"(+/- 1619 )",19219,"(+/- 2075 )",17346,"(+/- 2123 )",27077,"(+/- 3135 )",17902,"(+/- 1430 )",20821,"(+/- 2018 )",15117,"(+/- 1948 )",17709,"(+/- 1561 )",19736,"(+/- 2213 )",16151,"(+/- 1802 )",13040,"(+/- 1611 )"
Workers,"Class of Worker","Unpaid family workers",638,"(+/- 369 )",254,"(+/- 215 )",464,"(+/- 369 )",413,"(+/- 222 )",1007,"(+/- 533 )",736,"(+/- 333 )",511,"(+/- 365 )",511,"(+/- 234 )",697,"(+/- 319 )",461,"(+/- 330 )",685,"(+/- 315 )",1820,"(+/- 1044 )",776,"(+/- 299 )",668,"(+/- 415 )",487,"(+/- 164 )",615,"(+/- 275 )",779,"(+/- 398 )",669,"(+/- 353 )"
Housing,"Housing Occupancy","Total housing units",284309,"(+/- 1869 )",281169,"(+/- 5152 )",356890,"(+/- 4994 )",298536,"(+/- 2195 )",288899,"(+/- 2568 )",284624,"(+/- 2197 )",295135,"(+/- 1860 )",353958,"(+/- 2406 )",319959,"(+/- 2922 )",314051,"(+/- 3222 )",295042,"(+/- 2458 )",334117,"(+/- 2229 )",324575,"(+/- 2660 )",326328,"(+/- 1650 )",345360,"(+/- 2639 )",320962,"(+/- 1845 )",335368,"(+/- 3764 )",353854,"(+/- 3838 )"
Housing,"Housing Occupancy","Occupied housing units",271426,"(+/- 2635 )",256540,"(+/- 5932 )",305996,"(+/- 5177 )",277740,"(+/- 3182 )",265508,"(+/- 3606 )",269735,"(+/- 2429 )",272827,"(+/- 3049 )",273634,"(+/- 4226 )",278703,"(+/- 3880 )",292987,"(+/- 3665 )",279475,"(+/- 3278 )",273471,"(+/- 3550 )",278224,"(+/- 3800 )",288288,"(+/- 3745 )",278784,"(+/- 3352 )",284137,"(+/- 3296 )",308678,"(+/- 3985 )",314778,"(+/- 3902 )"
Housing,"Housing Occupancy","Vacant housing units",12883,"(+/- 2042 )",24629,"(+/- 3151 )",50894,"(+/- 4050 )",20796,"(+/- 2374 )",23391,"(+/- 2546 )",14889,"(+/- 2193 )",22308,"(+/- 2726 )",80324,"(+/- 4055 )",41256,"(+/- 3167 )",21064,"(+/- 2551 )",15567,"(+/- 2841 )",60646,"(+/- 2887 )",46351,"(+/- 2919 )",38040,"(+/- 3178 )",66576,"(+/- 2558 )",36825,"(+/- 2847 )",26690,"(+/- 2556 )",39076,"(+/- 3260 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.5 )",1.3,"(+/- 0.6 )",1.8,"(+/- 0.7 )",2.0,"(+/- 0.6 )",1.3,"(+/- 0.5 )",1.3,"(+/- 0.6 )",0.7,"(+/- 0.4 )",1.5,"(+/- 0.5 )",1.4,"(+/- 0.4 )",1.3,"(+/- 0.5 )",1.3,"(+/- 0.5 )",1.8,"(+/- 0.5 )",1.5,"(+/- 0.4 )",1.8,"(+/- 0.6 )",2.0,"(+/- 0.5 )",1.6,"(+/- 0.5 )",1.0,"(+/- 0.5 )",1.3,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.8,"(+/- 1.1 )",3.8,"(+/- 1.1 )",5.8,"(+/- 1.0 )",9.0,"(+/- 1.7 )",5.3,"(+/- 1.7 )",6.2,"(+/- 1.4 )",4.6,"(+/- 1.2 )",5.5,"(+/- 1.4 )",6.4,"(+/- 1.8 )",3.0,"(+/- 1.0 )",3.2,"(+/- 1.4 )",5.5,"(+/- 1.4 )",4.9,"(+/- 1.4 )",5.5,"(+/- 1.4 )",7.5,"(+/- 1.8 )",5.2,"(+/- 1.3 )",6.3,"(+/- 1.6 )",4.6,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",271426,"(+/- 2635 )",256540,"(+/- 5932 )",305996,"(+/- 5177 )",277740,"(+/- 3182 )",265508,"(+/- 3606 )",269735,"(+/- 2429 )",272827,"(+/- 3049 )",273634,"(+/- 4226 )",278703,"(+/- 3880 )",292987,"(+/- 3665 )",279475,"(+/- 3278 )",273471,"(+/- 3550 )",278224,"(+/- 3800 )",288288,"(+/- 3745 )",278784,"(+/- 3352 )",284137,"(+/- 3296 )",308678,"(+/- 3985 )",314778,"(+/- 3902 )"
Housing,"Housing Tenure",Owner-occupied,204086,"(+/- 3814 )",145755,"(+/- 5196 )",148651,"(+/- 4322 )",196453,"(+/- 3874 )",171920,"(+/- 4551 )",191439,"(+/- 3388 )",185737,"(+/- 3964 )",191914,"(+/- 4665 )",211198,"(+/- 3836 )",195485,"(+/- 3908 )",198270,"(+/- 3569 )",194487,"(+/- 3749 )",205643,"(+/- 3743 )",217644,"(+/- 3729 )",211205,"(+/- 3763 )",197497,"(+/- 3758 )",226475,"(+/- 3912 )",184786,"(+/- 3439 )"
Housing,"Housing Tenure",Renter-occupied,67340,"(+/- 3549 )",110785,"(+/- 5030 )",157345,"(+/- 5330 )",81287,"(+/- 2967 )",93588,"(+/- 3753 )",78296,"(+/- 3222 )",87090,"(+/- 4187 )",81720,"(+/- 3634 )",67505,"(+/- 3482 )",97502,"(+/- 3853 )",81205,"(+/- 3922 )",78984,"(+/- 3048 )",72581,"(+/- 3624 )",70644,"(+/- 3191 )",67579,"(+/- 2529 )",86640,"(+/- 3198 )",82203,"(+/- 3798 )",129992,"(+/- 3926 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.72,"(+/- 0.03 )",2.87,"(+/- 0.08 )",2.49,"(+/- 0.07 )",2.75,"(+/- 0.04 )",2.79,"(+/- 0.06 )",2.75,"(+/- 0.03 )",2.67,"(+/- 0.05 )",2.53,"(+/- 0.05 )",2.50,"(+/- 0.04 )",2.49,"(+/- 0.04 )",2.72,"(+/- 0.04 )",2.50,"(+/- 0.04 )",2.47,"(+/- 0.03 )",2.40,"(+/- 0.03 )",2.43,"(+/- 0.03 )",2.44,"(+/- 0.03 )",2.43,"(+/- 0.04 )",2.28,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.19,"(+/- 0.08 )",2.67,"(+/- 0.10 )",2.10,"(+/- 0.06 )",2.07,"(+/- 0.08 )",2.28,"(+/- 0.08 )",2.40,"(+/- 0.08 )",2.44,"(+/- 0.08 )",2.31,"(+/- 0.08 )",2.16,"(+/- 0.07 )",2.28,"(+/- 0.06 )",2.28,"(+/- 0.08 )",2.22,"(+/- 0.07 )",2.19,"(+/- 0.07 )",1.98,"(+/- 0.06 )",1.98,"(+/- 0.06 )",2.01,"(+/- 0.06 )",1.91,"(+/- 0.07 )",1.82,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",271426,"(+/- 2635 )",256540,"(+/- 5932 )",305996,"(+/- 5177 )",277740,"(+/- 3182 )",265508,"(+/- 3606 )",269735,"(+/- 2429 )",272827,"(+/- 3049 )",273634,"(+/- 4226 )",278703,"(+/- 3880 )",292987,"(+/- 3665 )",279475,"(+/- 3278 )",273471,"(+/- 3550 )",278224,"(+/- 3800 )",288288,"(+/- 3745 )",278784,"(+/- 3352 )",284137,"(+/- 3296 )",308678,"(+/- 3985 )",314778,"(+/- 3902 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",34475,"(+/- 3103 )",41453,"(+/- 3554 )",71812,"(+/- 4109 )",42732,"(+/- 2629 )",42421,"(+/- 3084 )",48367,"(+/- 3071 )",41710,"(+/- 2861 )",39021,"(+/- 2650 )",38306,"(+/- 3149 )",54627,"(+/- 3298 )",40440,"(+/- 3670 )",39231,"(+/- 2347 )",33475,"(+/- 2558 )",35283,"(+/- 2527 )",32701,"(+/- 2110 )",50083,"(+/- 2652 )",47420,"(+/- 2901 )",62754,"(+/- 3458 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",37181,"(+/- 2571 )",40695,"(+/- 3850 )",50293,"(+/- 3650 )",37631,"(+/- 2785 )",39288,"(+/- 2930 )",36576,"(+/- 2803 )",39487,"(+/- 3045 )",34530,"(+/- 2594 )",31137,"(+/- 2030 )",44550,"(+/- 3299 )",39807,"(+/- 2628 )",32360,"(+/- 2189 )",36109,"(+/- 2852 )",33378,"(+/- 2860 )",29073,"(+/- 2252 )",37057,"(+/- 2251 )",39060,"(+/- 2449 )",47064,"(+/- 3223 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",42746,"(+/- 3281 )",41827,"(+/- 3647 )",52855,"(+/- 3485 )",46514,"(+/- 3156 )",43336,"(+/- 2666 )",44997,"(+/- 2509 )",43781,"(+/- 3090 )",42909,"(+/- 3198 )",44411,"(+/- 2870 )",49761,"(+/- 3381 )",47832,"(+/- 3318 )",44378,"(+/- 2353 )",45581,"(+/- 2878 )",47025,"(+/- 2561 )",42459,"(+/- 2539 )",43034,"(+/- 2736 )",52804,"(+/- 3107 )",50846,"(+/- 3105 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",67216,"(+/- 3391 )",60151,"(+/- 3950 )",52396,"(+/- 3983 )",68024,"(+/- 3747 )",60838,"(+/- 3843 )",60127,"(+/- 2991 )",64101,"(+/- 3053 )",62032,"(+/- 3125 )",65032,"(+/- 3541 )",64462,"(+/- 3884 )",67466,"(+/- 3850 )",60461,"(+/- 2662 )",62004,"(+/- 2838 )",62117,"(+/- 2820 )",61598,"(+/- 2743 )",62376,"(+/- 2709 )",67301,"(+/- 3409 )",56518,"(+/- 3411 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",44236,"(+/- 3164 )",32874,"(+/- 2923 )",26663,"(+/- 2899 )",39640,"(+/- 2655 )",35764,"(+/- 2500 )",40432,"(+/- 2623 )",35786,"(+/- 2367 )",36218,"(+/- 2656 )",39595,"(+/- 2227 )",34707,"(+/- 3090 )",40820,"(+/- 2545 )",42035,"(+/- 2175 )",40514,"(+/- 2164 )",39510,"(+/- 2265 )",43079,"(+/- 2193 )",36242,"(+/- 2179 )",39972,"(+/- 2492 )",37792,"(+/- 2528 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",45572,"(+/- 2339 )",39540,"(+/- 2769 )",51977,"(+/- 3255 )",43199,"(+/- 2163 )",43861,"(+/- 2115 )",39236,"(+/- 1915 )",47962,"(+/- 2423 )",58924,"(+/- 2980 )",60222,"(+/- 2728 )",44880,"(+/- 3178 )",43110,"(+/- 2838 )",55006,"(+/- 2273 )",60541,"(+/- 2514 )",70975,"(+/- 3194 )",69874,"(+/- 2459 )",55345,"(+/- 2544 )",62121,"(+/- 3008 )",59804,"(+/- 2917 )"
Housing,Value,"Owner-occupied units",204086,"(+/- 3814 )",145755,"(+/- 5196 )",148651,"(+/- 4322 )",196453,"(+/- 3874 )",171920,"(+/- 4551 )",191439,"(+/- 3388 )",185737,"(+/- 3964 )",191914,"(+/- 4665 )",211198,"(+/- 3836 )",195485,"(+/- 3908 )",198270,"(+/- 3569 )",194487,"(+/- 3749 )",205643,"(+/- 3743 )",217644,"(+/- 3729 )",211205,"(+/- 3763 )",197497,"(+/- 3758 )",226475,"(+/- 3912 )",184786,"(+/- 3439 )"
