Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",35898,"(+/- 3703 )",32141,"(+/- 3766 )",44247,"(+/- 3217 )",57023,"(+/- 4677 )",26110,"(+/- 3435 )",33606,"(+/- 4013 )",47910,"(+/- 3491 )",36223,"(+/- 3837 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",169902,"(+/- 3365 )",171739,"(+/- 2215 )",162484,"(+/- 2386 )",189473,"(+/- 3244 )",163594,"(+/- 3910 )",158120,"(+/- 2336 )",159239,"(+/- 2159 )",175671,"(+/- 1580 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4111,"(+/- 1087 )",3654,"(+/- 997 )",11356,"(+/- 1878 )",5230,"(+/- 1493 )",2442,"(+/- 928 )",6848,"(+/- 1649 )",12009,"(+/- 1764 )",5447,"(+/- 1356 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.1,"(+/- 0.9 )",5.0,"(+/- 0.9 )",6.0,"(+/- 0.7 )",17.8,"(+/- 1.7 )",4.1,"(+/- 0.7 )",5.7,"(+/- 0.7 )",6.4,"(+/- 0.6 )",6.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.5,"(+/- 1.7 )",9.1,"(+/- 1.8 )",10.4,"(+/- 1.5 )",27.2,"(+/- 3.1 )",7.4,"(+/- 1.5 )",9.5,"(+/- 1.5 )",10.9,"(+/- 1.1 )",9.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.4,"(+/- 5.1 )",10.0,"(+/- 4.9 )",10.0,"(+/- 3.2 )",24.4,"(+/- 5.9 )",9.6,"(+/- 4.1 )",9.5,"(+/- 3.9 )",12.4,"(+/- 2.7 )",7.9,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.5,"(+/- 0.6 )",2.2,"(+/- 0.6 )",3.2,"(+/- 0.5 )",8.5,"(+/- 1.7 )",2.0,"(+/- 0.6 )",3.5,"(+/- 0.7 )",3.5,"(+/- 0.5 )",3.1,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.4,"(+/- 0.9 )",3.4,"(+/- 1.3 )",4.6,"(+/- 1.2 )",12.3,"(+/- 3.2 )",2.8,"(+/- 1.2 )",5.1,"(+/- 1.6 )",4.7,"(+/- 1.0 )",2.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.9,"(+/- 1.9 )",2.4,"(+/- 1.9 )",2.2,"(+/- 1.5 )",10.0,"(+/- 8.6 )",2.0,"(+/- 2.0 )",3.3,"(+/- 2.9 )",4.8,"(+/- 2.2 )",2.2,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",20.5,"(+/- 3.7 )",19.6,"(+/- 5.1 )",22.8,"(+/- 4.0 )",32.9,"(+/- 3.5 )",18.5,"(+/- 4.4 )",18.5,"(+/- 3.6 )",23.4,"(+/- 3.1 )",23.8,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.0,"(+/- 5.7 )",26.9,"(+/- 7.1 )",32.2,"(+/- 5.9 )",41.5,"(+/- 4.6 )",27.7,"(+/- 6.2 )",22.5,"(+/- 4.3 )",29.6,"(+/- 3.7 )",32.6,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.9,"(+/- 17.8 )",43.0,"(+/- 18.3 )",38.6,"(+/- 13.0 )",38.6,"(+/- 10.1 )",43.8,"(+/- 15.0 )",34.1,"(+/- 12.9 )",34.8,"(+/- 9.6 )",36.6,"(+/- 15.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.3,"(+/- 0.9 )",10.7,"(+/- 0.9 )",12.1,"(+/- 0.7 )",22.9,"(+/- 1.6 )",6.8,"(+/- 0.7 )",9.0,"(+/- 0.8 )",9.6,"(+/- 0.6 )",8.3,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.9,"(+/- 2.3 )",9.8,"(+/- 1.8 )",12.0,"(+/- 1.6 )",33.1,"(+/- 3.6 )",7.7,"(+/- 1.7 )",11.4,"(+/- 1.9 )",12.0,"(+/- 1.4 )",10.7,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.3,"(+/- 2.2 )",9.5,"(+/- 1.8 )",11.5,"(+/- 1.6 )",32.7,"(+/- 3.6 )",7.6,"(+/- 1.7 )",11.0,"(+/- 1.9 )",11.3,"(+/- 1.4 )",10.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.9,"(+/- 3.8 )",10.4,"(+/- 3.2 )",14.2,"(+/- 2.7 )",36.6,"(+/- 4.6 )",9.7,"(+/- 2.8 )",14.0,"(+/- 3.5 )",12.9,"(+/- 2.0 )",10.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.5,"(+/- 2.3 )",9.2,"(+/- 1.9 )",10.5,"(+/- 1.6 )",31.2,"(+/- 3.9 )",6.8,"(+/- 1.8 )",10.0,"(+/- 1.9 )",10.8,"(+/- 1.6 )",10.4,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.3,"(+/- 0.7 )",10.9,"(+/- 0.9 )",12.1,"(+/- 0.7 )",19.4,"(+/- 1.1 )",6.5,"(+/- 0.6 )",8.4,"(+/- 0.8 )",9.0,"(+/- 0.5 )",7.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.4,"(+/- 1.4 )",6.0,"(+/- 1.1 )",8.3,"(+/- 1.2 )",14.9,"(+/- 2.3 )",5.8,"(+/- 1.1 )",7.4,"(+/- 0.9 )",7.9,"(+/- 0.8 )",7.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.8,"(+/- 1.0 )",5.5,"(+/- 0.9 )",6.6,"(+/- 0.8 )",20.6,"(+/- 2.0 )",4.1,"(+/- 0.8 )",6.2,"(+/- 0.9 )",6.7,"(+/- 0.7 )",6.3,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.1,"(+/- 1.8 )",25.0,"(+/- 1.9 )",28.7,"(+/- 1.6 )",29.8,"(+/- 1.7 )",17.5,"(+/- 1.5 )",19.1,"(+/- 1.8 )",21.1,"(+/- 1.3 )",16.7,"(+/- 1.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",171928,"(+/- 4909 )",200588,"(+/- 3534 )",183981,"(+/- 3930 )",195099,"(+/- 3563 )",170164,"(+/- 4858 )",157850,"(+/- 3689 )",145023,"(+/- 2745 )",166625,"(+/- 3345 )"
Education,"School Enrollment","Nursery school, preschool",9148,"(+/- 1286 )",11946,"(+/- 1589 )",9206,"(+/- 1155 )",7784,"(+/- 1398 )",10976,"(+/- 1386 )",9439,"(+/- 1454 )",9326,"(+/- 1071 )",10284,"(+/- 1341 )"
Education,"School Enrollment",Kindergarten,8746,"(+/- 1318 )",8796,"(+/- 1315 )",7558,"(+/- 938 )",13909,"(+/- 1812 )",9080,"(+/- 1059 )",8511,"(+/- 954 )",6794,"(+/- 827 )",9385,"(+/- 1345 )"
Education,"School Enrollment","Elementary school (grades 1-8)",73532,"(+/- 2859 )",70876,"(+/- 2183 )",67292,"(+/- 1941 )",82437,"(+/- 2926 )",67882,"(+/- 2544 )",66656,"(+/- 1912 )",69581,"(+/- 1882 )",75525,"(+/- 2104 )"
Education,"School Enrollment","High school (grades 9-12)",42764,"(+/- 2539 )",34991,"(+/- 1491 )",34795,"(+/- 1780 )",38212,"(+/- 2079 )",38024,"(+/- 2212 )",34998,"(+/- 1574 )",34631,"(+/- 1753 )",37139,"(+/- 1464 )"
Education,"School Enrollment","College or graduate school",37738,"(+/- 3683 )",73979,"(+/- 3119 )",65130,"(+/- 3145 )",52757,"(+/- 3153 )",44202,"(+/- 3093 )",38246,"(+/- 2904 )",24691,"(+/- 1590 )",34292,"(+/- 2591 )"
Education,"Educational Attainment","Population 25 years and over",498859,"(+/- 4372 )",517064,"(+/- 2097 )",483062,"(+/- 2368 )",454996,"(+/- 3640 )",517004,"(+/- 4820 )",503751,"(+/- 2556 )",507276,"(+/- 2514 )",510010,"(+/- 1880 )"
Education,"Educational Attainment","Less than 9th grade",13316,"(+/- 1926 )",10906,"(+/- 1545 )",13237,"(+/- 1335 )",22962,"(+/- 2503 )",8833,"(+/- 1392 )",12119,"(+/- 1768 )",12713,"(+/- 1370 )",13935,"(+/- 1876 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",26681,"(+/- 2697 )",22314,"(+/- 2464 )",22472,"(+/- 1826 )",40446,"(+/- 3155 )",18309,"(+/- 1761 )",26099,"(+/- 1997 )",27870,"(+/- 2125 )",23007,"(+/- 2180 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",152862,"(+/- 5858 )",118413,"(+/- 4731 )",160324,"(+/- 4419 )",131620,"(+/- 6322 )",138967,"(+/- 4362 )",168999,"(+/- 4783 )",174819,"(+/- 3140 )",176471,"(+/- 4903 )"
Education,"Educational Attainment","Some college, no degree",111856,"(+/- 4335 )",95310,"(+/- 4537 )",100238,"(+/- 3768 )",95577,"(+/- 4670 )",98863,"(+/- 4303 )",108908,"(+/- 4561 )",106053,"(+/- 3463 )",100845,"(+/- 4173 )"
Education,"Educational Attainment","Associate's degree",51912,"(+/- 3364 )",52865,"(+/- 2954 )",61658,"(+/- 3022 )",34531,"(+/- 3073 )",51673,"(+/- 3105 )",58944,"(+/- 2933 )",66047,"(+/- 2674 )",60972,"(+/- 3118 )"
Education,"Educational Attainment","Bachelor's degree",93505,"(+/- 4006 )",130321,"(+/- 4974 )",83511,"(+/- 3685 )",77735,"(+/- 3803 )",130707,"(+/- 4505 )",86671,"(+/- 3651 )",79650,"(+/- 2675 )",93433,"(+/- 3909 )"
Education,"Educational Attainment","Graduate or professional degree",48727,"(+/- 2642 )",86935,"(+/- 4270 )",41622,"(+/- 2283 )",52125,"(+/- 2699 )",69652,"(+/- 3029 )",42011,"(+/- 2496 )",40124,"(+/- 2488 )",41347,"(+/- 2922 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.0,"(+/- 0.7 )",93.6,"(+/- 0.5 )",92.6,"(+/- 0.5 )",86.1,"(+/- 0.8 )",94.8,"(+/- 0.4 )",92.4,"(+/- 0.5 )",92.0,"(+/- 0.5 )",92.8,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",28.5,"(+/- 0.9 )",42.0,"(+/- 1.1 )",25.9,"(+/- 0.9 )",28.5,"(+/- 1.0 )",38.8,"(+/- 1.0 )",25.5,"(+/- 0.8 )",23.6,"(+/- 0.6 )",26.4,"(+/- 0.9 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",254710,G,371309,G,279626,G,319231,G,403543,G,309379,G,255387,G,328089,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",128,J,1048,H,386,H,0,N,69,G,398,G,721,G,639,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",74,G,298,H,1150,G,0,N,1009,J,S,S,743,H,340,H
Business,"Paid employees for pay period including March 12",Utilities,S,S,2021,G,1815,G,S,S,S,S,1604,G,1370,J,1687,J
Business,"Paid employees for pay period including March 12",Construction,11293,G,17861,G,11669,G,6245,G,19270,G,12176,G,11756,G,17125,G
Business,"Paid employees for pay period including March 12",Manufacturing,49706,G,43250,G,52868,G,32025,G,67433,G,82352,G,60215,G,70114,G
Business,"Paid employees for pay period including March 12","Wholesale trade",13744,G,17232,G,11112,G,14432,G,25415,G,12427,G,9525,G,16081,G
Business,"Paid employees for pay period including March 12","Retail trade",42896,G,44802,G,38997,G,22405,G,48647,G,36686,G,36236,G,40169,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",12929,G,10116,G,16781,G,9118,G,13176,G,10613,G,14840,G,15718,G
Business,"Paid employees for pay period including March 12",Information,2875,H,19423,H,5695,G,7589,G,9973,G,3731,G,3174,G,4860,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5982,G,27072,G,14491,G,30010,H,19713,G,11934,G,11141,H,17337,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2437,G,5400,G,2907,G,4178,G,5165,G,2799,G,1731,G,2685,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7645,G,25105,G,7263,G,17979,G,19185,G,10668,G,5997,G,10428,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6857,H,8433,G,6813,H,16721,H,18052,G,10978,G,3756,H,9168,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14062,G,19223,G,12122,G,23734,G,23619,G,12534,G,8692,G,18948,G
Business,"Paid employees for pay period including March 12","Educational services",4246,H,4965,G,3269,G,16254,H,13862,G,6021,H,1928,G,5197,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",35069,G,62220,G,47589,H,65611,H,61263,G,43393,G,44199,G,46005,H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4226,G,5484,G,4961,H,9428,G,6532,G,6001,G,3390,G,7512,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28025,G,40057,G,28489,G,29449,G,32117,G,28549,G,25787,G,31401,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11390,G,17292,G,11225,G,12520,G,17453,G,12952,G,10177,G,12656,G
Business,"Paid employees for pay period including March 12","Industries not classified",19,J,7,J,24,J,12,G,10,G,4,J,9,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors",10926085,G,19015433,G,11939584,G,17405317,G,20579927,G,14246916,G,10282386,G,14814750,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3748,H,62056,J,13315,G,0,N,2007,G,18837,H,27422,G,27341,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4313,G,23666,H,109942,G,0,N,88316,J,S,S,44440,H,17539,J
Business,"Annual payroll ($1,000)",Utilities,S,S,221016,G,150330,G,S,S,S,S,183034,G,118371,H,187390,J
Business,"Annual payroll ($1,000)",Construction,733593,G,1205095,G,1308597,H,436423,G,1334019,G,783453,G,737531,G,1147892,G
Business,"Annual payroll ($1,000)",Manufacturing,2910822,G,2453117,G,2536278,G,1918389,G,4153532,G,4627743,G,2886331,G,3775314,G
Business,"Annual payroll ($1,000)","Wholesale trade",875124,G,1006143,G,593028,G,1004286,H,1645089,G,662651,G,483444,G,965477,G
Business,"Annual payroll ($1,000)","Retail trade",1162924,G,1292615,G,942869,G,574452,G,1308785,G,930637,G,947508,G,1019810,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",549124,G,422405,G,749210,G,366070,G,579849,G,456880,G,587285,G,767061,H
Business,"Annual payroll ($1,000)",Information,111115,G,1770279,H,362904,H,568476,G,910075,H,163908,G,140687,G,235066,G
Business,"Annual payroll ($1,000)","Finance and insurance",384536,G,2117315,G,817034,G,3111669,H,1581384,G,767509,G,606585,G,1104506,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",90046,G,242261,G,92031,G,223194,G,244637,G,90320,G,56132,G,102601,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",394229,G,2034447,G,357844,G,1545783,G,1291506,G,636825,G,319856,G,653191,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",677362,H,749296,G,475404,H,1713623,H,1621454,H,1181357,G,235830,G,750619,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",501826,G,610190,G,363298,G,940278,G,803630,G,419629,G,262377,G,585121,G
Business,"Annual payroll ($1,000)","Educational services",94852,H,127533,G,75768,G,494938,H,918196,H,147176,H,40683,G,151458,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1551083,G,3291920,G,2246378,H,3002822,H,2834001,G,1938585,G,2103623,G,2199696,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",77550,G,122113,G,75139,G,452771,G,99997,G,107595,G,62165,G,304702,H
Business,"Annual payroll ($1,000)","Accommodation and food services",408477,G,698709,G,395866,G,485602,G,480285,G,411656,G,389140,G,485522,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",282626,G,565038,G,274031,G,407884,G,530413,G,310753,G,232806,G,334296,G
Business,"Annual payroll ($1,000)","Industries not classified",114,H,219,H,318,H,299,G,498,J,234,H,170,H,148,G
Business,"Total Establishments","Total for all sectors",15441,X,19546,X,17021,X,13604,X,21366,X,16870,X,19303,X,18431,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",27,X,51,X,90,X,0,X,24,X,58,X,243,X,75,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",9,X,17,X,29,X,0,X,18,X,26,X,41,X,20,X
Business,"Total Establishments",Utilities,22,X,24,X,61,X,19,X,32,X,37,X,96,X,55,X
Business,"Total Establishments",Construction,1661,X,1833,X,1640,X,594,X,2168,X,1696,X,2248,X,2021,X
Business,"Total Establishments",Manufacturing,1045,X,862,X,954,X,703,X,1469,X,1257,X,1278,X,1249,X
Business,"Total Establishments","Wholesale trade",757,X,956,X,717,X,553,X,1425,X,775,X,749,X,922,X
Business,"Total Establishments","Retail trade",2182,X,2437,X,2397,X,1644,X,2557,X,2301,X,2783,X,2576,X
Business,"Total Establishments","Transportation and warehousing",680,X,558,X,811,X,427,X,618,X,711,X,1047,X,772,X
Business,"Total Establishments",Information,197,X,565,X,352,X,235,X,374,X,264,X,315,X,273,X
Business,"Total Establishments","Finance and insurance",829,X,1262,X,1152,X,746,X,1533,X,1077,X,1041,X,1234,X
Business,"Total Establishments","Real estate and rental and leasing",505,X,898,X,592,X,583,X,741,X,499,X,553,X,538,X
Business,"Total Establishments","Professional, scientific, and technical services",1133,X,2260,X,1106,X,1355,X,2023,X,1143,X,1187,X,1267,X
Business,"Total Establishments","Management of companies and enterprises",83,X,153,X,118,X,159,X,203,X,121,X,71,X,153,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",881,X,1006,X,704,X,1023,X,1184,X,787,X,794,X,909,X
Business,"Total Establishments","Educational services",185,X,293,X,161,X,258,X,265,X,163,X,143,X,188,X
Business,"Total Establishments","Health care and social assistance",1775,X,1821,X,1874,X,2140,X,2679,X,1963,X,1918,X,1902,X
Business,"Total Establishments","Arts, entertainment, and recreation",290,X,447,X,331,X,214,X,375,X,362,X,408,X,384,X
Business,"Total Establishments","Accommodation and food services",1563,X,2033,X,1986,X,1486,X,1669,X,1728,X,2362,X,2022,X
Business,"Total Establishments","Other services (except public administration)",1607,X,2055,X,1914,X,1454,X,1998,X,1892,X,2015,X,1859,X
Business,"Total Establishments","Industries not classified",10,X,15,X,32,X,8,X,11,X,10,X,11,X,12,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
