Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","Median (dollars)",900,"(+/- 26 )",1072,"(+/- 27 )",1201,"(+/- 31 )",1290,"(+/- 70 )",1734,"(+/- 36 )",1392,"(+/- 51 )",1656,"(+/- 36 )",1510,"(+/- 49 )",966,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",4686,"(+/- 1117 )",3339,"(+/- 1200 )",2752,"(+/- 775 )",2921,"(+/- 907 )",4463,"(+/- 1255 )",3887,"(+/- 879 )",5492,"(+/- 970 )",4303,"(+/- 974 )",4053,"(+/- 1118 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",288420,"(+/- 3318 )",280279,"(+/- 5069 )",279358,"(+/- 4718 )",279926,"(+/- 5118 )",300644,"(+/- 4826 )",294705,"(+/- 3847 )",308906,"(+/- 4821 )",301338,"(+/- 5581 )",290718,"(+/- 5418 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",21736,"(+/- 2201 )",14629,"(+/- 2419 )",12883,"(+/- 1693 )",10762,"(+/- 1935 )",12950,"(+/- 2332 )",13505,"(+/- 2087 )",28277,"(+/- 2781 )",13225,"(+/- 1708 )",13374,"(+/- 2187 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",14756,"(+/- 1701 )",12120,"(+/- 2068 )",11574,"(+/- 1706 )",8580,"(+/- 1674 )",10177,"(+/- 1906 )",11380,"(+/- 2222 )",19541,"(+/- 2868 )",12087,"(+/- 1963 )",13063,"(+/- 1746 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",30053,"(+/- 2604 )",25795,"(+/- 2650 )",21321,"(+/- 2647 )",16022,"(+/- 2242 )",14144,"(+/- 2107 )",18582,"(+/- 2343 )",25217,"(+/- 2621 )",18578,"(+/- 2083 )",22529,"(+/- 2450 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",26779,"(+/- 2511 )",19943,"(+/- 2162 )",20255,"(+/- 2478 )",15123,"(+/- 2119 )",16444,"(+/- 2224 )",17591,"(+/- 2255 )",18830,"(+/- 2466 )",15900,"(+/- 1880 )",24235,"(+/- 2666 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",34581,"(+/- 3035 )",30470,"(+/- 2905 )",25314,"(+/- 2376 )",20010,"(+/- 2404 )",24342,"(+/- 2795 )",26394,"(+/- 2765 )",27616,"(+/- 2641 )",26053,"(+/- 2419 )",30204,"(+/- 2922 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",46945,"(+/- 3261 )",44977,"(+/- 3034 )",44752,"(+/- 3530 )",37330,"(+/- 3189 )",37820,"(+/- 2771 )",39745,"(+/- 3691 )",41981,"(+/- 3469 )",41038,"(+/- 3316 )",49830,"(+/- 3040 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",34780,"(+/- 2433 )",35240,"(+/- 3121 )",33636,"(+/- 2522 )",33249,"(+/- 3190 )",33435,"(+/- 3097 )",33724,"(+/- 2882 )",36891,"(+/- 3633 )",35036,"(+/- 3221 )",34933,"(+/- 3133 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",44327,"(+/- 3067 )",45881,"(+/- 3689 )",51683,"(+/- 3221 )",50049,"(+/- 2980 )",54637,"(+/- 2903 )",52631,"(+/- 3698 )",50841,"(+/- 3562 )",56989,"(+/- 3943 )",52069,"(+/- 3245 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",19252,"(+/- 1908 )",25450,"(+/- 2164 )",25795,"(+/- 2361 )",33521,"(+/- 2709 )",33107,"(+/- 2568 )",34567,"(+/- 2842 )",26864,"(+/- 2722 )",33412,"(+/- 2783 )",25635,"(+/- 2411 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",15211,"(+/- 1574 )",25774,"(+/- 1870 )",32145,"(+/- 2582 )",55280,"(+/- 2997 )",63588,"(+/- 3423 )",46586,"(+/- 2712 )",32848,"(+/- 2653 )",49020,"(+/- 3404 )",24846,"(+/- 2395 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",57381,"(+/- 2705 )",70311,"(+/- 2185 )",77480,"(+/- 3386 )",98914,"(+/- 3230 )",100393,"(+/- 2261 )",88537,"(+/- 2940 )",70019,"(+/- 3078 )",91643,"(+/- 2404 )",70895,"(+/- 1797 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",77310,"(+/- 1913 )",94198,"(+/- 2441 )",103772,"(+/- 2691 )",144414,"(+/- 4332 )",138280,"(+/- 4027 )",121301,"(+/- 3570 )",97982,"(+/- 3348 )",122065,"(+/- 3376 )",94597,"(+/- 2451 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",728764,"(+/- 6625 )",737147,"(+/- 9113 )",759778,"(+/- 10627 )",758489,"(+/- 7890 )",769419,"(+/- 8671 )",772844,"(+/- 4981 )",815764,"(+/- 8511 )",754087,"(+/- 11737 )",734504,"(+/- 9610 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",708436,"(+/- 7473 )",721948,"(+/- 9272 )",730247,"(+/- 11306 )",744995,"(+/- 8161 )",752509,"(+/- 8982 )",756385,"(+/- 5745 )",780091,"(+/- 9365 )",735409,"(+/- 12281 )",711869,"(+/- 10019 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",481832,"(+/- 9550 )",557996,"(+/- 11932 )",520470,"(+/- 14897 )",628269,"(+/- 10070 )",618114,"(+/- 12834 )",600041,"(+/- 10098 )",529131,"(+/- 13705 )",588253,"(+/- 14754 )",528500,"(+/- 10149 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",340591,"(+/- 9705 )",265766,"(+/- 9121 )",289078,"(+/- 10726 )",220713,"(+/- 9767 )",229049,"(+/- 9580 )",273990,"(+/- 9010 )",313388,"(+/- 11853 )",243849,"(+/- 10224 )",322381,"(+/- 9368 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",20328,"(+/- 3268 )",15199,"(+/- 2188 )",29531,"(+/- 4275 )",13494,"(+/- 2505 )",16910,"(+/- 2887 )",16459,"(+/- 2889 )",35673,"(+/- 4086 )",18678,"(+/- 3331 )",22635,"(+/- 2969 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",161707,"(+/- 3466 )",155566,"(+/- 4776 )",185671,"(+/- 7123 )",182188,"(+/- 5713 )",158534,"(+/- 5696 )",170158,"(+/- 4920 )",151816,"(+/- 5737 )",154613,"(+/- 6112 )",150417,"(+/- 5067 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2602,"(+/- 1409 )",1911,"(+/- 885 )",3126,"(+/- 1363 )",1372,"(+/- 771 )",2114,"(+/- 843 )",1328,"(+/- 563 )",1843,"(+/- 720 )",2057,"(+/- 1262 )",1603,"(+/- 670 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.2,"(+/- 1.1 )",5.3,"(+/- 0.9 )",6.6,"(+/- 0.9 )",4.1,"(+/- 0.7 )",4.2,"(+/- 1.0 )",5.8,"(+/- 0.9 )",13.3,"(+/- 1.5 )",4.2,"(+/- 0.8 )",6.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.2,"(+/- 2.1 )",8.0,"(+/- 1.8 )",10.7,"(+/- 1.7 )",5.4,"(+/- 1.2 )",6.4,"(+/- 2.0 )",8.7,"(+/- 1.6 )",21.2,"(+/- 2.7 )",6.6,"(+/- 1.4 )",10.3,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.5,"(+/- 5.1 )",7.9,"(+/- 4.2 )",15.5,"(+/- 5.4 )",2.9,"(+/- 2.4 )",4.8,"(+/- 3.9 )",7.8,"(+/- 3.6 )",18.3,"(+/- 6.9 )",3.0,"(+/- 2.2 )",12.8,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.6,"(+/- 1.0 )",2.8,"(+/- 0.8 )",2.9,"(+/- 0.7 )",2.4,"(+/- 0.6 )",2.6,"(+/- 0.8 )",2.1,"(+/- 0.7 )",5.5,"(+/- 1.5 )",2.5,"(+/- 0.6 )",3.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.2,"(+/- 1.9 )",2.9,"(+/- 1.2 )",3.6,"(+/- 1.2 )",2.3,"(+/- 0.8 )",3.3,"(+/- 1.5 )",2.5,"(+/- 1.4 )",8.3,"(+/- 3.0 )",2.6,"(+/- 1.2 )",3.3,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.9,"(+/- 2.9 )",3.1,"(+/- 3.1 )",5.3,"(+/- 4.1 )",0.0,"(+/- 1.6 )",3.5,"(+/- 4.3 )",4.4,"(+/- 4.1 )",5.4,"(+/- 5.7 )",2.1,"(+/- 2.3 )",5.2,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",28.8,"(+/- 3.5 )",15.3,"(+/- 3.8 )",18.6,"(+/- 3.6 )",15.9,"(+/- 4.2 )",12.1,"(+/- 4.1 )",19.7,"(+/- 3.5 )",28.3,"(+/- 3.8 )",11.7,"(+/- 3.0 )",18.7,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.7,"(+/- 4.9 )",23.5,"(+/- 6.1 )",27.2,"(+/- 5.6 )",20.6,"(+/- 5.9 )",18.6,"(+/- 6.6 )",27.9,"(+/- 5.1 )",37.5,"(+/- 5.0 )",20.3,"(+/- 5.4 )",28.9,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",45.9,"(+/- 13.3 )",26.7,"(+/- 17.5 )",37.0,"(+/- 16.5 )",23.4,"(+/- 17.4 )",15.0,"(+/- 11.5 )",23.3,"(+/- 13.2 )",43.2,"(+/- 17.2 )",12.0,"(+/- 10.4 )",33.0,"(+/- 15.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.3,"(+/- 0.8 )",9.4,"(+/- 1.0 )",10.0,"(+/- 0.9 )",6.5,"(+/- 0.8 )",7.0,"(+/- 1.0 )",8.1,"(+/- 0.9 )",18.1,"(+/- 1.3 )",7.2,"(+/- 0.8 )",9.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.8,"(+/- 2.6 )",9.5,"(+/- 2.0 )",13.1,"(+/- 2.3 )",6.8,"(+/- 1.8 )",7.0,"(+/- 2.8 )",9.3,"(+/- 2.0 )",25.2,"(+/- 3.6 )",8.0,"(+/- 1.9 )",10.6,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.5,"(+/- 2.6 )",9.1,"(+/- 2.0 )",13.0,"(+/- 2.3 )",6.3,"(+/- 1.8 )",6.9,"(+/- 2.8 )",8.7,"(+/- 1.9 )",24.8,"(+/- 3.6 )",7.5,"(+/- 1.9 )",10.0,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.2,"(+/- 4.0 )",9.5,"(+/- 3.2 )",17.5,"(+/- 4.9 )",8.0,"(+/- 3.4 )",6.2,"(+/- 3.4 )",9.8,"(+/- 3.4 )",24.7,"(+/- 5.1 )",4.9,"(+/- 2.3 )",12.6,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.6,"(+/- 2.8 )",9.0,"(+/- 2.3 )",11.4,"(+/- 2.1 )",5.8,"(+/- 1.7 )",7.1,"(+/- 2.8 )",8.4,"(+/- 2.0 )",24.8,"(+/- 4.3 )",8.6,"(+/- 2.2 )",9.1,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.3,"(+/- 0.8 )",9.4,"(+/- 1.0 )",9.1,"(+/- 0.7 )",6.4,"(+/- 0.7 )",7.0,"(+/- 0.8 )",7.8,"(+/- 0.9 )",16.7,"(+/- 1.1 )",7.1,"(+/- 0.6 )",8.6,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.9,"(+/- 1.2 )",8.1,"(+/- 1.4 )",8.8,"(+/- 1.2 )",7.3,"(+/- 1.0 )",8.3,"(+/- 1.6 )",7.9,"(+/- 1.2 )",17.9,"(+/- 2.7 )",9.3,"(+/- 1.6 )",8.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.3,"(+/- 1.1 )",5.3,"(+/- 1.0 )",7.1,"(+/- 1.0 )",4.0,"(+/- 0.8 )",4.4,"(+/- 1.2 )",5.6,"(+/- 1.0 )",13.8,"(+/- 1.6 )",4.1,"(+/- 0.9 )",5.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.5,"(+/- 2.1 )",24.2,"(+/- 2.1 )",22.6,"(+/- 2.2 )",18.8,"(+/- 2.3 )",15.9,"(+/- 1.8 )",20.0,"(+/- 1.8 )",25.9,"(+/- 1.7 )",17.2,"(+/- 1.5 )",21.5,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",179656,"(+/- 5820 )",201938,"(+/- 5870 )",190644,"(+/- 7224 )",205185,"(+/- 6921 )",198227,"(+/- 6227 )",179115,"(+/- 5681 )",243083,"(+/- 7033 )",171723,"(+/- 6817 )",162744,"(+/- 5883 )"
Education,"School Enrollment","Nursery school, preschool",11244,"(+/- 1515 )",9185,"(+/- 1316 )",13368,"(+/- 2064 )",13457,"(+/- 1968 )",14375,"(+/- 2012 )",12564,"(+/- 1971 )",12412,"(+/- 2431 )",13472,"(+/- 2099 )",11226,"(+/- 1629 )"
Education,"School Enrollment",Kindergarten,8056,"(+/- 1485 )",7965,"(+/- 1304 )",8491,"(+/- 1448 )",7856,"(+/- 1655 )",8724,"(+/- 1667 )",7710,"(+/- 1474 )",10379,"(+/- 1895 )",8852,"(+/- 1511 )",6956,"(+/- 1398 )"
Education,"School Enrollment","Elementary school (grades 1-8)",66152,"(+/- 2266 )",64095,"(+/- 3351 )",75292,"(+/- 4831 )",78135,"(+/- 4169 )",65967,"(+/- 4101 )",71689,"(+/- 4001 )",56031,"(+/- 3372 )",64243,"(+/- 3977 )",65857,"(+/- 3835 )"
Education,"School Enrollment","High school (grades 9-12)",39662,"(+/- 2682 )",38719,"(+/- 2522 )",45797,"(+/- 3644 )",45155,"(+/- 2905 )",35047,"(+/- 2478 )",39053,"(+/- 2561 )",31342,"(+/- 2626 )",31469,"(+/- 2662 )",35921,"(+/- 2713 )"
Education,"School Enrollment","College or graduate school",54542,"(+/- 3991 )",81974,"(+/- 3781 )",47696,"(+/- 4463 )",60582,"(+/- 3894 )",74114,"(+/- 4226 )",48099,"(+/- 3636 )",132919,"(+/- 5213 )",53687,"(+/- 4213 )",42784,"(+/- 3583 )"
Education,"Educational Attainment","Population 25 years and over",508753,"(+/- 4756 )",510441,"(+/- 6255 )",523817,"(+/- 8253 )",526546,"(+/- 7051 )",555728,"(+/- 7425 )",555323,"(+/- 4746 )",554818,"(+/- 7673 )",558223,"(+/- 9075 )",539079,"(+/- 6944 )"
Education,"Educational Attainment","Less than 9th grade",21148,"(+/- 2437 )",13462,"(+/- 2089 )",27717,"(+/- 2816 )",15354,"(+/- 2584 )",19182,"(+/- 3105 )",21575,"(+/- 2870 )",47543,"(+/- 4707 )",21377,"(+/- 3215 )",23848,"(+/- 2454 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",40546,"(+/- 3663 )",24321,"(+/- 2471 )",30393,"(+/- 3077 )",19356,"(+/- 2759 )",13907,"(+/- 2094 )",20108,"(+/- 2528 )",35002,"(+/- 3620 )",22108,"(+/- 2975 )",29357,"(+/- 2722 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",149625,"(+/- 6318 )",132467,"(+/- 5594 )",131079,"(+/- 5910 )",107671,"(+/- 5667 )",101971,"(+/- 5511 )",129989,"(+/- 6375 )",104299,"(+/- 6193 )",116607,"(+/- 5711 )",152475,"(+/- 7008 )"
Education,"Educational Attainment","Some college, no degree",91085,"(+/- 5051 )",85943,"(+/- 4819 )",93107,"(+/- 5477 )",75065,"(+/- 4416 )",57536,"(+/- 3664 )",81601,"(+/- 4422 )",79723,"(+/- 5373 )",85261,"(+/- 4272 )",92223,"(+/- 5119 )"
Education,"Educational Attainment","Associate's degree",49829,"(+/- 3335 )",45395,"(+/- 3465 )",40763,"(+/- 3297 )",38123,"(+/- 3475 )",29612,"(+/- 2593 )",43794,"(+/- 3159 )",26729,"(+/- 3171 )",43334,"(+/- 3472 )",49108,"(+/- 3812 )"
Education,"Educational Attainment","Bachelor's degree",94022,"(+/- 5086 )",119076,"(+/- 5630 )",114095,"(+/- 5175 )",132913,"(+/- 5581 )",160452,"(+/- 6688 )",150394,"(+/- 5270 )",139190,"(+/- 5887 )",154738,"(+/- 6973 )",113988,"(+/- 5104 )"
Education,"Educational Attainment","Graduate or professional degree",62498,"(+/- 3441 )",89777,"(+/- 4799 )",86663,"(+/- 4601 )",138064,"(+/- 6569 )",173068,"(+/- 5738 )",107862,"(+/- 4338 )",122332,"(+/- 5880 )",114798,"(+/- 5134 )",78080,"(+/- 4189 )"
Education,"Educational Attainment","Percent high school graduate or higher",87.9,"(+/- 0.8 )",92.6,"(+/- 0.6 )",88.9,"(+/- 0.8 )",93.4,"(+/- 0.7 )",94.0,"(+/- 0.7 )",92.5,"(+/- 0.6 )",85.1,"(+/- 1.0 )",92.2,"(+/- 0.8 )",90.1,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",30.8,"(+/- 1.0 )",40.9,"(+/- 1.2 )",38.3,"(+/- 1.2 )",51.5,"(+/- 1.1 )",60.0,"(+/- 1.2 )",46.5,"(+/- 1.2 )",47.1,"(+/- 1.4 )",48.3,"(+/- 1.3 )",35.6,"(+/- 1.3 )"
