Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.57,"(+/- 0.09 )",2.54,"(+/- 0.09 )",2.47,"(+/- 0.09 )",2.63,"(+/- 0.12 )",2.65,"(+/- 0.09 )",2.60,"(+/- 0.11 )",2.45,"(+/- 0.08 )",2.64,"(+/- 0.13 )",2.79,"(+/- 0.08 )",2.51,"(+/- 0.11 )",2.59,"(+/- 0.09 )",2.37,"(+/- 0.09 )",2.46,"(+/- 0.08 )",2.54,"(+/- 0.11 )",3.26,"(+/- 0.14 )",2.73,"(+/- 0.09 )",2.45,"(+/- 0.08 )",2.57,"(+/- 0.07 )",2.49,"(+/- 0.08 )",2.91,"(+/- 0.10 )",2.19,"(+/- 0.07 )",2.60,"(+/- 0.12 )",2.84,"(+/- 0.13 )",2.30,"(+/- 0.06 )",2.62,"(+/- 0.11 )",2.69,"(+/- 0.08 )",2.65,"(+/- 0.09 )",3.40,"(+/- 0.15 )",3.10,"(+/- 0.10 )",2.68,"(+/- 0.10 )",2.72,"(+/- 0.08 )",2.31,"(+/- 0.07 )",3.20,"(+/- 0.09 )",3.20,"(+/- 0.12 )",2.58,"(+/- 0.09 )",2.71,"(+/- 0.13 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",250860,"(+/- 4600 )",286897,"(+/- 6703 )",313568,"(+/- 4397 )",272905,"(+/- 3681 )",259085,"(+/- 4707 )",272878,"(+/- 6237 )",286616,"(+/- 7899 )",294523,"(+/- 6478 )",264287,"(+/- 8501 )",312919,"(+/- 7354 )",279550,"(+/- 4119 )",295792,"(+/- 6705 )",255984,"(+/- 3997 )",266981,"(+/- 4294 )",226062,"(+/- 4831 )",241212,"(+/- 4085 )",287547,"(+/- 5942 )",274598,"(+/- 7193 )",259000,"(+/- 3863 )",257032,"(+/- 5971 )",326090,"(+/- 6415 )",301036,"(+/- 6066 )",243042,"(+/- 5620 )",318936,"(+/- 5625 )",279481,"(+/- 5889 )",299529,"(+/- 3751 )",259967,"(+/- 4139 )",218960,"(+/- 4500 )",226787,"(+/- 7117 )",270339,"(+/- 6289 )",296458,"(+/- 3280 )",292242,"(+/- 6146 )",231388,"(+/- 6243 )",213973,"(+/- 4985 )",280171,"(+/- 6889 )",259388,"(+/- 6008 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",48184,"(+/- 3566 )",66087,"(+/- 5288 )",81720,"(+/- 4618 )",51964,"(+/- 3160 )",53685,"(+/- 3688 )",54878,"(+/- 3877 )",81112,"(+/- 5361 )",62177,"(+/- 5348 )",60089,"(+/- 5219 )",69789,"(+/- 4717 )",58509,"(+/- 4505 )",71148,"(+/- 4703 )",51974,"(+/- 3752 )",56028,"(+/- 4237 )",33649,"(+/- 2949 )",56027,"(+/- 4562 )",74229,"(+/- 4672 )",69219,"(+/- 4961 )",63168,"(+/- 3447 )",61203,"(+/- 4069 )",89461,"(+/- 4754 )",65184,"(+/- 4884 )",45619,"(+/- 3780 )",93995,"(+/- 5279 )",63339,"(+/- 4634 )",66753,"(+/- 3392 )",57095,"(+/- 3591 )",36981,"(+/- 3691 )",47458,"(+/- 3885 )",63339,"(+/- 4450 )",82233,"(+/- 3973 )",76798,"(+/- 4078 )",54650,"(+/- 3874 )",34304,"(+/- 2877 )",74188,"(+/- 4976 )",47901,"(+/- 4640 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",43099,"(+/- 3724 )",59819,"(+/- 4797 )",58796,"(+/- 4911 )",44471,"(+/- 3689 )",46559,"(+/- 3266 )",49397,"(+/- 4040 )",54599,"(+/- 4287 )",51563,"(+/- 4659 )",52856,"(+/- 4490 )",57130,"(+/- 4105 )",41881,"(+/- 3751 )",54784,"(+/- 4558 )",39100,"(+/- 2842 )",42205,"(+/- 3644 )",36533,"(+/- 3271 )",37683,"(+/- 2853 )",55084,"(+/- 4286 )",50793,"(+/- 4163 )",43537,"(+/- 3409 )",45962,"(+/- 3953 )",64151,"(+/- 4623 )",52187,"(+/- 4383 )",32766,"(+/- 2940 )",64477,"(+/- 4287 )",47031,"(+/- 3725 )",66415,"(+/- 4527 )",39635,"(+/- 3319 )",34413,"(+/- 3786 )",37304,"(+/- 3886 )",50207,"(+/- 4403 )",59620,"(+/- 3688 )",52984,"(+/- 3814 )",38244,"(+/- 3652 )",27984,"(+/- 2825 )",58489,"(+/- 4026 )",37945,"(+/- 3782 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",42663,"(+/- 3758 )",57371,"(+/- 3839 )",59807,"(+/- 3799 )",48013,"(+/- 3170 )",50985,"(+/- 3776 )",52770,"(+/- 4758 )",49771,"(+/- 4389 )",66631,"(+/- 5778 )",51152,"(+/- 5530 )",62975,"(+/- 4492 )",51107,"(+/- 3950 )",55838,"(+/- 4032 )",46333,"(+/- 2832 )",52411,"(+/- 3536 )",41338,"(+/- 2687 )",36757,"(+/- 3065 )",51212,"(+/- 4205 )",49704,"(+/- 4927 )",44169,"(+/- 3272 )",45570,"(+/- 3809 )",56062,"(+/- 4109 )",63971,"(+/- 4667 )",39346,"(+/- 3637 )",59376,"(+/- 3266 )",50195,"(+/- 3226 )",60214,"(+/- 3546 )",42898,"(+/- 3205 )",37812,"(+/- 3237 )",42647,"(+/- 3372 )",49349,"(+/- 3471 )",55051,"(+/- 3386 )",51816,"(+/- 3880 )",41697,"(+/- 3587 )",39211,"(+/- 3646 )",50577,"(+/- 4272 )",47700,"(+/- 3578 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",55941,"(+/- 4026 )",60577,"(+/- 4018 )",73968,"(+/- 3302 )",66281,"(+/- 4060 )",58115,"(+/- 3862 )",65045,"(+/- 3835 )",60264,"(+/- 4894 )",71240,"(+/- 5151 )",54719,"(+/- 4757 )",70707,"(+/- 4178 )",60886,"(+/- 3646 )",60906,"(+/- 3977 )",57840,"(+/- 3586 )",57052,"(+/- 4314 )",60702,"(+/- 4051 )",49640,"(+/- 3776 )",57804,"(+/- 3810 )",53471,"(+/- 3847 )",51266,"(+/- 2828 )",48851,"(+/- 2742 )",65089,"(+/- 3977 )",74905,"(+/- 5243 )",59519,"(+/- 3588 )",54213,"(+/- 3433 )",69398,"(+/- 3925 )",71825,"(+/- 3803 )",54661,"(+/- 3651 )",55100,"(+/- 3336 )",52634,"(+/- 4204 )",53737,"(+/- 4669 )",60679,"(+/- 3536 )",57667,"(+/- 3871 )",44859,"(+/- 4037 )",54133,"(+/- 4162 )",49051,"(+/- 3851 )",60640,"(+/- 3640 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",31774,"(+/- 2820 )",25647,"(+/- 2792 )",28017,"(+/- 2543 )",32913,"(+/- 2926 )",25087,"(+/- 2093 )",29802,"(+/- 2868 )",24976,"(+/- 2436 )",27603,"(+/- 3182 )",26491,"(+/- 2745 )",28580,"(+/- 2491 )",34597,"(+/- 2906 )",29751,"(+/- 2386 )",26660,"(+/- 2183 )",28407,"(+/- 3136 )",26721,"(+/- 2383 )",28790,"(+/- 2223 )",26850,"(+/- 2255 )",23387,"(+/- 2669 )",25339,"(+/- 1971 )",25283,"(+/- 2457 )",28235,"(+/- 2287 )",29530,"(+/- 3017 )",28736,"(+/- 3187 )",29250,"(+/- 2383 )",27221,"(+/- 2259 )",23863,"(+/- 2396 )",25700,"(+/- 2523 )",26950,"(+/- 2476 )",24345,"(+/- 1958 )",27503,"(+/- 2835 )",23383,"(+/- 2263 )",28507,"(+/- 2266 )",25123,"(+/- 2375 )",25276,"(+/- 2257 )",23032,"(+/- 2296 )",34529,"(+/- 2950 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",29199,"(+/- 2521 )",17396,"(+/- 1980 )",11260,"(+/- 1420 )",29263,"(+/- 2608 )",24654,"(+/- 2080 )",20986,"(+/- 2151 )",15894,"(+/- 2034 )",15309,"(+/- 1969 )",18980,"(+/- 1974 )",23738,"(+/- 2089 )",32570,"(+/- 2734 )",23365,"(+/- 2281 )",34077,"(+/- 2019 )",30878,"(+/- 3082 )",27119,"(+/- 2627 )",32315,"(+/- 2366 )",22368,"(+/- 1974 )",28024,"(+/- 2035 )",31521,"(+/- 2161 )",30163,"(+/- 2122 )",23092,"(+/- 2317 )",15259,"(+/- 2405 )",37056,"(+/- 2522 )",17625,"(+/- 2069 )",22297,"(+/- 2105 )",10459,"(+/- 1234 )",39978,"(+/- 3015 )",27704,"(+/- 2412 )",22399,"(+/- 2460 )",26204,"(+/- 2187 )",15492,"(+/- 1320 )",24470,"(+/- 2231 )",26815,"(+/- 2506 )",33065,"(+/- 3004 )",24834,"(+/- 2567 )",30673,"(+/- 2856 )"
Housing,Value,"Owner-occupied units",168636,"(+/- 5303 )",172544,"(+/- 5472 )",198466,"(+/- 4510 )",195296,"(+/- 4383 )",161296,"(+/- 4027 )",180558,"(+/- 5301 )",147421,"(+/- 6319 )",213139,"(+/- 5751 )",117005,"(+/- 5695 )",210878,"(+/- 5612 )",194654,"(+/- 5010 )",182768,"(+/- 5085 )",170717,"(+/- 4175 )",176065,"(+/- 5314 )",158462,"(+/- 5151 )",142298,"(+/- 4673 )",159800,"(+/- 4888 )",132635,"(+/- 4595 )",160248,"(+/- 4281 )",143877,"(+/- 3782 )",190844,"(+/- 5435 )",221276,"(+/- 6145 )",175908,"(+/- 5414 )",151299,"(+/- 4663 )",195419,"(+/- 5449 )",213713,"(+/- 4800 )",168035,"(+/- 4341 )",148574,"(+/- 4315 )",118097,"(+/- 5035 )",134980,"(+/- 4587 )",190205,"(+/- 4828 )",165298,"(+/- 4728 )",107629,"(+/- 4150 )",143722,"(+/- 4991 )",136827,"(+/- 5346 )",185493,"(+/- 4993 )"
Housing,Value,"Less than $50,000",23503,"(+/- 2599 )",3237,"(+/- 844 )",3132,"(+/- 1120 )",20138,"(+/- 1791 )",20296,"(+/- 2637 )",8463,"(+/- 1306 )",2140,"(+/- 611 )",16413,"(+/- 2623 )",5411,"(+/- 1379 )",10016,"(+/- 1761 )",25537,"(+/- 2625 )",6217,"(+/- 1343 )",28594,"(+/- 2236 )",17284,"(+/- 1949 )",29547,"(+/- 2754 )",8365,"(+/- 1433 )",13808,"(+/- 1803 )",9676,"(+/- 1648 )",28591,"(+/- 2256 )",8736,"(+/- 1319 )",4952,"(+/- 1089 )",6602,"(+/- 1619 )",23757,"(+/- 1926 )",2639,"(+/- 1024 )",11158,"(+/- 1693 )",6001,"(+/- 1556 )",18081,"(+/- 2138 )",21848,"(+/- 2207 )",10143,"(+/- 1793 )",11224,"(+/- 1748 )",6162,"(+/- 1378 )",2171,"(+/- 773 )",9376,"(+/- 1447 )",35335,"(+/- 3681 )",12036,"(+/- 1642 )",25611,"(+/- 2735 )"
Housing,Value,"$50,000 to $99,999",33005,"(+/- 3077 )",6057,"(+/- 1382 )",2917,"(+/- 1305 )",43980,"(+/- 3223 )",29389,"(+/- 2498 )",15626,"(+/- 1840 )",4500,"(+/- 1337 )",22538,"(+/- 3013 )",22272,"(+/- 2654 )",10308,"(+/- 1655 )",38191,"(+/- 3142 )",15836,"(+/- 1981 )",45353,"(+/- 3099 )",29708,"(+/- 2660 )",44470,"(+/- 3447 )",33819,"(+/- 3151 )",26071,"(+/- 2260 )",25765,"(+/- 2258 )",38783,"(+/- 2770 )",33075,"(+/- 2488 )",8346,"(+/- 1494 )",10390,"(+/- 1886 )",40220,"(+/- 3530 )",3275,"(+/- 894 )",19159,"(+/- 2031 )",4232,"(+/- 1152 )",35355,"(+/- 2314 )",37460,"(+/- 2903 )",33389,"(+/- 3079 )",25677,"(+/- 2403 )",14296,"(+/- 1843 )",5746,"(+/- 1252 )",35726,"(+/- 2538 )",49721,"(+/- 3678 )",26441,"(+/- 2333 )",33544,"(+/- 2675 )"
Housing,Value,"$100,000 to $149,999",32072,"(+/- 2605 )",21013,"(+/- 2449 )",4501,"(+/- 1106 )",30314,"(+/- 2413 )",30263,"(+/- 3160 )",25986,"(+/- 2601 )",16513,"(+/- 2754 )",25286,"(+/- 3211 )",30276,"(+/- 3194 )",13099,"(+/- 2071 )",28834,"(+/- 3038 )",26350,"(+/- 2463 )",30238,"(+/- 2182 )",29017,"(+/- 2566 )",27684,"(+/- 2765 )",44374,"(+/- 3303 )",18973,"(+/- 2321 )",32456,"(+/- 2825 )",27899,"(+/- 2038 )",27343,"(+/- 2597 )",12728,"(+/- 2155 )",14970,"(+/- 1952 )",27218,"(+/- 3143 )",10462,"(+/- 1712 )",24976,"(+/- 3080 )",10541,"(+/- 1599 )",34302,"(+/- 2997 )",32335,"(+/- 3029 )",37714,"(+/- 3365 )",30455,"(+/- 3069 )",18045,"(+/- 2082 )",14596,"(+/- 1821 )",28221,"(+/- 2625 )",23933,"(+/- 2770 )",22137,"(+/- 2698 )",29908,"(+/- 3047 )"
Housing,Value,"$150,000 to $199,999",31737,"(+/- 2848 )",37785,"(+/- 3167 )",12081,"(+/- 1690 )",25710,"(+/- 2597 )",27319,"(+/- 2427 )",42060,"(+/- 3143 )",25526,"(+/- 3341 )",31207,"(+/- 3939 )",30802,"(+/- 3636 )",30997,"(+/- 3224 )",29703,"(+/- 2880 )",34627,"(+/- 2610 )",25236,"(+/- 2096 )",31140,"(+/- 2441 )",21573,"(+/- 2465 )",28940,"(+/- 3230 )",25181,"(+/- 2555 )",23803,"(+/- 2705 )",25068,"(+/- 2405 )",30341,"(+/- 2429 )",17731,"(+/- 2107 )",27384,"(+/- 3196 )",26504,"(+/- 3025 )",17931,"(+/- 1729 )",19840,"(+/- 2057 )",21540,"(+/- 2464 )",30223,"(+/- 2598 )",24555,"(+/- 2304 )",19812,"(+/- 2555 )",27441,"(+/- 2894 )",26454,"(+/- 2509 )",25957,"(+/- 2738 )",17915,"(+/- 2037 )",15404,"(+/- 2201 )",26416,"(+/- 2804 )",35536,"(+/- 3127 )"
Housing,Value,"$200,000 to $299,999",25963,"(+/- 2151 )",48898,"(+/- 3380 )",48939,"(+/- 3104 )",38126,"(+/- 2771 )",25082,"(+/- 2210 )",53788,"(+/- 3570 )",34144,"(+/- 3772 )",50732,"(+/- 4297 )",20448,"(+/- 2620 )",58873,"(+/- 4312 )",35395,"(+/- 2432 )",50494,"(+/- 3646 )",23579,"(+/- 1881 )",37952,"(+/- 3015 )",22792,"(+/- 2327 )",17598,"(+/- 2378 )",40603,"(+/- 3087 )",14883,"(+/- 1691 )",22666,"(+/- 2085 )",29305,"(+/- 2574 )",49358,"(+/- 3168 )",69285,"(+/- 4588 )",24395,"(+/- 2728 )",38707,"(+/- 2456 )",32768,"(+/- 2676 )",67324,"(+/- 4809 )",28739,"(+/- 2806 )",20079,"(+/- 2026 )",10837,"(+/- 1811 )",25246,"(+/- 2236 )",60253,"(+/- 4349 )",42996,"(+/- 2659 )",10675,"(+/- 1612 )",11434,"(+/- 1633 )",35484,"(+/- 3209 )",37213,"(+/- 2391 )"
Housing,Value,"$300,000 to $499,999",15975,"(+/- 1961 )",36939,"(+/- 3060 )",89492,"(+/- 3670 )",27967,"(+/- 2224 )",19307,"(+/- 1832 )",28012,"(+/- 2139 )",26558,"(+/- 2355 )",43506,"(+/- 3670 )",5667,"(+/- 1263 )",57482,"(+/- 4148 )",24406,"(+/- 2272 )",32873,"(+/- 2880 )",12526,"(+/- 1569 )",23764,"(+/- 2594 )",8098,"(+/- 1343 )",6964,"(+/- 1406 )",26849,"(+/- 2493 )",13975,"(+/- 1687 )",12732,"(+/- 1459 )",12125,"(+/- 1448 )",62180,"(+/- 4061 )",70053,"(+/- 4964 )",23569,"(+/- 2015 )",47615,"(+/- 2760 )",41966,"(+/- 2922 )",77176,"(+/- 4398 )",14488,"(+/- 1624 )",9517,"(+/- 1590 )",4206,"(+/- 1045 )",10019,"(+/- 1311 )",51707,"(+/- 3046 )",38350,"(+/- 2428 )",4641,"(+/- 928 )",5362,"(+/- 1271 )",11118,"(+/- 1644 )",17176,"(+/- 2328 )"
Housing,Value,"$500,000 to $999,999",5096,"(+/- 1252 )",15060,"(+/- 2343 )",34215,"(+/- 2782 )",7974,"(+/- 1564 )",8193,"(+/- 1083 )",5921,"(+/- 1293 )",21251,"(+/- 1983 )",19202,"(+/- 2267 )",1768,"(+/- 626 )",25654,"(+/- 2150 )",10625,"(+/- 1747 )",13551,"(+/- 1906 )",4065,"(+/- 878 )",6527,"(+/- 1264 )",2841,"(+/- 1036 )",2033,"(+/- 666 )",6193,"(+/- 1234 )",10193,"(+/- 1515 )",3948,"(+/- 1099 )",2314,"(+/- 615 )",27407,"(+/- 2312 )",20525,"(+/- 2400 )",8627,"(+/- 1221 )",25807,"(+/- 2286 )",36047,"(+/- 2385 )",24614,"(+/- 2014 )",5714,"(+/- 1272 )",2367,"(+/- 698 )",1663,"(+/- 829 )",3619,"(+/- 754 )",12305,"(+/- 1415 )",20474,"(+/- 1579 )",640,"(+/- 291 )",2108,"(+/- 736 )",2606,"(+/- 681 )",5312,"(+/- 1020 )"
Housing,Value,"$1,000,000 or more",1285,"(+/- 508 )",3555,"(+/- 740 )",3189,"(+/- 684 )",1087,"(+/- 501 )",1447,"(+/- 495 )",702,"(+/- 363 )",16789,"(+/- 1622 )",4255,"(+/- 1455 )",361,"(+/- 328 )",4449,"(+/- 969 )",1963,"(+/- 628 )",2820,"(+/- 803 )",1126,"(+/- 436 )",673,"(+/- 335 )",1457,"(+/- 668 )",205,"(+/- 171 )",2122,"(+/- 813 )",1884,"(+/- 615 )",561,"(+/- 323 )",638,"(+/- 303 )",8142,"(+/- 1466 )",2067,"(+/- 788 )",1618,"(+/- 604 )",4863,"(+/- 1069 )",9505,"(+/- 1555 )",2285,"(+/- 633 )",1133,"(+/- 441 )",413,"(+/- 299 )",333,"(+/- 278 )",1299,"(+/- 612 )",983,"(+/- 470 )",15008,"(+/- 1624 )",435,"(+/- 277 )",425,"(+/- 300 )",589,"(+/- 338 )",1193,"(+/- 606 )"
Housing,Value,"Median (dollars)",143400,"(+/- 4965 )",233000,"(+/- 5583 )",350500,"(+/- 5489 )",155300,"(+/- 5317 )",151200,"(+/- 5771 )",197700,"(+/- 3660 )",262500,"(+/- 12679 )",221300,"(+/- 8851 )",150700,"(+/- 3711 )",267800,"(+/- 6998 )",156400,"(+/- 5343 )",214700,"(+/- 5177 )",116700,"(+/- 3738 )",167100,"(+/- 4570 )",108100,"(+/- 4885 )",131000,"(+/- 3710 )",191800,"(+/- 5610 )",147400,"(+/- 4441 )",120100,"(+/- 4041 )",154000,"(+/- 3941 )",305900,"(+/- 8264 )",274900,"(+/- 5707 )",143600,"(+/- 6320 )",308600,"(+/- 7454 )",266200,"(+/- 9050 )",296100,"(+/- 5549 )",144600,"(+/- 4683 )",119300,"(+/- 3526 )",117200,"(+/- 2842 )",150200,"(+/- 4480 )",243500,"(+/- 4207 )",277200,"(+/- 6179 )",112300,"(+/- 2747 )",86100,"(+/- 2772 )",166800,"(+/- 6227 )",154800,"(+/- 4288 )"
Housing,"Mortgage Status","Owner-occupied units",168636,"(+/- 5303 )",172544,"(+/- 5472 )",198466,"(+/- 4510 )",195296,"(+/- 4383 )",161296,"(+/- 4027 )",180558,"(+/- 5301 )",147421,"(+/- 6319 )",213139,"(+/- 5751 )",117005,"(+/- 5695 )",210878,"(+/- 5612 )",194654,"(+/- 5010 )",182768,"(+/- 5085 )",170717,"(+/- 4175 )",176065,"(+/- 5314 )",158462,"(+/- 5151 )",142298,"(+/- 4673 )",159800,"(+/- 4888 )",132635,"(+/- 4595 )",160248,"(+/- 4281 )",143877,"(+/- 3782 )",190844,"(+/- 5435 )",221276,"(+/- 6145 )",175908,"(+/- 5414 )",151299,"(+/- 4663 )",195419,"(+/- 5449 )",213713,"(+/- 4800 )",168035,"(+/- 4341 )",148574,"(+/- 4315 )",118097,"(+/- 5035 )",134980,"(+/- 4587 )",190205,"(+/- 4828 )",165298,"(+/- 4728 )",107629,"(+/- 4150 )",143722,"(+/- 4991 )",136827,"(+/- 5346 )",185493,"(+/- 4993 )"
Housing,"Mortgage Status","Housing units with a mortgage",78154,"(+/- 4000 )",113565,"(+/- 5014 )",138681,"(+/- 4186 )",97025,"(+/- 4268 )",84566,"(+/- 3824 )",116043,"(+/- 4668 )",91594,"(+/- 5763 )",124782,"(+/- 5595 )",66988,"(+/- 4536 )",129290,"(+/- 5862 )",86219,"(+/- 3995 )",113467,"(+/- 4589 )",82711,"(+/- 3752 )",88560,"(+/- 4480 )",72283,"(+/- 3958 )",80931,"(+/- 4593 )",83892,"(+/- 4445 )",78690,"(+/- 4387 )",72191,"(+/- 3595 )",84797,"(+/- 3339 )",113636,"(+/- 4620 )",148973,"(+/- 6517 )",86238,"(+/- 4267 )",100867,"(+/- 3803 )",114549,"(+/- 5267 )",160063,"(+/- 4595 )",80691,"(+/- 4227 )",70833,"(+/- 2958 )",56765,"(+/- 4232 )",80813,"(+/- 4636 )",132085,"(+/- 5136 )",107228,"(+/- 4254 )",49580,"(+/- 3095 )",53407,"(+/- 3703 )",81318,"(+/- 4895 )",86891,"(+/- 4776 )"
Housing,"Mortgage Status","Housing units without a mortgage",90482,"(+/- 3855 )",58979,"(+/- 3555 )",59785,"(+/- 3181 )",98271,"(+/- 4058 )",76730,"(+/- 4017 )",64515,"(+/- 3460 )",55827,"(+/- 3376 )",88357,"(+/- 4364 )",50017,"(+/- 3276 )",81588,"(+/- 4383 )",108435,"(+/- 4334 )",69301,"(+/- 3704 )",88006,"(+/- 3457 )",87505,"(+/- 4112 )",86179,"(+/- 4063 )",61367,"(+/- 3388 )",75908,"(+/- 3369 )",53945,"(+/- 3628 )",88057,"(+/- 3701 )",59080,"(+/- 3357 )",77208,"(+/- 4070 )",72303,"(+/- 4898 )",89670,"(+/- 4310 )",50432,"(+/- 3378 )",80870,"(+/- 3470 )",53650,"(+/- 3571 )",87344,"(+/- 4402 )",77741,"(+/- 3906 )",61332,"(+/- 3887 )",54167,"(+/- 3778 )",58120,"(+/- 3205 )",58070,"(+/- 3491 )",58049,"(+/- 3114 )",90315,"(+/- 4127 )",55509,"(+/- 3345 )",98602,"(+/- 4640 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",78154,"(+/- 4000 )",113565,"(+/- 5014 )",138681,"(+/- 4186 )",97025,"(+/- 4268 )",84566,"(+/- 3824 )",116043,"(+/- 4668 )",91594,"(+/- 5763 )",124782,"(+/- 5595 )",66988,"(+/- 4536 )",129290,"(+/- 5862 )",86219,"(+/- 3995 )",113467,"(+/- 4589 )",82711,"(+/- 3752 )",88560,"(+/- 4480 )",72283,"(+/- 3958 )",80931,"(+/- 4593 )",83892,"(+/- 4445 )",78690,"(+/- 4387 )",72191,"(+/- 3595 )",84797,"(+/- 3339 )",113636,"(+/- 4620 )",148973,"(+/- 6517 )",86238,"(+/- 4267 )",100867,"(+/- 3803 )",114549,"(+/- 5267 )",160063,"(+/- 4595 )",80691,"(+/- 4227 )",70833,"(+/- 2958 )",56765,"(+/- 4232 )",80813,"(+/- 4636 )",132085,"(+/- 5136 )",107228,"(+/- 4254 )",49580,"(+/- 3095 )",53407,"(+/- 3703 )",81318,"(+/- 4895 )",86891,"(+/- 4776 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1095,"(+/- 531 )",257,"(+/- 187 )",207,"(+/- 249 )",1738,"(+/- 669 )",1073,"(+/- 597 )",482,"(+/- 259 )",126,"(+/- 162 )",768,"(+/- 548 )",299,"(+/- 253 )",755,"(+/- 426 )",1289,"(+/- 729 )",83,"(+/- 108 )",1700,"(+/- 644 )",613,"(+/- 333 )",1878,"(+/- 844 )",826,"(+/- 382 )",323,"(+/- 184 )",359,"(+/- 378 )",919,"(+/- 409 )",996,"(+/- 687 )",867,"(+/- 448 )",388,"(+/- 388 )",1875,"(+/- 739 )",174,"(+/- 170 )",239,"(+/- 199 )",410,"(+/- 329 )",489,"(+/- 345 )",556,"(+/- 349 )",655,"(+/- 402 )",852,"(+/- 392 )",373,"(+/- 283 )",383,"(+/- 290 )",382,"(+/- 222 )",1476,"(+/- 557 )",378,"(+/- 296 )",694,"(+/- 366 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",21031,"(+/- 2626 )",7774,"(+/- 1364 )",3887,"(+/- 867 )",21981,"(+/- 2458 )",19285,"(+/- 2553 )",11468,"(+/- 1697 )",4639,"(+/- 1252 )",13054,"(+/- 2560 )",9717,"(+/- 1849 )",8918,"(+/- 1524 )",21900,"(+/- 2286 )",12661,"(+/- 1937 )",22669,"(+/- 2150 )",11001,"(+/- 1917 )",21183,"(+/- 2496 )",21796,"(+/- 2281 )",15520,"(+/- 1985 )",13947,"(+/- 1955 )",17339,"(+/- 2422 )",17065,"(+/- 2165 )",7187,"(+/- 1284 )",8457,"(+/- 1701 )",17097,"(+/- 2271 )",4580,"(+/- 1058 )",14137,"(+/- 2040 )",6067,"(+/- 1019 )",14390,"(+/- 1898 )",17945,"(+/- 2472 )",12529,"(+/- 2125 )",13652,"(+/- 1621 )",13449,"(+/- 2031 )",6169,"(+/- 1345 )",13815,"(+/- 1850 )",21801,"(+/- 2403 )",14574,"(+/- 1988 )",17275,"(+/- 2231 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",31807,"(+/- 2874 )",26271,"(+/- 2900 )",19577,"(+/- 2319 )",27295,"(+/- 2443 )",27851,"(+/- 2644 )",37109,"(+/- 3296 )",23475,"(+/- 3210 )",30960,"(+/- 3212 )",30097,"(+/- 3323 )",24639,"(+/- 2856 )",26348,"(+/- 2853 )",33259,"(+/- 2767 )",29406,"(+/- 2433 )",23351,"(+/- 2357 )",27027,"(+/- 3023 )",32262,"(+/- 3345 )",25574,"(+/- 2761 )",28957,"(+/- 3180 )",24944,"(+/- 2063 )",32354,"(+/- 2679 )",24526,"(+/- 2834 )",22147,"(+/- 3043 )",28134,"(+/- 2939 )",20249,"(+/- 2268 )",28709,"(+/- 2846 )",28832,"(+/- 2830 )",28665,"(+/- 2518 )",27996,"(+/- 2686 )",25670,"(+/- 2927 )",32731,"(+/- 3069 )",34671,"(+/- 3171 )",26399,"(+/- 2579 )",23015,"(+/- 2581 )",16622,"(+/- 2561 )",34237,"(+/- 3358 )",26537,"(+/- 2810 )"
