Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","No rent paid",8731,"(+/- 1577 )",6559,"(+/- 1344 )",6527,"(+/- 1543 )",6915,"(+/- 1505 )",6404,"(+/- 1472 )",7556,"(+/- 1454 )",7881,"(+/- 1441 )",5038,"(+/- 1065 )",5789,"(+/- 1337 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",288541,"(+/- 4298 )",296678,"(+/- 3420 )",288674,"(+/- 3967 )",292287,"(+/- 4432 )",313581,"(+/- 3761 )",301779,"(+/- 3702 )",283079,"(+/- 4279 )",264635,"(+/- 4073 )",273886,"(+/- 4456 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",24131,"(+/- 2488 )",18412,"(+/- 1970 )",19225,"(+/- 2284 )",18932,"(+/- 2363 )",17537,"(+/- 2131 )",17319,"(+/- 1798 )",18100,"(+/- 1922 )",19891,"(+/- 2418 )",33176,"(+/- 3214 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",16785,"(+/- 2232 )",14900,"(+/- 1686 )",16416,"(+/- 2150 )",12354,"(+/- 1677 )",12098,"(+/- 2012 )",15112,"(+/- 1909 )",13929,"(+/- 1935 )",12446,"(+/- 1961 )",21603,"(+/- 2480 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",41170,"(+/- 3365 )",31724,"(+/- 2553 )",32572,"(+/- 2953 )",28297,"(+/- 2932 )",25654,"(+/- 2575 )",27994,"(+/- 2455 )",26783,"(+/- 2734 )",25595,"(+/- 2604 )",37797,"(+/- 3185 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",33411,"(+/- 3173 )",29233,"(+/- 3085 )",33632,"(+/- 2993 )",27708,"(+/- 2631 )",29583,"(+/- 3126 )",32465,"(+/- 2953 )",28347,"(+/- 3127 )",24485,"(+/- 2097 )",33282,"(+/- 3345 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",43818,"(+/- 3221 )",41530,"(+/- 3054 )",38549,"(+/- 2710 )",45054,"(+/- 3244 )",43516,"(+/- 3226 )",38633,"(+/- 2911 )",36362,"(+/- 2916 )",36640,"(+/- 3240 )",38215,"(+/- 3541 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",54251,"(+/- 3619 )",55651,"(+/- 3216 )",52114,"(+/- 3190 )",59649,"(+/- 3772 )",57953,"(+/- 3884 )",59423,"(+/- 3489 )",47114,"(+/- 3826 )",46053,"(+/- 3153 )",45858,"(+/- 4022 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",31252,"(+/- 2860 )",37850,"(+/- 2869 )",36443,"(+/- 2909 )",43188,"(+/- 3956 )",43841,"(+/- 2922 )",38786,"(+/- 2930 )",33892,"(+/- 3027 )",33709,"(+/- 2353 )",23449,"(+/- 2511 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",28591,"(+/- 2212 )",38826,"(+/- 2677 )",35243,"(+/- 2532 )",35382,"(+/- 2908 )",45732,"(+/- 3040 )",46098,"(+/- 3612 )",42737,"(+/- 3306 )",35125,"(+/- 2665 )",25596,"(+/- 2799 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",7832,"(+/- 1415 )",14737,"(+/- 1590 )",11947,"(+/- 1835 )",12896,"(+/- 1793 )",17304,"(+/- 2063 )",13234,"(+/- 1720 )",15485,"(+/- 1911 )",14178,"(+/- 1771 )",7630,"(+/- 1726 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",7300,"(+/- 1242 )",13815,"(+/- 1699 )",12533,"(+/- 1701 )",8827,"(+/- 1415 )",20363,"(+/- 1797 )",12715,"(+/- 1528 )",20330,"(+/- 1981 )",16513,"(+/- 1672 )",7280,"(+/- 1014 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",43606,"(+/- 1730 )",54284,"(+/- 1980 )",51610,"(+/- 1927 )",53919,"(+/- 1612 )",60611,"(+/- 1694 )",57059,"(+/- 1418 )",58614,"(+/- 1875 )",55945,"(+/- 2411 )",38077,"(+/- 1907 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",61256,"(+/- 2097 )",74163,"(+/- 2134 )",72472,"(+/- 2653 )",68921,"(+/- 1763 )",85810,"(+/- 2639 )",75092,"(+/- 2143 )",85274,"(+/- 2543 )",81472,"(+/- 2621 )",55517,"(+/- 2067 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",709434,"(+/- 3706 )",746076,"(+/- 3942 )",726048,"(+/- 4650 )",790113,"(+/- 5504 )",770760,"(+/- 2673 )",775669,"(+/- 4077 )",761435,"(+/- 4585 )",685469,"(+/- 5204 )",702780,"(+/- 5269 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",635309,"(+/- 6638 )",685806,"(+/- 5754 )",647359,"(+/- 7075 )",712225,"(+/- 7183 )",676263,"(+/- 7866 )",707671,"(+/- 7366 )",702470,"(+/- 6866 )",629651,"(+/- 6236 )",596165,"(+/- 8781 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",425529,"(+/- 12209 )",524665,"(+/- 10832 )",461731,"(+/- 11966 )",525664,"(+/- 11841 )",515586,"(+/- 12134 )",525152,"(+/- 9536 )",541106,"(+/- 9592 )",475823,"(+/- 9666 )",388815,"(+/- 12667 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",322161,"(+/- 9765 )",264533,"(+/- 8359 )",292561,"(+/- 9250 )",283535,"(+/- 9754 )",231991,"(+/- 9448 )",288374,"(+/- 7814 )",264609,"(+/- 9354 )",245145,"(+/- 7364 )",282520,"(+/- 10552 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",74125,"(+/- 6011 )",60270,"(+/- 4456 )",78689,"(+/- 6027 )",77888,"(+/- 5399 )",94497,"(+/- 7437 )",67998,"(+/- 7001 )",58965,"(+/- 6125 )",55818,"(+/- 5341 )",106615,"(+/- 7312 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",150633,"(+/- 2434 )",165877,"(+/- 2338 )",162712,"(+/- 3264 )",197108,"(+/- 3311 )",173862,"(+/- 1881 )",185991,"(+/- 2182 )",206503,"(+/- 2271 )",170317,"(+/- 4197 )",185669,"(+/- 3798 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5421,"(+/- 1773 )",5025,"(+/- 1267 )",6631,"(+/- 1814 )",11622,"(+/- 2440 )",11500,"(+/- 2268 )",10640,"(+/- 2517 )",9545,"(+/- 2108 )",8322,"(+/- 2625 )",14218,"(+/- 3057 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.6,"(+/- 1.2 )",8.6,"(+/- 1.2 )",10.6,"(+/- 1.4 )",10.5,"(+/- 1.2 )",12.3,"(+/- 1.5 )",8.6,"(+/- 0.9 )",9.1,"(+/- 1.1 )",10.8,"(+/- 1.1 )",21.3,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.9,"(+/- 2.6 )",14.0,"(+/- 2.1 )",16.9,"(+/- 2.7 )",17.2,"(+/- 2.2 )",21.3,"(+/- 2.7 )",13.3,"(+/- 1.7 )",12.2,"(+/- 1.9 )",17.1,"(+/- 2.0 )",33.9,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.2,"(+/- 4.7 )",17.8,"(+/- 6.2 )",24.1,"(+/- 7.0 )",17.8,"(+/- 5.1 )",13.3,"(+/- 4.6 )",16.2,"(+/- 4.4 )",11.9,"(+/- 4.3 )",19.2,"(+/- 5.9 )",41.4,"(+/- 9.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.0,"(+/- 1.1 )",4.7,"(+/- 1.0 )",5.7,"(+/- 1.1 )",4.8,"(+/- 0.9 )",6.0,"(+/- 1.5 )",4.9,"(+/- 0.8 )",3.9,"(+/- 0.7 )",5.1,"(+/- 0.9 )",8.9,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.4,"(+/- 2.5 )",7.1,"(+/- 2.0 )",7.4,"(+/- 2.3 )",7.4,"(+/- 2.0 )",10.8,"(+/- 3.0 )",6.5,"(+/- 1.7 )",3.9,"(+/- 1.1 )",5.9,"(+/- 1.6 )",14.1,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.8,"(+/- 2.3 )",6.3,"(+/- 5.0 )",7.3,"(+/- 4.2 )",3.4,"(+/- 3.5 )",2.1,"(+/- 2.0 )",3.9,"(+/- 2.9 )",3.3,"(+/- 2.8 )",7.2,"(+/- 4.0 )",22.3,"(+/- 15.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",33.6,"(+/- 4.3 )",26.8,"(+/- 4.7 )",24.3,"(+/- 4.0 )",29.9,"(+/- 3.8 )",32.1,"(+/- 4.9 )",23.8,"(+/- 4.0 )",32.4,"(+/- 4.8 )",33.9,"(+/- 4.2 )",37.4,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",49.0,"(+/- 6.0 )",35.7,"(+/- 6.2 )",32.8,"(+/- 6.1 )",40.9,"(+/- 5.5 )",42.3,"(+/- 5.8 )",31.9,"(+/- 6.2 )",39.2,"(+/- 6.3 )",47.4,"(+/- 5.6 )",48.9,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",56.5,"(+/- 14.8 )",51.3,"(+/- 15.8 )",64.9,"(+/- 14.3 )",50.2,"(+/- 15.3 )",52.3,"(+/- 15.7 )",60.5,"(+/- 17.8 )",66.9,"(+/- 14.2 )",48.0,"(+/- 15.6 )",56.7,"(+/- 13.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.6,"(+/- 1.2 )",12.7,"(+/- 1.2 )",14.6,"(+/- 1.3 )",14.5,"(+/- 1.2 )",15.4,"(+/- 1.3 )",12.1,"(+/- 0.8 )",12.1,"(+/- 1.1 )",13.6,"(+/- 0.9 )",27.1,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.2,"(+/- 2.9 )",15.2,"(+/- 2.1 )",18.9,"(+/- 3.1 )",20.3,"(+/- 2.6 )",26.7,"(+/- 3.4 )",15.8,"(+/- 1.9 )",15.0,"(+/- 2.3 )",19.7,"(+/- 2.3 )",43.5,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.1,"(+/- 2.9 )",15.0,"(+/- 2.1 )",18.8,"(+/- 3.1 )",19.9,"(+/- 2.6 )",26.4,"(+/- 3.4 )",15.4,"(+/- 1.9 )",14.8,"(+/- 2.3 )",19.4,"(+/- 2.3 )",43.2,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.2,"(+/- 5.1 )",19.6,"(+/- 3.4 )",28.6,"(+/- 6.0 )",21.6,"(+/- 3.7 )",25.2,"(+/- 4.8 )",18.7,"(+/- 4.3 )",17.4,"(+/- 3.3 )",22.5,"(+/- 3.8 )",54.0,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.8,"(+/- 3.1 )",13.3,"(+/- 2.2 )",15.4,"(+/- 2.8 )",19.3,"(+/- 2.9 )",26.9,"(+/- 3.8 )",14.2,"(+/- 2.1 )",13.9,"(+/- 2.4 )",18.4,"(+/- 2.6 )",38.8,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.3,"(+/- 0.9 )",12.0,"(+/- 1.1 )",13.5,"(+/- 1.1 )",12.8,"(+/- 0.9 )",12.3,"(+/- 1.0 )",11.0,"(+/- 0.8 )",11.1,"(+/- 0.9 )",11.7,"(+/- 0.8 )",21.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.3,"(+/- 1.4 )",6.8,"(+/- 1.2 )",9.0,"(+/- 1.5 )",8.3,"(+/- 1.6 )",9.6,"(+/- 1.7 )",8.8,"(+/- 1.4 )",8.9,"(+/- 1.5 )",8.3,"(+/- 1.3 )",15.8,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.8,"(+/- 1.3 )",9.0,"(+/- 1.2 )",11.4,"(+/- 1.5 )",11.3,"(+/- 1.4 )",14.4,"(+/- 1.7 )",9.4,"(+/- 1.0 )",9.5,"(+/- 1.2 )",11.3,"(+/- 1.0 )",25.8,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.3,"(+/- 2.2 )",27.8,"(+/- 2.0 )",27.3,"(+/- 2.2 )",29.1,"(+/- 2.2 )",18.2,"(+/- 1.9 )",25.9,"(+/- 2.4 )",27.4,"(+/- 2.6 )",27.9,"(+/- 2.4 )",31.3,"(+/- 2.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",147931,"(+/- 4146 )",185390,"(+/- 4731 )",158811,"(+/- 4260 )",194182,"(+/- 5087 )",177304,"(+/- 4010 )",176080,"(+/- 3814 )",194707,"(+/- 4469 )",166892,"(+/- 4829 )",181985,"(+/- 6218 )"
Education,"School Enrollment","Nursery school, preschool",6717,"(+/- 1410 )",11748,"(+/- 1564 )",8776,"(+/- 1568 )",9778,"(+/- 1870 )",8791,"(+/- 1618 )",9477,"(+/- 1542 )",10661,"(+/- 1354 )",10187,"(+/- 1873 )",9766,"(+/- 1852 )"
Education,"School Enrollment",Kindergarten,6310,"(+/- 1219 )",9400,"(+/- 1569 )",8488,"(+/- 1499 )",10826,"(+/- 1757 )",10357,"(+/- 1721 )",7690,"(+/- 1308 )",9524,"(+/- 1534 )",7944,"(+/- 1303 )",11368,"(+/- 2129 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64275,"(+/- 2311 )",69321,"(+/- 2626 )",68218,"(+/- 2710 )",81544,"(+/- 3721 )",69310,"(+/- 2185 )",81765,"(+/- 2678 )",90130,"(+/- 2226 )",71895,"(+/- 2812 )",74596,"(+/- 3222 )"
Education,"School Enrollment","High school (grades 9-12)",35768,"(+/- 2114 )",36639,"(+/- 1838 )",35049,"(+/- 1688 )",42977,"(+/- 3025 )",32175,"(+/- 1796 )",41376,"(+/- 2617 )",47196,"(+/- 2385 )",39501,"(+/- 3116 )",37249,"(+/- 2879 )"
Education,"School Enrollment","College or graduate school",34861,"(+/- 3071 )",58282,"(+/- 3779 )",38280,"(+/- 2908 )",49057,"(+/- 3751 )",56671,"(+/- 3368 )",35772,"(+/- 3090 )",37196,"(+/- 3542 )",37365,"(+/- 3515 )",49006,"(+/- 5094 )"
Education,"Educational Attainment","Population 25 years and over",518074,"(+/- 2858 )",518808,"(+/- 2890 )",521055,"(+/- 3502 )",534925,"(+/- 3739 )",539992,"(+/- 1646 )",542312,"(+/- 3098 )",523215,"(+/- 3890 )",479656,"(+/- 4706 )",462786,"(+/- 4020 )"
Education,"Educational Attainment","Less than 9th grade",28559,"(+/- 2834 )",18205,"(+/- 2471 )",23926,"(+/- 2868 )",26208,"(+/- 3396 )",22050,"(+/- 3003 )",30056,"(+/- 3470 )",17514,"(+/- 2012 )",19652,"(+/- 2693 )",20431,"(+/- 2964 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",44186,"(+/- 3622 )",35182,"(+/- 3385 )",44709,"(+/- 3847 )",44230,"(+/- 3962 )",36793,"(+/- 3705 )",37173,"(+/- 3271 )",34569,"(+/- 2463 )",35972,"(+/- 3425 )",45534,"(+/- 4444 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",189645,"(+/- 7229 )",152967,"(+/- 5661 )",162271,"(+/- 6789 )",183497,"(+/- 6513 )",131120,"(+/- 5849 )",198088,"(+/- 5691 )",159676,"(+/- 6426 )",149994,"(+/- 5109 )",149874,"(+/- 7320 )"
Education,"Educational Attainment","Some college, no degree",111984,"(+/- 5364 )",105889,"(+/- 5018 )",119669,"(+/- 5405 )",115700,"(+/- 5121 )",101386,"(+/- 4944 )",112732,"(+/- 5728 )",101560,"(+/- 5278 )",102314,"(+/- 5355 )",104017,"(+/- 6059 )"
Education,"Educational Attainment","Associate's degree",37250,"(+/- 3152 )",45124,"(+/- 3756 )",46078,"(+/- 3629 )",44582,"(+/- 4141 )",34260,"(+/- 3191 )",38351,"(+/- 3055 )",41823,"(+/- 3473 )",33621,"(+/- 3101 )",26977,"(+/- 3329 )"
Education,"Educational Attainment","Bachelor's degree",66314,"(+/- 4282 )",97057,"(+/- 4739 )",77286,"(+/- 3925 )",83204,"(+/- 5803 )",130904,"(+/- 5421 )",81101,"(+/- 4697 )",110219,"(+/- 5095 )",81441,"(+/- 4479 )",74090,"(+/- 4773 )"
Education,"Educational Attainment","Graduate or professional degree",40136,"(+/- 3780 )",64384,"(+/- 3703 )",47116,"(+/- 3820 )",37504,"(+/- 3641 )",83479,"(+/- 5211 )",44811,"(+/- 3313 )",57854,"(+/- 4846 )",56662,"(+/- 4248 )",41863,"(+/- 3341 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.0,"(+/- 0.9 )",89.7,"(+/- 0.8 )",86.8,"(+/- 0.9 )",86.8,"(+/- 1.0 )",89.1,"(+/- 0.8 )",87.6,"(+/- 0.8 )",90.0,"(+/- 0.6 )",88.4,"(+/- 0.9 )",85.7,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",20.5,"(+/- 1.1 )",31.1,"(+/- 1.2 )",23.9,"(+/- 1.2 )",22.6,"(+/- 1.2 )",39.7,"(+/- 1.2 )",23.2,"(+/- 1.0 )",32.1,"(+/- 1.1 )",28.8,"(+/- 1.1 )",25.1,"(+/- 1.1 )"
