Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","No rent paid",5497,"(+/- 1320 )",4549,"(+/- 992 )",5009,"(+/- 970 )",3679,"(+/- 833 )",3490,"(+/- 936 )",6247,"(+/- 1294 )",3599,"(+/- 1100 )",6211,"(+/- 1236 )",5380,"(+/- 1067 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",276543,"(+/- 3121 )",276707,"(+/- 3821 )",288583,"(+/- 3213 )",292185,"(+/- 3460 )",306483,"(+/- 4181 )",286401,"(+/- 3803 )",292119,"(+/- 4747 )",287940,"(+/- 3511 )",292208,"(+/- 3633 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",17711,"(+/- 2047 )",17395,"(+/- 2050 )",12929,"(+/- 1457 )",15948,"(+/- 2080 )",13688,"(+/- 1928 )",18772,"(+/- 2250 )",25897,"(+/- 2520 )",19025,"(+/- 2062 )",18026,"(+/- 2285 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",11664,"(+/- 1625 )",11499,"(+/- 1835 )",11037,"(+/- 1633 )",11229,"(+/- 1584 )",9362,"(+/- 1638 )",14935,"(+/- 1777 )",16809,"(+/- 2510 )",15046,"(+/- 1860 )",12943,"(+/- 1798 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",28238,"(+/- 2414 )",28138,"(+/- 2485 )",28516,"(+/- 2462 )",25696,"(+/- 2844 )",23599,"(+/- 2619 )",31014,"(+/- 2157 )",35715,"(+/- 3307 )",30459,"(+/- 2832 )",28830,"(+/- 3444 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",27893,"(+/- 2661 )",28233,"(+/- 2737 )",29138,"(+/- 2483 )",28720,"(+/- 2819 )",24747,"(+/- 2430 )",31651,"(+/- 2446 )",33599,"(+/- 3195 )",28477,"(+/- 2597 )",28574,"(+/- 2855 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",36749,"(+/- 2674 )",41907,"(+/- 2833 )",44970,"(+/- 3169 )",39394,"(+/- 2662 )",35406,"(+/- 2901 )",37235,"(+/- 3032 )",48737,"(+/- 4236 )",41600,"(+/- 2537 )",40217,"(+/- 2845 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",48793,"(+/- 3161 )",55196,"(+/- 3352 )",58910,"(+/- 2925 )",58013,"(+/- 3642 )",54358,"(+/- 3686 )",59281,"(+/- 3393 )",54404,"(+/- 3885 )",56618,"(+/- 3797 )",56082,"(+/- 3417 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",37909,"(+/- 2641 )",39502,"(+/- 2865 )",43008,"(+/- 2926 )",43145,"(+/- 2789 )",37373,"(+/- 3146 )",40138,"(+/- 2791 )",31067,"(+/- 3079 )",40468,"(+/- 2789 )",42853,"(+/- 3371 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",41442,"(+/- 2912 )",35088,"(+/- 2669 )",38494,"(+/- 2989 )",46376,"(+/- 3772 )",54528,"(+/- 3415 )",35283,"(+/- 2170 )",30766,"(+/- 2823 )",35476,"(+/- 2796 )",40930,"(+/- 3173 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",15819,"(+/- 1686 )",10891,"(+/- 1558 )",12575,"(+/- 1736 )",13595,"(+/- 1978 )",23291,"(+/- 2282 )",10322,"(+/- 1516 )",9211,"(+/- 1603 )",12241,"(+/- 1737 )",13176,"(+/- 1812 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",10325,"(+/- 1423 )",8858,"(+/- 1059 )",9006,"(+/- 1116 )",10069,"(+/- 1642 )",30131,"(+/- 2832 )",7770,"(+/- 1389 )",5914,"(+/- 1005 )",8530,"(+/- 1331 )",10577,"(+/- 1411 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",56794,"(+/- 1860 )",54263,"(+/- 1926 )",56051,"(+/- 1291 )",59033,"(+/- 1597 )",70977,"(+/- 1771 )",52777,"(+/- 1405 )",44558,"(+/- 1740 )",52785,"(+/- 1547 )",56522,"(+/- 1721 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",73653,"(+/- 1749 )",70837,"(+/- 1776 )",73414,"(+/- 1913 )",75257,"(+/- 2078 )",101486,"(+/- 3967 )",65364,"(+/- 1617 )",59903,"(+/- 2039 )",69618,"(+/- 2471 )",72320,"(+/- 2257 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",702484,"(+/- 3423 )",713685,"(+/- 4350 )",739272,"(+/- 3178 )",756093,"(+/- 5209 )",774368,"(+/- 9012 )",706407,"(+/- 3449 )",752336,"(+/- 7941 )",701350,"(+/- 3002 )",746509,"(+/- 4809 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",656943,"(+/- 5776 )",636580,"(+/- 7366 )",663775,"(+/- 6701 )",703710,"(+/- 6758 )",728375,"(+/- 9426 )",654292,"(+/- 5749 )",663845,"(+/- 10436 )",649276,"(+/- 5040 )",690585,"(+/- 6924 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",496400,"(+/- 9145 )",472071,"(+/- 11978 )",513826,"(+/- 9265 )",565529,"(+/- 9932 )",605813,"(+/- 10893 )",481452,"(+/- 9917 )",450050,"(+/- 13362 )",492762,"(+/- 9323 )",550837,"(+/- 9941 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",253110,"(+/- 7969 )",251496,"(+/- 9212 )",233606,"(+/- 7363 )",233284,"(+/- 7557 )",214492,"(+/- 8953 )",267524,"(+/- 9211 )",285621,"(+/- 12531 )",250720,"(+/- 7559 )",237283,"(+/- 7996 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",45541,"(+/- 5291 )",77105,"(+/- 6186 )",75497,"(+/- 6338 )",52383,"(+/- 5436 )",45993,"(+/- 5817 )",52115,"(+/- 4508 )",88491,"(+/- 7510 )",52074,"(+/- 4274 )",55924,"(+/- 5623 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",169805,"(+/- 1819 )",186865,"(+/- 2467 )",199074,"(+/- 2239 )",187991,"(+/- 2841 )",199310,"(+/- 5316 )",166892,"(+/- 2392 )",203821,"(+/- 4942 )",169115,"(+/- 2201 )",177503,"(+/- 3111 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5686,"(+/- 2010 )",17720,"(+/- 3133 )",21377,"(+/- 3149 )",6995,"(+/- 1506 )",9755,"(+/- 2352 )",7161,"(+/- 1754 )",19427,"(+/- 4297 )",9213,"(+/- 2227 )",11660,"(+/- 2759 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.2,"(+/- 1.2 )",9.7,"(+/- 1.1 )",8.3,"(+/- 1.0 )",6.9,"(+/- 0.9 )",7.1,"(+/- 1.0 )",10.3,"(+/- 1.1 )",13.6,"(+/- 1.5 )",9.2,"(+/- 1.2 )",8.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",19.2,"(+/- 2.4 )",15.9,"(+/- 2.2 )",14.3,"(+/- 1.8 )",11.3,"(+/- 1.6 )",11.6,"(+/- 1.9 )",18.0,"(+/- 2.2 )",21.9,"(+/- 2.6 )",15.3,"(+/- 2.1 )",13.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.1,"(+/- 5.6 )",22.6,"(+/- 6.5 )",18.2,"(+/- 5.1 )",9.8,"(+/- 3.6 )",13.3,"(+/- 5.1 )",24.6,"(+/- 6.1 )",23.2,"(+/- 6.0 )",20.5,"(+/- 5.7 )",13.4,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,"(+/- 1.0 )",4.2,"(+/- 0.9 )",4.0,"(+/- 0.8 )",3.4,"(+/- 0.8 )",3.7,"(+/- 0.9 )",5.5,"(+/- 1.0 )",5.6,"(+/- 1.3 )",4.5,"(+/- 0.9 )",4.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.7,"(+/- 2.0 )",5.7,"(+/- 1.6 )",6.1,"(+/- 1.6 )",4.2,"(+/- 1.1 )",5.7,"(+/- 1.8 )",10.3,"(+/- 2.3 )",9.0,"(+/- 2.6 )",5.6,"(+/- 1.3 )",6.6,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.9,"(+/- 4.6 )",4.2,"(+/- 3.3 )",6.8,"(+/- 4.2 )",3.4,"(+/- 2.4 )",3.5,"(+/- 3.0 )",8.6,"(+/- 4.7 )",7.0,"(+/- 5.0 )",6.3,"(+/- 4.3 )",6.4,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.4,"(+/- 3.8 )",30.1,"(+/- 5.2 )",26.7,"(+/- 3.9 )",21.1,"(+/- 4.0 )",23.9,"(+/- 4.8 )",29.7,"(+/- 4.8 )",29.0,"(+/- 3.7 )",29.0,"(+/- 4.7 )",26.3,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",41.1,"(+/- 5.1 )",37.2,"(+/- 7.0 )",35.4,"(+/- 4.9 )",29.9,"(+/- 5.8 )",31.0,"(+/- 6.4 )",39.8,"(+/- 5.7 )",37.9,"(+/- 5.0 )",39.1,"(+/- 5.8 )",34.6,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",28.8,"(+/- 13.2 )",53.5,"(+/- 16.6 )",51.6,"(+/- 14.0 )",29.2,"(+/- 13.0 )",41.6,"(+/- 16.7 )",56.9,"(+/- 15.1 )",45.2,"(+/- 12.3 )",62.8,"(+/- 15.0 )",35.3,"(+/- 18.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.8,"(+/- 1.1 )",13.1,"(+/- 1.0 )",11.2,"(+/- 0.9 )",11.7,"(+/- 0.9 )",9.5,"(+/- 1.1 )",14.5,"(+/- 1.1 )",18.6,"(+/- 1.5 )",13.4,"(+/- 1.1 )",12.7,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.9,"(+/- 2.6 )",18.3,"(+/- 2.3 )",16.9,"(+/- 2.1 )",13.0,"(+/- 2.0 )",12.8,"(+/- 2.3 )",20.4,"(+/- 2.6 )",26.9,"(+/- 3.3 )",16.6,"(+/- 2.1 )",14.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.7,"(+/- 2.6 )",17.7,"(+/- 2.3 )",16.2,"(+/- 2.0 )",12.4,"(+/- 2.0 )",12.4,"(+/- 2.2 )",19.8,"(+/- 2.6 )",26.6,"(+/- 3.3 )",16.0,"(+/- 2.1 )",14.4,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.4,"(+/- 3.5 )",22.0,"(+/- 4.4 )",21.1,"(+/- 3.2 )",13.3,"(+/- 3.1 )",14.7,"(+/- 3.2 )",23.7,"(+/- 4.3 )",32.1,"(+/- 5.0 )",17.4,"(+/- 3.2 )",14.1,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.9,"(+/- 3.0 )",16.1,"(+/- 2.1 )",14.3,"(+/- 2.3 )",12.1,"(+/- 2.2 )",11.6,"(+/- 2.6 )",18.3,"(+/- 2.6 )",24.2,"(+/- 3.3 )",15.5,"(+/- 2.3 )",14.4,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.4,"(+/- 0.9 )",11.4,"(+/- 0.8 )",9.3,"(+/- 0.7 )",11.3,"(+/- 0.8 )",8.4,"(+/- 0.9 )",12.8,"(+/- 0.9 )",15.8,"(+/- 1.2 )",12.4,"(+/- 1.0 )",12.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.6,"(+/- 1.4 )",9.6,"(+/- 1.7 )",6.7,"(+/- 1.2 )",6.5,"(+/- 1.3 )",6.2,"(+/- 1.4 )",8.5,"(+/- 1.5 )",10.5,"(+/- 1.7 )",8.0,"(+/- 1.1 )",7.9,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.9,"(+/- 1.3 )",10.4,"(+/- 1.1 )",9.2,"(+/- 1.1 )",7.4,"(+/- 0.9 )",7.8,"(+/- 1.2 )",11.3,"(+/- 1.2 )",15.9,"(+/- 1.9 )",9.6,"(+/- 1.2 )",8.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.8,"(+/- 2.2 )",25.1,"(+/- 1.9 )",20.2,"(+/- 1.5 )",29.7,"(+/- 2.3 )",17.1,"(+/- 2.0 )",27.2,"(+/- 2.1 )",26.4,"(+/- 2.2 )",27.4,"(+/- 2.0 )",28.9,"(+/- 1.8 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",167578,"(+/- 3715 )",177439,"(+/- 4270 )",181262,"(+/- 3940 )",206854,"(+/- 4848 )",196419,"(+/- 5805 )",166577,"(+/- 3735 )",191488,"(+/- 5611 )",169345,"(+/- 4261 )",200630,"(+/- 4650 )"
Education,"School Enrollment","Nursery school, preschool",11283,"(+/- 1649 )",10552,"(+/- 1424 )",12600,"(+/- 1793 )",11053,"(+/- 1503 )",13359,"(+/- 2061 )",9593,"(+/- 1479 )",9434,"(+/- 1761 )",10876,"(+/- 1588 )",9579,"(+/- 1488 )"
Education,"School Enrollment",Kindergarten,9913,"(+/- 1463 )",9687,"(+/- 1261 )",8662,"(+/- 1215 )",9474,"(+/- 1775 )",11013,"(+/- 2232 )",9025,"(+/- 1311 )",8858,"(+/- 1925 )",9053,"(+/- 1679 )",8720,"(+/- 1526 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71178,"(+/- 2439 )",80038,"(+/- 2468 )",86880,"(+/- 2368 )",76010,"(+/- 2895 )",82914,"(+/- 4442 )",68299,"(+/- 2290 )",88153,"(+/- 3432 )",73120,"(+/- 2399 )",75363,"(+/- 3360 )"
Education,"School Enrollment","High school (grades 9-12)",40360,"(+/- 2078 )",38581,"(+/- 2195 )",41524,"(+/- 2061 )",43936,"(+/- 2275 )",46100,"(+/- 3385 )",38337,"(+/- 2078 )",39949,"(+/- 2435 )",34392,"(+/- 1748 )",38183,"(+/- 2678 )"
Education,"School Enrollment","College or graduate school",34844,"(+/- 2953 )",38581,"(+/- 2596 )",31596,"(+/- 2497 )",66381,"(+/- 3566 )",43033,"(+/- 3908 )",41323,"(+/- 2828 )",45094,"(+/- 4055 )",41904,"(+/- 3312 )",68785,"(+/- 3523 )"
Education,"Educational Attainment","Population 25 years and over",489062,"(+/- 1979 )",477898,"(+/- 3083 )",490891,"(+/- 2361 )",498607,"(+/- 3543 )",533259,"(+/- 6073 )",489920,"(+/- 2852 )",493773,"(+/- 5619 )",490519,"(+/- 2160 )",503964,"(+/- 3904 )"
Education,"Educational Attainment","Less than 9th grade",18671,"(+/- 3147 )",23705,"(+/- 2848 )",27083,"(+/- 3097 )",13193,"(+/- 2075 )",11104,"(+/- 2050 )",15379,"(+/- 2024 )",27619,"(+/- 3714 )",14338,"(+/- 1805 )",13380,"(+/- 2115 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",30883,"(+/- 2672 )",41907,"(+/- 3208 )",32304,"(+/- 3026 )",36524,"(+/- 3618 )",24604,"(+/- 2265 )",36862,"(+/- 2910 )",51612,"(+/- 4482 )",34589,"(+/- 2521 )",38077,"(+/- 3452 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",183965,"(+/- 6831 )",166276,"(+/- 5173 )",161725,"(+/- 4824 )",160158,"(+/- 5711 )",119213,"(+/- 5396 )",186852,"(+/- 6032 )",154490,"(+/- 5533 )",181557,"(+/- 5778 )",165804,"(+/- 5979 )"
Education,"Educational Attainment","Some college, no degree",98791,"(+/- 4740 )",91822,"(+/- 3510 )",100298,"(+/- 4269 )",108409,"(+/- 4815 )",94063,"(+/- 5136 )",97255,"(+/- 5047 )",99197,"(+/- 6411 )",99981,"(+/- 4708 )",97313,"(+/- 4641 )"
Education,"Educational Attainment","Associate's degree",40931,"(+/- 3093 )",41037,"(+/- 2957 )",51487,"(+/- 3304 )",41523,"(+/- 4082 )",38904,"(+/- 3604 )",44581,"(+/- 3610 )",37412,"(+/- 3163 )",53249,"(+/- 3630 )",48700,"(+/- 3757 )"
Education,"Educational Attainment","Bachelor's degree",74177,"(+/- 4392 )",71384,"(+/- 3688 )",76823,"(+/- 3905 )",89562,"(+/- 4705 )",150521,"(+/- 6954 )",68064,"(+/- 4756 )",83225,"(+/- 5166 )",70886,"(+/- 4511 )",87169,"(+/- 5073 )"
Education,"Educational Attainment","Graduate or professional degree",41644,"(+/- 3200 )",41767,"(+/- 2667 )",41171,"(+/- 3159 )",49238,"(+/- 3530 )",94850,"(+/- 5299 )",40927,"(+/- 3719 )",40218,"(+/- 3440 )",35919,"(+/- 3413 )",53521,"(+/- 4486 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.9,"(+/- 0.9 )",86.3,"(+/- 0.8 )",87.9,"(+/- 0.9 )",90.0,"(+/- 0.7 )",93.3,"(+/- 0.6 )",89.3,"(+/- 0.7 )",84.0,"(+/- 1.2 )",90.0,"(+/- 0.7 )",89.8,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",23.7,"(+/- 1.1 )",23.7,"(+/- 0.9 )",24.0,"(+/- 1.0 )",27.8,"(+/- 1.1 )",46.0,"(+/- 1.2 )",22.2,"(+/- 1.2 )",25.0,"(+/- 1.2 )",21.8,"(+/- 1.1 )",27.9,"(+/- 1.3 )"
