Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",71669,"(+/- 6220 )",31075,"(+/- 4050 )",58165,"(+/- 5033 )",78356,"(+/- 5517 )",88944,"(+/- 7267 )",63980,"(+/- 5271 )",92050,"(+/- 7264 )",82088,"(+/- 5594 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",163414,"(+/- 3999 )",175386,"(+/- 6605 )",190300,"(+/- 5172 )",183129,"(+/- 3039 )",182931,"(+/- 4428 )",196583,"(+/- 4154 )",187133,"(+/- 2319 )",174166,"(+/- 3380 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6324,"(+/- 2081 )",3834,"(+/- 1283 )",7432,"(+/- 1980 )",14099,"(+/- 2883 )",13006,"(+/- 2625 )",13426,"(+/- 2283 )",13835,"(+/- 2895 )",10577,"(+/- 2765 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",14.3,"(+/- 1.7 )",3.4,"(+/- 0.7 )",6.8,"(+/- 0.9 )",9.2,"(+/- 1.0 )",9.7,"(+/- 1.2 )",6.1,"(+/- 0.7 )",10.8,"(+/- 1.2 )",13.0,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.9,"(+/- 2.9 )",5.0,"(+/- 1.3 )",11.9,"(+/- 1.8 )",14.7,"(+/- 1.7 )",16.0,"(+/- 2.2 )",9.3,"(+/- 1.3 )",17.3,"(+/- 2.2 )",21.8,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.7,"(+/- 4.7 )",7.5,"(+/- 3.7 )",7.9,"(+/- 3.8 )",18.3,"(+/- 4.6 )",17.7,"(+/- 4.7 )",7.7,"(+/- 3.1 )",19.9,"(+/- 5.4 )",22.1,"(+/- 6.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.0,"(+/- 1.6 )",2.2,"(+/- 0.7 )",3.3,"(+/- 0.8 )",5.3,"(+/- 0.9 )",4.3,"(+/- 0.9 )",3.0,"(+/- 0.7 )",6.8,"(+/- 1.1 )",6.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.8,"(+/- 3.3 )",2.1,"(+/- 1.0 )",4.7,"(+/- 1.6 )",7.2,"(+/- 1.9 )",6.6,"(+/- 2.1 )",3.9,"(+/- 1.1 )",10.0,"(+/- 2.2 )",10.0,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.1,"(+/- 3.5 )",0.8,"(+/- 1.0 )",3.1,"(+/- 2.8 )",6.6,"(+/- 3.5 )",5.8,"(+/- 4.1 )",2.3,"(+/- 1.7 )",8.5,"(+/- 5.5 )",6.5,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",28.2,"(+/- 3.9 )",11.4,"(+/- 3.4 )",24.8,"(+/- 4.1 )",28.1,"(+/- 4.3 )",23.4,"(+/- 3.2 )",18.8,"(+/- 3.7 )",28.8,"(+/- 4.4 )",36.1,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.7,"(+/- 6.0 )",18.5,"(+/- 6.1 )",33.3,"(+/- 5.9 )",38.8,"(+/- 6.4 )",31.7,"(+/- 4.2 )",22.4,"(+/- 4.9 )",36.7,"(+/- 5.5 )",50.2,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.1,"(+/- 11.2 )",37.9,"(+/- 18.1 )",24.8,"(+/- 16.2 )",53.6,"(+/- 13.1 )",47.0,"(+/- 13.9 )",28.5,"(+/- 17.5 )",46.0,"(+/- 15.8 )",51.1,"(+/- 14.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",20.3,"(+/- 1.4 )",4.8,"(+/- 0.6 )",9.0,"(+/- 0.9 )",15.4,"(+/- 1.1 )",13.4,"(+/- 1.1 )",9.9,"(+/- 0.7 )",15.3,"(+/- 1.0 )",18.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",34.2,"(+/- 3.7 )",5.8,"(+/- 1.4 )",13.8,"(+/- 2.1 )",18.1,"(+/- 2.5 )",19.5,"(+/- 2.9 )",12.3,"(+/- 1.7 )",19.0,"(+/- 2.0 )",26.5,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",34.0,"(+/- 3.7 )",5.3,"(+/- 1.4 )",13.1,"(+/- 2.1 )",17.9,"(+/- 2.5 )",18.8,"(+/- 2.9 )",11.9,"(+/- 1.8 )",18.4,"(+/- 2.0 )",25.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",34.1,"(+/- 4.3 )",7.1,"(+/- 2.5 )",12.8,"(+/- 3.4 )",23.6,"(+/- 4.6 )",21.5,"(+/- 4.4 )",12.1,"(+/- 2.2 )",17.4,"(+/- 3.7 )",32.1,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",34.0,"(+/- 4.4 )",4.7,"(+/- 1.5 )",13.2,"(+/- 2.4 )",15.8,"(+/- 2.6 )",17.8,"(+/- 3.3 )",11.8,"(+/- 2.1 )",18.8,"(+/- 2.3 )",23.9,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.4,"(+/- 1.1 )",4.6,"(+/- 0.6 )",7.6,"(+/- 0.7 )",14.6,"(+/- 0.9 )",11.6,"(+/- 0.9 )",9.1,"(+/- 0.6 )",14.3,"(+/- 0.9 )",16.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.0,"(+/- 1.8 )",3.6,"(+/- 0.9 )",5.9,"(+/- 1.2 )",9.4,"(+/- 1.3 )",7.3,"(+/- 1.0 )",6.7,"(+/- 0.8 )",8.3,"(+/- 1.2 )",11.6,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",18.0,"(+/- 1.9 )",3.4,"(+/- 0.7 )",7.2,"(+/- 1.0 )",10.8,"(+/- 1.2 )",10.8,"(+/- 1.5 )",7.1,"(+/- 0.8 )",11.8,"(+/- 1.2 )",14.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.9,"(+/- 2.0 )",12.3,"(+/- 1.8 )",18.0,"(+/- 2.0 )",33.5,"(+/- 2.2 )",21.1,"(+/- 1.6 )",22.7,"(+/- 1.5 )",29.0,"(+/- 2.2 )",34.6,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",171897,"(+/- 5113 )",179251,"(+/- 7156 )",189522,"(+/- 6839 )",196031,"(+/- 5099 )",177752,"(+/- 5467 )",194974,"(+/- 5406 )",192067,"(+/- 4294 )",167569,"(+/- 4500 )"
Education,"School Enrollment","Nursery school, preschool",12650,"(+/- 2295 )",14105,"(+/- 1837 )",14308,"(+/- 2232 )",11841,"(+/- 2069 )",13455,"(+/- 2039 )",12905,"(+/- 1908 )",11290,"(+/- 2092 )",8112,"(+/- 1250 )"
Education,"School Enrollment",Kindergarten,8174,"(+/- 1678 )",7216,"(+/- 1363 )",9353,"(+/- 1467 )",9720,"(+/- 1528 )",9520,"(+/- 1571 )",8897,"(+/- 1293 )",10403,"(+/- 1673 )",9951,"(+/- 1654 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69399,"(+/- 4211 )",72482,"(+/- 4044 )",82002,"(+/- 3459 )",73926,"(+/- 2607 )",77546,"(+/- 3330 )",86019,"(+/- 3262 )",76816,"(+/- 2999 )",76378,"(+/- 2657 )"
Education,"School Enrollment","High school (grades 9-12)",28938,"(+/- 2229 )",43765,"(+/- 2175 )",42149,"(+/- 2571 )",37928,"(+/- 2265 )",36223,"(+/- 2113 )",41913,"(+/- 2115 )",38445,"(+/- 2293 )",36861,"(+/- 2261 )"
Education,"School Enrollment","College or graduate school",52736,"(+/- 3485 )",41683,"(+/- 3386 )",41710,"(+/- 3459 )",62616,"(+/- 3988 )",41008,"(+/- 2713 )",45240,"(+/- 3037 )",55113,"(+/- 3608 )",36267,"(+/- 2984 )"
Education,"Educational Attainment","Population 25 years and over",501988,"(+/- 5536 )",539757,"(+/- 7597 )",546487,"(+/- 5459 )",505995,"(+/- 4019 )",528670,"(+/- 4283 )",525089,"(+/- 4623 )",526468,"(+/- 2716 )",508333,"(+/- 3330 )"
Education,"Educational Attainment","Less than 9th grade",13439,"(+/- 2190 )",6257,"(+/- 1251 )",12688,"(+/- 1468 )",16820,"(+/- 2030 )",14733,"(+/- 2307 )",12381,"(+/- 1753 )",18144,"(+/- 2192 )",25453,"(+/- 2381 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",38955,"(+/- 4141 )",15940,"(+/- 2237 )",36079,"(+/- 3052 )",31621,"(+/- 2647 )",33581,"(+/- 3258 )",31124,"(+/- 2821 )",38460,"(+/- 3223 )",52702,"(+/- 4140 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",126526,"(+/- 7112 )",100976,"(+/- 5296 )",173912,"(+/- 6407 )",169085,"(+/- 5401 )",161855,"(+/- 5793 )",171190,"(+/- 6088 )",170061,"(+/- 5146 )",196642,"(+/- 5002 )"
Education,"Educational Attainment","Some college, no degree",115592,"(+/- 5959 )",105119,"(+/- 5318 )",124645,"(+/- 4631 )",115748,"(+/- 4915 )",126762,"(+/- 5445 )",115899,"(+/- 5015 )",130121,"(+/- 5620 )",103383,"(+/- 4131 )"
Education,"Educational Attainment","Associate's degree",39290,"(+/- 3979 )",43031,"(+/- 3129 )",50884,"(+/- 4089 )",40881,"(+/- 3040 )",40210,"(+/- 3070 )",41690,"(+/- 2711 )",44566,"(+/- 3388 )",40448,"(+/- 2921 )"
Education,"Educational Attainment","Bachelor's degree",95705,"(+/- 4228 )",153455,"(+/- 6229 )",95185,"(+/- 5237 )",78936,"(+/- 4264 )",95848,"(+/- 4379 )",100276,"(+/- 4304 )",80720,"(+/- 4631 )",54781,"(+/- 3846 )"
Education,"Educational Attainment","Graduate or professional degree",72481,"(+/- 4040 )",114979,"(+/- 4187 )",53094,"(+/- 4063 )",52904,"(+/- 4097 )",55681,"(+/- 4038 )",52529,"(+/- 3563 )",44396,"(+/- 3345 )",34924,"(+/- 3352 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.6,"(+/- 0.8 )",95.9,"(+/- 0.5 )",91.1,"(+/- 0.6 )",90.4,"(+/- 0.7 )",90.9,"(+/- 0.7 )",91.7,"(+/- 0.6 )",89.2,"(+/- 0.8 )",84.6,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",33.5,"(+/- 1.2 )",49.7,"(+/- 1.2 )",27.1,"(+/- 1.2 )",26.1,"(+/- 0.9 )",28.7,"(+/- 1.1 )",29.1,"(+/- 1.0 )",23.8,"(+/- 1.1 )",17.6,"(+/- 0.9 )"

"Source: 2018 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",421198,G,457846,G,238713,G,208724,G,412512,G,213617,G,307210,G,203199,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",0,N,85,G,88,H,192,G,84,H,258,H,178,G,497,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",55,G,271,G,536,G,293,H,191,H,315,G,323,G,1542,H
Business,"Paid employees for pay period including March 12",Utilities,4175,J,1202,H,2347,J,1528,G,S,S,1382,H,1401,G,1553,J
Business,"Paid employees for pay period including March 12",Construction,19518,G,25075,G,18497,G,10529,G,23859,G,11183,G,12611,G,8947,G
Business,"Paid employees for pay period including March 12",Manufacturing,45096,G,18544,G,35429,G,25477,G,40559,G,29439,G,38245,G,32110,G
Business,"Paid employees for pay period including March 12","Wholesale trade",24165,G,17816,G,11003,G,6400,G,28437,H,9698,G,16660,G,8314,G
Business,"Paid employees for pay period including March 12","Retail trade",31066,G,53094,G,37856,G,34960,G,41162,G,35331,G,43083,G,34080,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",18132,G,6375,G,9063,G,6738,G,12759,G,9546,G,18002,G,7575,G
Business,"Paid employees for pay period including March 12",Information,8681,G,14694,G,4420,G,3178,G,11194,H,3611,G,7283,H,2727,H
Business,"Paid employees for pay period including March 12","Finance and insurance",22306,G,39057,G,8397,G,12164,G,24975,G,9807,G,11265,G,7527,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6374,G,7591,G,2498,G,2742,G,5986,G,3132,G,6005,G,2499,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",24142,G,43753,G,9898,G,8518,G,46467,G,6913,G,12200,G,4572,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",29164,G,35771,H,2749,H,1913,H,9151,G,2418,G,9874,G,1675,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",28706,G,31064,G,11777,G,8444,G,23809,G,9725,G,18379,G,6999,G
Business,"Paid employees for pay period including March 12","Educational services",32670,H,12837,G,6669,H,3866,G,8431,G,4079,H,4990,G,931,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",62148,G,71440,H,33967,G,42690,G,63233,G,36455,G,51688,G,48949,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6691,G,10819,G,3467,G,2200,H,7315,G,3443,H,6007,G,1803,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",39426,G,46677,G,28437,G,27828,G,42802,G,26415,G,34756,G,21853,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",18206,G,21629,G,11579,G,9026,G,20042,G,10418,G,14219,G,8911,G
Business,"Paid employees for pay period including March 12","Industries not classified",152,J,52,H,36,H,38,G,84,J,49,J,41,J,135,J
Business,"Annual payroll ($1,000)","Total for all sectors",24043489,G,25327973,G,9163236,G,7216222,G,21680217,G,8259903,G,11783752,G,6890002,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",0,N,1802,G,1879,H,4943,G,3299,H,10316,H,5337,G,22756,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4406,J,17407,G,29265,G,14913,H,14942,H,15385,G,16150,G,105124,H
Business,"Annual payroll ($1,000)",Utilities,464087,J,110171,H,256528,J,129770,G,S,S,130656,H,115274,G,127934,H
Business,"Annual payroll ($1,000)",Construction,1447482,G,1561136,G,970849,G,502920,G,1622056,G,712246,G,583703,G,423028,G
Business,"Annual payroll ($1,000)",Manufacturing,3248244,H,1109638,G,1870678,G,1074153,G,2435738,G,1485909,G,1706955,G,1327458,G
Business,"Annual payroll ($1,000)","Wholesale trade",1723110,G,1488746,G,558558,G,284938,G,1255443,G,543464,G,790911,G,379326,G
Business,"Annual payroll ($1,000)","Retail trade",968571,G,1491599,G,985294,G,867167,G,1125771,G,857533,G,1106291,G,837525,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",892777,G,318035,G,405482,G,251151,G,526782,G,375514,G,819717,G,313670,G
Business,"Annual payroll ($1,000)",Information,679595,G,1237900,G,220160,G,133040,G,903145,H,133472,G,397500,H,121169,H
Business,"Annual payroll ($1,000)","Finance and insurance",1940571,G,3803972,G,433507,G,734422,G,2142357,G,550107,G,557007,G,365962,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",297449,G,450223,G,98845,G,86170,G,333104,G,117170,G,202718,G,73368,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1913350,G,3311162,G,419358,G,384993,G,4146621,H,354363,G,718576,G,172653,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3035028,H,2979546,H,182458,H,87093,H,783839,G,233631,H,723600,G,105716,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",822399,G,1479489,G,383223,G,222835,G,718283,G,345262,G,516020,G,179477,G
Business,"Annual payroll ($1,000)","Educational services",1972154,H,397795,G,157402,H,100620,H,279150,G,119394,G,124165,H,17921,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2542965,H,3919899,H,1341758,G,1689934,G,3174130,G,1545305,G,2358187,G,1789525,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",685772,G,188489,G,65635,G,37410,G,574162,G,50828,H,120544,G,32529,G
Business,"Annual payroll ($1,000)","Accommodation and food services",719788,G,797293,G,450292,G,396440,G,799489,G,411757,G,576038,G,292150,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",676147,G,662242,G,331704,G,212875,G,626619,G,266926,G,344454,G,201975,G
Business,"Annual payroll ($1,000)","Industries not classified",1682,G,1429,H,361,G,435,H,1370,H,665,G,605,G,736,G
Business,"Total Establishments","Total for all sectors",18709,X,24991,X,17657,X,16190,X,20385,X,16300,X,19080,X,16963,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",0,X,11,X,29,X,52,X,18,X,58,X,30,X,95,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,12,X,46,X,47,X,14,X,45,X,28,X,72,X
Business,"Total Establishments",Utilities,28,X,23,X,51,X,59,X,27,X,62,X,47,X,75,X
Business,"Total Establishments",Construction,996,X,1839,X,2442,X,1828,X,1522,X,1683,X,1731,X,1446,X
Business,"Total Establishments",Manufacturing,809,X,596,X,790,X,615,X,776,X,536,X,795,X,853,X
Business,"Total Establishments","Wholesale trade",1127,X,1385,X,791,X,605,X,1148,X,830,X,905,X,709,X
Business,"Total Establishments","Retail trade",2040,X,2876,X,2556,X,2515,X,2503,X,2359,X,3041,X,2838,X
Business,"Total Establishments","Transportation and warehousing",531,X,500,X,575,X,548,X,545,X,660,X,735,X,783,X
Business,"Total Establishments",Information,331,X,461,X,251,X,300,X,393,X,280,X,327,X,285,X
Business,"Total Establishments","Finance and insurance",814,X,2514,X,1180,X,1112,X,1285,X,1246,X,1327,X,1167,X
Business,"Total Establishments","Real estate and rental and leasing",784,X,1259,X,686,X,687,X,904,X,681,X,973,X,555,X
Business,"Total Establishments","Professional, scientific, and technical services",1825,X,3291,X,1370,X,1185,X,2547,X,1340,X,1576,X,937,X
Business,"Total Establishments","Management of companies and enterprises",312,X,561,X,77,X,59,X,198,X,74,X,126,X,75,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",896,X,1527,X,1005,X,776,X,1006,X,796,X,911,X,559,X
Business,"Total Establishments","Educational services",279,X,373,X,189,X,138,X,255,X,168,X,156,X,94,X
Business,"Total Establishments","Health care and social assistance",3861,X,3315,X,1915,X,2034,X,2952,X,1970,X,2045,X,2874,X
Business,"Total Establishments","Arts, entertainment, and recreation",238,X,434,X,289,X,240,X,296,X,259,X,356,X,188,X
Business,"Total Establishments","Accommodation and food services",1778,X,1840,X,1471,X,1502,X,1762,X,1335,X,1878,X,1351,X
Business,"Total Establishments","Other services (except public administration)",1896,X,2127,X,1903,X,1853,X,2146,X,1874,X,2058,X,1836,X
Business,"Total Establishments","Industries not classified",157,X,47,X,41,X,35,X,88,X,44,X,35,X,171,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
