Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE"
Housing,Value,"Median (dollars)",323400,"(+/- 5168 )",277300,"(+/- 4533 )",207500,"(+/- 5382 )",225000,"(+/- 5676 )",185000,"(+/- 6289 )",196500,"(+/- 4236 )",272000,"(+/- 4289 )",566600,"(+/- 11885 )",122900,"(+/- 3900 )",505300,"(+/- 11486 )",478300,"(+/- 6642 )"
Housing,"Mortgage Status","Owner-occupied units",215669,"(+/- 4369 )",173846,"(+/- 3778 )",153184,"(+/- 4569 )",171602,"(+/- 5109 )",203318,"(+/- 4935 )",190016,"(+/- 4555 )",216694,"(+/- 4538 )",169249,"(+/- 3880 )",199796,"(+/- 4265 )",218063,"(+/- 4144 )",181768,"(+/- 4133 )"
Housing,"Mortgage Status","Housing units with a mortgage",156259,"(+/- 4158 )",125039,"(+/- 3769 )",110351,"(+/- 4224 )",118653,"(+/- 4831 )",112440,"(+/- 4502 )",114816,"(+/- 4766 )",155687,"(+/- 4321 )",125372,"(+/- 4149 )",89749,"(+/- 4207 )",171185,"(+/- 4010 )",139970,"(+/- 3535 )"
Housing,"Mortgage Status","Housing units without a mortgage",59410,"(+/- 2795 )",48807,"(+/- 2176 )",42833,"(+/- 2991 )",52949,"(+/- 2978 )",90878,"(+/- 4201 )",75200,"(+/- 3329 )",61007,"(+/- 3262 )",43877,"(+/- 2468 )",110047,"(+/- 4178 )",46878,"(+/- 2730 )",41798,"(+/- 2639 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",156259,"(+/- 4158 )",125039,"(+/- 3769 )",110351,"(+/- 4224 )",118653,"(+/- 4831 )",112440,"(+/- 4502 )",114816,"(+/- 4766 )",155687,"(+/- 4321 )",125372,"(+/- 4149 )",89749,"(+/- 4207 )",171185,"(+/- 4010 )",139970,"(+/- 3535 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",825,"(+/- 381 )",794,"(+/- 391 )",829,"(+/- 433 )",1565,"(+/- 559 )",3239,"(+/- 885 )",2721,"(+/- 813 )",1802,"(+/- 691 )",126,"(+/- 118 )",3879,"(+/- 892 )",381,"(+/- 271 )",154,"(+/- 154 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",14949,"(+/- 1685 )",11711,"(+/- 1823 )",13836,"(+/- 2004 )",17443,"(+/- 1732 )",29884,"(+/- 2714 )",30558,"(+/- 2657 )",17841,"(+/- 1887 )",2949,"(+/- 930 )",39793,"(+/- 3135 )",5186,"(+/- 1056 )",3020,"(+/- 797 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",34360,"(+/- 2669 )",33209,"(+/- 2917 )",39103,"(+/- 2956 )",39212,"(+/- 3195 )",34181,"(+/- 2674 )",44164,"(+/- 3478 )",50038,"(+/- 2986 )",8807,"(+/- 1619 )",27912,"(+/- 2876 )",16425,"(+/- 2039 )",14737,"(+/- 1740 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",38366,"(+/- 2978 )",35742,"(+/- 3195 )",34075,"(+/- 3229 )",27103,"(+/- 2402 )",20270,"(+/- 2358 )",21672,"(+/- 2194 )",38325,"(+/- 2429 )",18780,"(+/- 2216 )",11203,"(+/- 1576 )",25992,"(+/- 2148 )",28441,"(+/- 2413 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",29429,"(+/- 2771 )",21980,"(+/- 2043 )",14305,"(+/- 1760 )",16147,"(+/- 1727 )",10646,"(+/- 1297 )",8678,"(+/- 1341 )",23812,"(+/- 2248 )",21409,"(+/- 2514 )",4076,"(+/- 922 )",30224,"(+/- 2094 )",30617,"(+/- 2672 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",19239,"(+/- 2017 )",10481,"(+/- 1471 )",4565,"(+/- 873 )",10678,"(+/- 1706 )",6431,"(+/- 1103 )",3816,"(+/- 1139 )",12008,"(+/- 1480 )",22317,"(+/- 1872 )",1398,"(+/- 497 )",29267,"(+/- 2817 )",23315,"(+/- 2170 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",19091,"(+/- 1826 )",11122,"(+/- 1156 )",3638,"(+/- 756 )",6505,"(+/- 1133 )",7789,"(+/- 1294 )",3207,"(+/- 938 )",11861,"(+/- 1326 )",50984,"(+/- 2307 )",1488,"(+/- 710 )",63710,"(+/- 2725 )",39686,"(+/- 2264 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1846,"(+/- 38 )",1715,"(+/- 29 )",1519,"(+/- 34 )",1519,"(+/- 44 )",1314,"(+/- 40 )",1257,"(+/- 30 )",1592,"(+/- 30 )",2738,"(+/- 53 )",1017,"(+/- 33 )",2626,"(+/- 44 )",2386,"(+/- 38 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",59410,"(+/- 2795 )",48807,"(+/- 2176 )",42833,"(+/- 2991 )",52949,"(+/- 2978 )",90878,"(+/- 4201 )",75200,"(+/- 3329 )",61007,"(+/- 3262 )",43877,"(+/- 2468 )",110047,"(+/- 4178 )",46878,"(+/- 2730 )",41798,"(+/- 2639 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",4567,"(+/- 1296 )",2693,"(+/- 724 )",2249,"(+/- 663 )",4227,"(+/- 948 )",16672,"(+/- 2048 )",10976,"(+/- 1598 )",3910,"(+/- 996 )",943,"(+/- 439 )",30524,"(+/- 2556 )",1615,"(+/- 559 )",1418,"(+/- 489 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",14624,"(+/- 1705 )",8252,"(+/- 1218 )",9863,"(+/- 1471 )",13664,"(+/- 1574 )",31479,"(+/- 2336 )",27705,"(+/- 2262 )",17026,"(+/- 1989 )",1119,"(+/- 414 )",43902,"(+/- 2934 )",4615,"(+/- 1040 )",2594,"(+/- 750 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",20315,"(+/- 1873 )",16693,"(+/- 1754 )",15175,"(+/- 1973 )",17421,"(+/- 2066 )",23399,"(+/- 2447 )",24793,"(+/- 2125 )",22146,"(+/- 2140 )",4423,"(+/- 779 )",27214,"(+/- 2163 )",9125,"(+/- 1232 )",6592,"(+/- 1027 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",12682,"(+/- 1642 )",10354,"(+/- 1292 )",9842,"(+/- 1320 )",10299,"(+/- 1550 )",11316,"(+/- 1694 )",8352,"(+/- 1315 )",10827,"(+/- 1681 )",11340,"(+/- 1525 )",5017,"(+/- 971 )",9059,"(+/- 1312 )",11332,"(+/- 1545 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4293,"(+/- 908 )",4540,"(+/- 1001 )",3431,"(+/- 809 )",4211,"(+/- 943 )",3798,"(+/- 991 )",1579,"(+/- 522 )",4046,"(+/- 889 )",10223,"(+/- 1440 )",1833,"(+/- 620 )",8860,"(+/- 1446 )",10312,"(+/- 1582 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2929,"(+/- 892 )",6275,"(+/- 1054 )",2273,"(+/- 676 )",3127,"(+/- 753 )",4214,"(+/- 993 )",1795,"(+/- 592 )",3052,"(+/- 877 )",15829,"(+/- 1669 )",1557,"(+/- 603 )",13604,"(+/- 1579 )",9550,"(+/- 1276 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",496,"(+/- 19 )",561,"(+/- 16 )",518,"(+/- 21 )",480,"(+/- 13 )",386,"(+/- 12 )",395,"(+/- 11 )",483,"(+/- 17 )",882,"(+/- 29 )",328,"(+/- 7 )",780,"(+/- 37 )",785,"(+/- 20 )"
Housing,"Gross Rent","Occupied units paying rent",63857,"(+/- 4087 )",101777,"(+/- 4416 )",131626,"(+/- 5088 )",108341,"(+/- 3903 )",77641,"(+/- 3632 )",95566,"(+/- 4545 )",75972,"(+/- 4093 )",152856,"(+/- 4863 )",71481,"(+/- 3765 )",63940,"(+/- 3960 )",84996,"(+/- 4024 )"
Housing,"Gross Rent","Less than $500",3820,"(+/- 1044 )",4259,"(+/- 1123 )",13320,"(+/- 1741 )",10639,"(+/- 1818 )",8683,"(+/- 1395 )",11565,"(+/- 1867 )",2110,"(+/- 711 )",5336,"(+/- 1484 )",16413,"(+/- 1997 )",958,"(+/- 487 )",1336,"(+/- 674 )"
Housing,"Gross Rent","$500 to $999",12429,"(+/- 1645 )",24359,"(+/- 2593 )",45119,"(+/- 3417 )",41735,"(+/- 3323 )",37211,"(+/- 3110 )",52590,"(+/- 3819 )",19626,"(+/- 2532 )",6101,"(+/- 1595 )",38416,"(+/- 2893 )",8761,"(+/- 1923 )",2452,"(+/- 877 )"
Housing,"Gross Rent","$1,000 to $1,499",20732,"(+/- 2595 )",44031,"(+/- 3611 )",54041,"(+/- 3824 )",38699,"(+/- 3312 )",21234,"(+/- 2399 )",23844,"(+/- 2509 )",36494,"(+/- 3250 )",30386,"(+/- 3046 )",12070,"(+/- 1724 )",17016,"(+/- 2170 )",14305,"(+/- 1942 )"
Housing,"Gross Rent","$1,500 to $1,999",17668,"(+/- 2547 )",20458,"(+/- 2197 )",14527,"(+/- 2035 )",13915,"(+/- 2042 )",7572,"(+/- 1224 )",4318,"(+/- 1009 )",12722,"(+/- 1936 )",55300,"(+/- 3569 )",2426,"(+/- 714 )",16896,"(+/- 2003 )",35494,"(+/- 2649 )"
Housing,"Gross Rent","$2,000 to $2,499",5058,"(+/- 1156 )",5690,"(+/- 1271 )",3631,"(+/- 1110 )",2524,"(+/- 720 )",1949,"(+/- 802 )",2650,"(+/- 888 )",3014,"(+/- 870 )",29901,"(+/- 2419 )",1196,"(+/- 471 )",11776,"(+/- 1969 )",19937,"(+/- 2269 )"
Housing,"Gross Rent","$2,500 to $2,999",2836,"(+/- 1014 )",1424,"(+/- 554 )",912,"(+/- 383 )",452,"(+/- 256 )",426,"(+/- 289 )",350,"(+/- 191 )",1122,"(+/- 627 )",15159,"(+/- 1808 )",670,"(+/- 523 )",4370,"(+/- 1272 )",7177,"(+/- 1331 )"
Housing,"Gross Rent","$3,000 or more",1314,"(+/- 542 )",1556,"(+/- 708 )",76,"(+/- 88 )",377,"(+/- 287 )",566,"(+/- 337 )",249,"(+/- 240 )",884,"(+/- 355 )",10673,"(+/- 1340 )",290,"(+/- 385 )",4163,"(+/- 1078 )",4295,"(+/- 897 )"
Housing,"Gross Rent","Median (dollars)",1381,"(+/- 54 )",1252,"(+/- 33 )",1053,"(+/- 20 )",1019,"(+/- 30 )",909,"(+/- 28 )",854,"(+/- 21 )",1202,"(+/- 27 )",1813,"(+/- 23 )",689,"(+/- 22 )",1655,"(+/- 54 )",1844,"(+/- 26 )"
Housing,"Gross Rent","No rent paid",3155,"(+/- 922 )",3555,"(+/- 798 )",5346,"(+/- 1123 )",3878,"(+/- 1085 )",9938,"(+/- 1478 )",5322,"(+/- 1133 )",4274,"(+/- 1012 )",2036,"(+/- 748 )",12041,"(+/- 1513 )",3014,"(+/- 1040 )",1707,"(+/- 731 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",282681,"(+/- 4594 )",279178,"(+/- 3971 )",290156,"(+/- 4458 )",283821,"(+/- 5751 )",290897,"(+/- 4627 )",290904,"(+/- 4546 )",296940,"(+/- 4562 )",324141,"(+/- 4380 )",283318,"(+/- 4659 )",285017,"(+/- 3675 )",268471,"(+/- 4985 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",9667,"(+/- 1651 )",11009,"(+/- 1404 )",24127,"(+/- 2639 )",20521,"(+/- 2459 )",19495,"(+/- 2248 )",19727,"(+/- 2711 )",10147,"(+/- 1383 )",10911,"(+/- 1921 )",29419,"(+/- 2440 )",3532,"(+/- 907 )",7606,"(+/- 1746 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",7447,"(+/- 1406 )",8238,"(+/- 1221 )",13468,"(+/- 2115 )",13293,"(+/- 1976 )",15336,"(+/- 1990 )",15078,"(+/- 1819 )",8381,"(+/- 1690 )",5575,"(+/- 1365 )",21019,"(+/- 2282 )",3887,"(+/- 1103 )",3690,"(+/- 1050 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",15922,"(+/- 2023 )",17764,"(+/- 1892 )",28556,"(+/- 2771 )",23129,"(+/- 2543 )",30410,"(+/- 2722 )",28886,"(+/- 2636 )",20107,"(+/- 2854 )",13905,"(+/- 1882 )",37915,"(+/- 2915 )",9818,"(+/- 1862 )",9711,"(+/- 1563 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",12655,"(+/- 1702 )",20752,"(+/- 2565 )",27155,"(+/- 2698 )",28430,"(+/- 2840 )",27526,"(+/- 3101 )",32174,"(+/- 2533 )",18748,"(+/- 2513 )",12493,"(+/- 1701 )",32886,"(+/- 2543 )",11968,"(+/- 1832 )",11981,"(+/- 2049 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",23973,"(+/- 2364 )",36047,"(+/- 2669 )",41589,"(+/- 3257 )",37723,"(+/- 3032 )",39222,"(+/- 2678 )",42449,"(+/- 3326 )",34571,"(+/- 2731 )",23119,"(+/- 2452 )",41788,"(+/- 3151 )",18263,"(+/- 2118 )",18643,"(+/- 2210 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",45972,"(+/- 3386 )",54594,"(+/- 3295 )",56005,"(+/- 3467 )",48427,"(+/- 3437 )",53662,"(+/- 3535 )",52114,"(+/- 3026 )",50705,"(+/- 3659 )",42327,"(+/- 3195 )",49253,"(+/- 2985 )",31908,"(+/- 2765 )",32313,"(+/- 2525 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",41089,"(+/- 2991 )",39824,"(+/- 2989 )",37770,"(+/- 2450 )",35564,"(+/- 2663 )",35820,"(+/- 2355 )",37259,"(+/- 2621 )",42775,"(+/- 2907 )",37536,"(+/- 3037 )",31776,"(+/- 2514 )",31329,"(+/- 2614 )",35689,"(+/- 2691 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",60523,"(+/- 3503 )",48581,"(+/- 2887 )",37677,"(+/- 3071 )",45381,"(+/- 3204 )",39634,"(+/- 2778 )",39224,"(+/- 2660 )",60093,"(+/- 4108 )",66548,"(+/- 3245 )",24747,"(+/- 2309 )",54325,"(+/- 3356 )",54296,"(+/- 3252 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",30681,"(+/- 2763 )",23398,"(+/- 2355 )",12089,"(+/- 1811 )",16589,"(+/- 1751 )",13702,"(+/- 1514 )",13316,"(+/- 1875 )",25041,"(+/- 2409 )",44191,"(+/- 3134 )",7652,"(+/- 1375 )",40830,"(+/- 2897 )",40464,"(+/- 3066 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",34752,"(+/- 2658 )",18971,"(+/- 1683 )",11720,"(+/- 1504 )",14764,"(+/- 1805 )",16090,"(+/- 1788 )",10677,"(+/- 1664 )",26372,"(+/- 2025 )",67536,"(+/- 2707 )",6863,"(+/- 1184 )",79157,"(+/- 3223 )",54078,"(+/- 2991 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",90234,"(+/- 2578 )",71088,"(+/- 1683 )",53533,"(+/- 1873 )",60160,"(+/- 1365 )",55491,"(+/- 1543 )",52925,"(+/- 1465 )",78060,"(+/- 2682 )",110606,"(+/- 3437 )",41520,"(+/- 1486 )",127220,"(+/- 3551 )",111279,"(+/- 3240 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",108542,"(+/- 2519 )",93247,"(+/- 2485 )",72457,"(+/- 2564 )",79721,"(+/- 1995 )",79396,"(+/- 3710 )",71781,"(+/- 2144 )",100388,"(+/- 3047 )",142690,"(+/- 3405 )",56952,"(+/- 1867 )",163632,"(+/- 4775 )",138494,"(+/- 3420 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",795551,"(+/- 12031 )",689138,"(+/- 8039 )",714112,"(+/- 10950 )",720273,"(+/- 13664 )",723136,"(+/- 7908 )",743846,"(+/- 5011 )",801011,"(+/- 11746 )",779775,"(+/- 13191 )",687902,"(+/- 4896 )",856270,"(+/- 10903 )",790024,"(+/- 17980 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",736442,"(+/- 12007 )",629342,"(+/- 8821 )",642692,"(+/- 10311 )",655079,"(+/- 13964 )",654926,"(+/- 9537 )",673749,"(+/- 6014 )",733475,"(+/- 10753 )",706894,"(+/- 13505 )",623176,"(+/- 6375 )",799013,"(+/- 11524 )",714781,"(+/- 14712 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",648652,"(+/- 11268 )",541364,"(+/- 9139 )",498168,"(+/- 13178 )",503256,"(+/- 13389 )",511997,"(+/- 11130 )",522789,"(+/- 9296 )",613804,"(+/- 12224 )",631787,"(+/- 11919 )",430104,"(+/- 9316 )",722838,"(+/- 12791 )",633559,"(+/- 13379 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",200266,"(+/- 8104 )",195287,"(+/- 6932 )",235721,"(+/- 11422 )",246277,"(+/- 9817 )",259265,"(+/- 8208 )",254047,"(+/- 8317 )",219776,"(+/- 8524 )",160416,"(+/- 8855 )",285220,"(+/- 7854 )",154970,"(+/- 7546 )",163060,"(+/- 8886 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",59109,"(+/- 5576 )",59796,"(+/- 5524 )",71420,"(+/- 6236 )",65194,"(+/- 5929 )",68210,"(+/- 7108 )",70097,"(+/- 5182 )",67536,"(+/- 5655 )",72881,"(+/- 6746 )",64726,"(+/- 4476 )",57257,"(+/- 5597 )",75243,"(+/- 8798 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",204233,"(+/- 5830 )",166247,"(+/- 4289 )",179599,"(+/- 5049 )",161146,"(+/- 7024 )",156765,"(+/- 4054 )",165719,"(+/- 3203 )",200263,"(+/- 6259 )",173279,"(+/- 6795 )",141630,"(+/- 3385 )",239476,"(+/- 4941 )",204161,"(+/- 8335 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8984,"(+/- 2382 )",10531,"(+/- 2275 )",10239,"(+/- 2736 )",8298,"(+/- 1883 )",8927,"(+/- 2658 )",8461,"(+/- 1556 )",9145,"(+/- 2118 )",9932,"(+/- 2354 )",6864,"(+/- 1557 )",8090,"(+/- 2067 )",12097,"(+/- 2760 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.9,"(+/- 0.8 )",5.9,"(+/- 1.1 )",10.3,"(+/- 1.2 )",9.3,"(+/- 1.2 )",10.0,"(+/- 1.0 )",7.7,"(+/- 1.0 )",5.7,"(+/- 1.1 )",5.7,"(+/- 1.0 )",13.3,"(+/- 1.4 )",2.8,"(+/- 0.6 )",4.5,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.8,"(+/- 1.6 )",9.8,"(+/- 2.2 )",16.9,"(+/- 2.3 )",15.8,"(+/- 2.5 )",18.1,"(+/- 2.3 )",12.7,"(+/- 1.8 )",10.0,"(+/- 2.0 )",9.0,"(+/- 1.9 )",22.1,"(+/- 2.8 )",3.5,"(+/- 0.9 )",7.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.2,"(+/- 3.7 )",13.1,"(+/- 4.8 )",15.2,"(+/- 4.8 )",15.2,"(+/- 5.9 )",12.6,"(+/- 5.4 )",16.8,"(+/- 4.9 )",9.2,"(+/- 5.1 )",4.3,"(+/- 3.0 )",29.1,"(+/- 7.7 )",4.0,"(+/- 3.2 )",8.1,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,"(+/- 0.7 )",2.1,"(+/- 0.7 )",2.8,"(+/- 0.7 )",3.1,"(+/- 0.9 )",5.0,"(+/- 0.8 )",3.9,"(+/- 0.8 )",2.1,"(+/- 0.6 )",2.6,"(+/- 0.8 )",8.1,"(+/- 1.4 )",1.7,"(+/- 0.6 )",2.7,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.4,"(+/- 1.1 )",2.3,"(+/- 1.3 )",3.8,"(+/- 1.6 )",3.4,"(+/- 1.6 )",8.7,"(+/- 2.3 )",5.2,"(+/- 1.7 )",3.2,"(+/- 1.2 )",3.6,"(+/- 1.5 )",9.8,"(+/- 2.2 )",1.8,"(+/- 0.9 )",3.9,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.9,"(+/- 2.3 )",1.8,"(+/- 1.8 )",1.7,"(+/- 1.8 )",1.0,"(+/- 1.2 )",1.1,"(+/- 1.4 )",8.3,"(+/- 6.2 )",2.5,"(+/- 1.9 )",1.0,"(+/- 1.5 )",12.0,"(+/- 5.9 )",2.0,"(+/- 1.5 )",3.2,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",17.0,"(+/- 3.6 )",23.3,"(+/- 4.7 )",27.4,"(+/- 3.6 )",25.3,"(+/- 3.8 )",27.1,"(+/- 4.3 )",22.1,"(+/- 4.1 )",22.7,"(+/- 4.9 )",18.3,"(+/- 4.8 )",33.1,"(+/- 4.2 )",10.6,"(+/- 4.2 )",11.7,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.0,"(+/- 5.5 )",32.5,"(+/- 6.6 )",33.6,"(+/- 5.0 )",36.9,"(+/- 5.4 )",39.4,"(+/- 6.4 )",32.7,"(+/- 6.2 )",32.8,"(+/- 6.4 )",26.6,"(+/- 7.4 )",48.9,"(+/- 6.6 )",14.2,"(+/- 5.8 )",18.5,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.6,"(+/- 15.3 )",48.9,"(+/- 15.9 )",34.1,"(+/- 11.9 )",43.8,"(+/- 13.8 )",37.8,"(+/- 16.7 )",57.5,"(+/- 22.1 )",39.6,"(+/- 20.1 )",24.4,"(+/- 18.6 )",66.2,"(+/- 14.7 )",9.1,"(+/- 15.8 )",27.2,"(+/- 22.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.6,"(+/- 0.9 )",8.7,"(+/- 1.0 )",14.9,"(+/- 1.2 )",14.9,"(+/- 1.5 )",14.5,"(+/- 1.1 )",14.0,"(+/- 0.9 )",8.4,"(+/- 1.0 )",7.5,"(+/- 1.0 )",20.2,"(+/- 1.3 )",4.1,"(+/- 0.7 )",7.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.3,"(+/- 2.0 )",12.4,"(+/- 2.4 )",21.7,"(+/- 3.2 )",23.5,"(+/- 4.2 )",20.1,"(+/- 2.5 )",15.4,"(+/- 2.2 )",10.7,"(+/- 2.1 )",10.6,"(+/- 2.5 )",25.0,"(+/- 3.4 )",4.8,"(+/- 1.4 )",8.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.8,"(+/- 2.0 )",12.2,"(+/- 2.4 )",21.2,"(+/- 3.2 )",22.8,"(+/- 4.2 )",19.7,"(+/- 2.5 )",14.9,"(+/- 2.2 )",10.3,"(+/- 2.0 )",10.5,"(+/- 2.5 )",24.5,"(+/- 3.4 )",4.6,"(+/- 1.4 )",8.2,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",8.6,"(+/- 3.0 )",18.6,"(+/- 4.8 )",21.8,"(+/- 4.6 )",26.4,"(+/- 5.7 )",18.2,"(+/- 4.2 )",20.0,"(+/- 3.3 )",13.2,"(+/- 4.1 )",8.6,"(+/- 2.8 )",31.4,"(+/- 5.5 )",4.2,"(+/- 1.9 )",9.9,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",7.5,"(+/- 2.1 )",9.7,"(+/- 2.4 )",21.0,"(+/- 3.5 )",21.4,"(+/- 4.3 )",20.3,"(+/- 2.9 )",13.2,"(+/- 2.5 )",9.2,"(+/- 1.8 )",11.3,"(+/- 2.9 )",22.4,"(+/- 3.8 )",4.7,"(+/- 1.8 )",7.5,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.1,"(+/- 0.7 )",7.7,"(+/- 0.8 )",12.8,"(+/- 1.0 )",12.7,"(+/- 1.1 )",13.1,"(+/- 0.9 )",13.6,"(+/- 0.9 )",7.7,"(+/- 0.9 )",6.7,"(+/- 0.8 )",19.1,"(+/- 1.1 )",3.8,"(+/- 0.6 )",6.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.0,"(+/- 1.3 )",6.1,"(+/- 1.2 )",12.4,"(+/- 1.7 )",11.3,"(+/- 1.8 )",8.8,"(+/- 1.3 )",8.4,"(+/- 1.3 )",7.5,"(+/- 1.3 )",8.4,"(+/- 1.9 )",12.4,"(+/- 1.6 )",3.5,"(+/- 0.8 )",6.7,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.8,"(+/- 0.9 )",6.6,"(+/- 1.1 )",11.8,"(+/- 1.5 )",11.3,"(+/- 1.7 )",11.0,"(+/- 1.1 )",8.8,"(+/- 1.0 )",6.3,"(+/- 1.1 )",6.0,"(+/- 1.1 )",14.6,"(+/- 1.6 )",2.9,"(+/- 0.7 )",4.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",18.6,"(+/- 2.2 )",17.8,"(+/- 2.0 )",25.1,"(+/- 1.9 )",26.4,"(+/- 1.8 )",27.7,"(+/- 2.1 )",31.9,"(+/- 2.2 )",19.8,"(+/- 2.1 )",11.6,"(+/- 1.4 )",38.6,"(+/- 2.2 )",13.1,"(+/- 1.9 )",18.4,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",208716,"(+/- 6548 )",180402,"(+/- 6313 )",195873,"(+/- 5686 )",177308,"(+/- 7195 )",174047,"(+/- 5661 )",187866,"(+/- 5085 )",192963,"(+/- 7089 )",183555,"(+/- 8200 )",166963,"(+/- 4158 )",241449,"(+/- 6680 )",215130,"(+/- 8087 )"
