Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",652506,"(+/- 7298 )",675743,"(+/- 6118 )",686082,"(+/- 7934 )",709207,"(+/- 8263 )",681555,"(+/- 9830 )",727449,"(+/- 11865 )",713187,"(+/- 10101 )",644284,"(+/- 11263 )",722810,"(+/- 7940 )",715272,"(+/- 6138 )",715198,"(+/- 10301 )",734374,"(+/- 7857 )",720069,"(+/- 6453 )",730194,"(+/- 9564 )",765092,"(+/- 7915 )",669904,"(+/- 13749 )",750353,"(+/- 13533 )",717792,"(+/- 12953 )",721305,"(+/- 14575 )",658931,"(+/- 8736 )",619020,"(+/- 15452 )",717542,"(+/- 14693 )",677750,"(+/- 13943 )",658403,"(+/- 6431 )",670373,"(+/- 12384 )",655041,"(+/- 6765 )",665923,"(+/- 8851 )",649841,"(+/- 15225 )",624962,"(+/- 16926 )",709505,"(+/- 19366 )",676568,"(+/- 12715 )",659129,"(+/- 11089 )",675651,"(+/- 13770 )",617375,"(+/- 15665 )",673317,"(+/- 12605 )",687824,"(+/- 9457 )",660781,"(+/- 19431 )",657929,"(+/- 12289 )",676652,"(+/- 8925 )",609723,"(+/- 12559 )",686887,"(+/- 10227 )",767566,"(+/- 8866 )",674626,"(+/- 14217 )",639598,"(+/- 14651 )",760087,"(+/- 9760 )",633451,"(+/- 10609 )",656741,"(+/- 12132 )",681223,"(+/- 8861 )",657402,"(+/- 10900 )",678797,"(+/- 12507 )",627836,"(+/- 17412 )",700296,"(+/- 16400 )",717719,"(+/- 17963 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",432279,"(+/- 10582 )",498057,"(+/- 10366 )",493839,"(+/- 12668 )",555368,"(+/- 11462 )",506055,"(+/- 11387 )",455458,"(+/- 13547 )",541428,"(+/- 11099 )",374561,"(+/- 15555 )",466596,"(+/- 12460 )",469577,"(+/- 13429 )",556413,"(+/- 13658 )",586734,"(+/- 10707 )",536525,"(+/- 10120 )",599887,"(+/- 12239 )",602263,"(+/- 10405 )",320666,"(+/- 10479 )",633962,"(+/- 14037 )",616654,"(+/- 12597 )",531939,"(+/- 14268 )",438020,"(+/- 11275 )",264824,"(+/- 12070 )",458638,"(+/- 14631 )",421788,"(+/- 14561 )",480706,"(+/- 10141 )",483211,"(+/- 16296 )",469987,"(+/- 9283 )",453580,"(+/- 11893 )",452824,"(+/- 14313 )",321352,"(+/- 12459 )",522747,"(+/- 17565 )",422651,"(+/- 14930 )",412212,"(+/- 10433 )",572300,"(+/- 13069 )",315846,"(+/- 12718 )",401888,"(+/- 12471 )",379529,"(+/- 13209 )",430577,"(+/- 14861 )",460373,"(+/- 11319 )",505695,"(+/- 12197 )",276067,"(+/- 10549 )",427797,"(+/- 15587 )",560667,"(+/- 13680 )",396002,"(+/- 14328 )",340183,"(+/- 12636 )",635004,"(+/- 11515 )",374612,"(+/- 13694 )",455368,"(+/- 12427 )",527573,"(+/- 10847 )",512430,"(+/- 14652 )",495444,"(+/- 13277 )",323790,"(+/- 14023 )",583362,"(+/- 14984 )",542086,"(+/- 17079 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",342045,"(+/- 9255 )",290862,"(+/- 10153 )",283427,"(+/- 9820 )",278857,"(+/- 10032 )",271900,"(+/- 9079 )",346617,"(+/- 13111 )",278224,"(+/- 11726 )",340106,"(+/- 15574 )",336603,"(+/- 11864 )",319390,"(+/- 13128 )",247778,"(+/- 10909 )",209708,"(+/- 10003 )",253014,"(+/- 9659 )",215072,"(+/- 9623 )",233111,"(+/- 8363 )",422801,"(+/- 14749 )",171652,"(+/- 11121 )",177511,"(+/- 8999 )",250500,"(+/- 12271 )",294290,"(+/- 10046 )",393842,"(+/- 13651 )",342093,"(+/- 12436 )",331924,"(+/- 15918 )",272447,"(+/- 8884 )",256189,"(+/- 12784 )",259500,"(+/- 8486 )",266246,"(+/- 9717 )",244098,"(+/- 11222 )",340924,"(+/- 12893 )",256016,"(+/- 11470 )",306252,"(+/- 12166 )",287885,"(+/- 11986 )",184652,"(+/- 8285 )",332500,"(+/- 10134 )",307438,"(+/- 12790 )",400702,"(+/- 11977 )",281232,"(+/- 12883 )",246499,"(+/- 9662 )",229416,"(+/- 11267 )",357285,"(+/- 12009 )",305724,"(+/- 13392 )",272750,"(+/- 12246 )",327026,"(+/- 13109 )",338176,"(+/- 15966 )",204181,"(+/- 8811 )",294174,"(+/- 12115 )",257037,"(+/- 10929 )",226181,"(+/- 8545 )",228576,"(+/- 9421 )",274954,"(+/- 11256 )",351792,"(+/- 16330 )",198877,"(+/- 9971 )",254902,"(+/- 13362 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",41774,"(+/- 4035 )",35460,"(+/- 3751 )",45316,"(+/- 4468 )",34837,"(+/- 4617 )",43906,"(+/- 4723 )",45540,"(+/- 4716 )",32427,"(+/- 4613 )",54629,"(+/- 5527 )",43858,"(+/- 4991 )",40553,"(+/- 4642 )",42913,"(+/- 5171 )",25633,"(+/- 3307 )",40096,"(+/- 4413 )",25871,"(+/- 4425 )",19805,"(+/- 3083 )",64005,"(+/- 6295 )",22152,"(+/- 3726 )",28511,"(+/- 4967 )",39345,"(+/- 5504 )",62635,"(+/- 6514 )",56732,"(+/- 7606 )",48582,"(+/- 5832 )",54058,"(+/- 7737 )",66637,"(+/- 5557 )",38915,"(+/- 5312 )",66620,"(+/- 5776 )",34303,"(+/- 4423 )",55762,"(+/- 5545 )",79019,"(+/- 6426 )",53293,"(+/- 5856 )",60434,"(+/- 6567 )",53322,"(+/- 5751 )",26727,"(+/- 4361 )",116332,"(+/- 7664 )",86003,"(+/- 7293 )",54079,"(+/- 6402 )",75164,"(+/- 6538 )",54340,"(+/- 5466 )",47066,"(+/- 5708 )",104907,"(+/- 7860 )",84691,"(+/- 7852 )",52188,"(+/- 5788 )",76094,"(+/- 6714 )",80384,"(+/- 6727 )",34995,"(+/- 5087 )",91629,"(+/- 7088 )",50767,"(+/- 5388 )",36532,"(+/- 4952 )",48225,"(+/- 5599 )",63159,"(+/- 6985 )",84184,"(+/- 6871 )",38611,"(+/- 6340 )",62600,"(+/- 6719 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",146612,"(+/- 4387 )",153908,"(+/- 3930 )",191806,"(+/- 4533 )",163428,"(+/- 4425 )",159792,"(+/- 5339 )",201048,"(+/- 6607 )",179823,"(+/- 6811 )",201188,"(+/- 8704 )",221371,"(+/- 5212 )",213614,"(+/- 3231 )",171944,"(+/- 5671 )",107391,"(+/- 3206 )",150104,"(+/- 5754 )",156138,"(+/- 4490 )",193163,"(+/- 5243 )",235340,"(+/- 6177 )",165544,"(+/- 6801 )",174251,"(+/- 7477 )",183451,"(+/- 7430 )",191261,"(+/- 3214 )",224970,"(+/- 8977 )",230246,"(+/- 8515 )",210816,"(+/- 8919 )",165230,"(+/- 1911 )",192984,"(+/- 7559 )",179713,"(+/- 3023 )",145949,"(+/- 6106 )",113764,"(+/- 7007 )",170108,"(+/- 8853 )",158336,"(+/- 8470 )",208046,"(+/- 7996 )",171065,"(+/- 7368 )",146239,"(+/- 7884 )",146585,"(+/- 6654 )",213270,"(+/- 9415 )",154730,"(+/- 7516 )",150495,"(+/- 8558 )",167325,"(+/- 9112 )",165925,"(+/- 6458 )",204925,"(+/- 8485 )",222921,"(+/- 6833 )",245673,"(+/- 8566 )",187983,"(+/- 8947 )",211744,"(+/- 8855 )",183641,"(+/- 6881 )",190401,"(+/- 5566 )",156277,"(+/- 7407 )",143914,"(+/- 5577 )",168806,"(+/- 7765 )",187710,"(+/- 7835 )",199926,"(+/- 8621 )",159091,"(+/- 8172 )",174363,"(+/- 8689 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5820,"(+/- 1534 )",3428,"(+/- 1225 )",5572,"(+/- 1524 )",3955,"(+/- 1476 )",4188,"(+/- 1797 )",3756,"(+/- 1306 )",3665,"(+/- 1274 )",6523,"(+/- 1731 )",3384,"(+/- 1213 )",6190,"(+/- 1291 )",5554,"(+/- 1477 )",1988,"(+/- 782 )",4279,"(+/- 1381 )",2307,"(+/- 1113 )",2661,"(+/- 829 )",5681,"(+/- 1815 )",1645,"(+/- 781 )",4658,"(+/- 1557 )",2905,"(+/- 956 )",5857,"(+/- 2608 )",5268,"(+/- 2845 )",6419,"(+/- 2553 )",9013,"(+/- 3858 )",7754,"(+/- 1664 )",4963,"(+/- 1749 )",5114,"(+/- 1926 )",2690,"(+/- 901 )",4564,"(+/- 1664 )",7095,"(+/- 1543 )",4953,"(+/- 1941 )",6257,"(+/- 1793 )",5604,"(+/- 1759 )",2304,"(+/- 1196 )",6784,"(+/- 1606 )",12902,"(+/- 2786 )",5300,"(+/- 1719 )",6314,"(+/- 2059 )",5355,"(+/- 1998 )",5878,"(+/- 1640 )",10070,"(+/- 2103 )",11451,"(+/- 2847 )",7139,"(+/- 2087 )",7739,"(+/- 2053 )",8311,"(+/- 1928 )",4239,"(+/- 1312 )",6829,"(+/- 1526 )",4912,"(+/- 1672 )",3526,"(+/- 1082 )",4509,"(+/- 1966 )",9198,"(+/- 2352 )",8646,"(+/- 2405 )",4304,"(+/- 1719 )",9279,"(+/- 2313 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",9.1,"(+/- 1.1 )",6.9,"(+/- 1.1 )",9.1,"(+/- 1.1 )",6.0,"(+/- 1.1 )",5.6,"(+/- 0.9 )",12.5,"(+/- 1.4 )",8.4,"(+/- 1.1 )",14.1,"(+/- 1.8 )",10.8,"(+/- 1.3 )",10.4,"(+/- 1.2 )",6.6,"(+/- 1.0 )",5.3,"(+/- 1.0 )",8.0,"(+/- 0.9 )",4.3,"(+/- 0.8 )",3.0,"(+/- 0.5 )",21.6,"(+/- 1.6 )",3.7,"(+/- 0.7 )",3.4,"(+/- 0.8 )",4.9,"(+/- 1.0 )",9.3,"(+/- 1.2 )",21.8,"(+/- 1.5 )",11.9,"(+/- 1.3 )",14.0,"(+/- 1.6 )",7.1,"(+/- 1.1 )",9.8,"(+/- 1.2 )",6.4,"(+/- 0.9 )",8.4,"(+/- 1.0 )",8.0,"(+/- 1.3 )",13.7,"(+/- 1.5 )",6.4,"(+/- 1.0 )",11.9,"(+/- 1.4 )",8.3,"(+/- 0.9 )",4.0,"(+/- 0.8 )",15.9,"(+/- 1.5 )",11.3,"(+/- 1.3 )",11.4,"(+/- 1.3 )",11.6,"(+/- 1.6 )",6.9,"(+/- 1.1 )",6.4,"(+/- 1.0 )",17.8,"(+/- 1.4 )",11.0,"(+/- 1.2 )",6.6,"(+/- 1.0 )",10.8,"(+/- 1.3 )",16.0,"(+/- 1.3 )",5.0,"(+/- 1.0 )",11.9,"(+/- 1.5 )",9.7,"(+/- 1.1 )",6.1,"(+/- 1.0 )",5.1,"(+/- 1.1 )",7.1,"(+/- 1.1 )",16.4,"(+/- 1.7 )",4.6,"(+/- 0.8 )",6.8,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.0,"(+/- 2.4 )",11.5,"(+/- 2.3 )",13.5,"(+/- 2.2 )",8.9,"(+/- 2.0 )",8.5,"(+/- 1.8 )",18.8,"(+/- 2.5 )",13.5,"(+/- 2.1 )",20.2,"(+/- 2.7 )",16.7,"(+/- 2.0 )",15.4,"(+/- 2.2 )",9.7,"(+/- 1.7 )",8.1,"(+/- 2.2 )",12.0,"(+/- 1.7 )",5.8,"(+/- 1.5 )",3.7,"(+/- 0.9 )",30.1,"(+/- 2.4 )",3.8,"(+/- 1.1 )",4.2,"(+/- 1.3 )",5.8,"(+/- 1.4 )",14.6,"(+/- 2.2 )",28.9,"(+/- 2.4 )",17.5,"(+/- 2.0 )",19.4,"(+/- 2.4 )",11.0,"(+/- 2.0 )",14.6,"(+/- 2.1 )",9.3,"(+/- 1.5 )",12.0,"(+/- 1.9 )",12.1,"(+/- 2.6 )",20.6,"(+/- 2.4 )",9.9,"(+/- 2.0 )",17.2,"(+/- 2.2 )",12.5,"(+/- 1.6 )",4.8,"(+/- 1.4 )",22.1,"(+/- 2.7 )",15.7,"(+/- 1.8 )",18.7,"(+/- 3.0 )",17.8,"(+/- 2.5 )",9.2,"(+/- 1.9 )",8.8,"(+/- 1.8 )",25.3,"(+/- 2.2 )",16.5,"(+/- 2.0 )",8.8,"(+/- 1.6 )",16.6,"(+/- 2.0 )",21.2,"(+/- 1.9 )",5.9,"(+/- 1.7 )",17.5,"(+/- 2.4 )",14.8,"(+/- 2.0 )",7.5,"(+/- 1.9 )",7.9,"(+/- 1.9 )",10.6,"(+/- 1.9 )",23.4,"(+/- 2.5 )",6.2,"(+/- 1.4 )",10.2,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.0,"(+/- 7.0 )",15.0,"(+/- 6.2 )",12.4,"(+/- 5.3 )",8.6,"(+/- 4.8 )",6.5,"(+/- 3.2 )",11.4,"(+/- 4.7 )",8.5,"(+/- 3.9 )",12.8,"(+/- 5.7 )",12.8,"(+/- 5.9 )",13.8,"(+/- 6.0 )",14.6,"(+/- 5.3 )",4.4,"(+/- 2.9 )",10.3,"(+/- 4.5 )",2.9,"(+/- 2.2 )",1.2,"(+/- 0.8 )",27.4,"(+/- 5.5 )",0.4,"(+/- 0.4 )",5.2,"(+/- 3.4 )",4.1,"(+/- 3.1 )",6.2,"(+/- 3.2 )",25.2,"(+/- 6.0 )",18.5,"(+/- 6.5 )",12.6,"(+/- 4.5 )",9.5,"(+/- 4.9 )",10.7,"(+/- 5.5 )",5.5,"(+/- 3.4 )",11.2,"(+/- 5.0 )",8.3,"(+/- 4.8 )",18.6,"(+/- 6.5 )",6.6,"(+/- 3.8 )",16.2,"(+/- 5.3 )",9.0,"(+/- 3.5 )",5.6,"(+/- 5.3 )",13.4,"(+/- 4.8 )",11.0,"(+/- 4.9 )",19.2,"(+/- 7.2 )",12.9,"(+/- 4.8 )",7.9,"(+/- 4.1 )",9.7,"(+/- 4.2 )",20.5,"(+/- 5.9 )",13.7,"(+/- 4.8 )",10.2,"(+/- 5.1 )",8.0,"(+/- 3.5 )",13.1,"(+/- 4.9 )",5.1,"(+/- 3.9 )",12.4,"(+/- 5.2 )",15.2,"(+/- 6.2 )",4.8,"(+/- 3.8 )",4.0,"(+/- 2.9 )",8.7,"(+/- 3.8 )",11.8,"(+/- 4.7 )",3.3,"(+/- 1.9 )",6.5,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.8,"(+/- 0.9 )",3.5,"(+/- 0.8 )",5.1,"(+/- 0.9 )",3.5,"(+/- 0.9 )",2.3,"(+/- 0.7 )",8.5,"(+/- 1.6 )",5.4,"(+/- 1.1 )",8.8,"(+/- 1.4 )",5.6,"(+/- 1.1 )",6.1,"(+/- 1.1 )",3.4,"(+/- 0.8 )",3.2,"(+/- 0.8 )",4.3,"(+/- 1.0 )",2.5,"(+/- 0.6 )",1.8,"(+/- 0.5 )",13.6,"(+/- 1.7 )",2.5,"(+/- 0.6 )",2.2,"(+/- 0.5 )",2.8,"(+/- 1.0 )",5.3,"(+/- 1.1 )",14.5,"(+/- 1.7 )",7.5,"(+/- 1.3 )",7.6,"(+/- 1.3 )",3.6,"(+/- 0.9 )",5.4,"(+/- 1.0 )",3.7,"(+/- 0.9 )",5.3,"(+/- 0.9 )",6.1,"(+/- 1.3 )",10.7,"(+/- 1.7 )",4.2,"(+/- 0.9 )",6.3,"(+/- 1.3 )",6.5,"(+/- 1.0 )",3.1,"(+/- 0.8 )",11.3,"(+/- 1.5 )",7.3,"(+/- 1.3 )",8.7,"(+/- 1.1 )",6.4,"(+/- 1.4 )",4.6,"(+/- 1.0 )",4.3,"(+/- 0.8 )",11.0,"(+/- 1.3 )",6.4,"(+/- 1.2 )",4.2,"(+/- 0.8 )",6.8,"(+/- 1.4 )",10.3,"(+/- 1.4 )",3.4,"(+/- 0.9 )",8.2,"(+/- 1.7 )",4.9,"(+/- 0.9 )",4.5,"(+/- 0.8 )",2.4,"(+/- 0.7 )",4.2,"(+/- 1.0 )",10.4,"(+/- 1.9 )",2.3,"(+/- 0.5 )",4.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.3,"(+/- 2.2 )",4.5,"(+/- 1.6 )",6.6,"(+/- 1.8 )",3.2,"(+/- 1.3 )",3.3,"(+/- 1.4 )",13.3,"(+/- 3.1 )",8.3,"(+/- 2.2 )",13.5,"(+/- 2.6 )",7.8,"(+/- 1.9 )",9.1,"(+/- 2.3 )",4.0,"(+/- 1.3 )",3.8,"(+/- 1.6 )",5.8,"(+/- 1.7 )",2.8,"(+/- 1.1 )",2.0,"(+/- 0.8 )",18.7,"(+/- 3.0 )",1.5,"(+/- 0.6 )",2.0,"(+/- 0.7 )",2.6,"(+/- 1.1 )",7.7,"(+/- 2.1 )",19.0,"(+/- 2.8 )",11.0,"(+/- 2.1 )",10.3,"(+/- 2.3 )",4.5,"(+/- 1.3 )",7.0,"(+/- 1.5 )",4.4,"(+/- 1.2 )",6.2,"(+/- 1.6 )",8.2,"(+/- 2.4 )",14.8,"(+/- 2.6 )",5.9,"(+/- 1.7 )",8.1,"(+/- 2.4 )",8.8,"(+/- 1.6 )",2.7,"(+/- 1.2 )",13.7,"(+/- 2.2 )",9.3,"(+/- 2.0 )",13.1,"(+/- 3.1 )",8.9,"(+/- 2.5 )",5.1,"(+/- 1.6 )",4.6,"(+/- 1.5 )",15.3,"(+/- 2.0 )",9.3,"(+/- 2.1 )",4.2,"(+/- 1.3 )",9.9,"(+/- 2.3 )",13.4,"(+/- 2.0 )",3.2,"(+/- 1.3 )",11.4,"(+/- 2.5 )",6.4,"(+/- 1.6 )",4.1,"(+/- 1.3 )",4.1,"(+/- 1.5 )",6.4,"(+/- 1.8 )",13.4,"(+/- 2.7 )",2.4,"(+/- 1.0 )",7.3,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.3,"(+/- 7.6 )",5.7,"(+/- 5.2 )",5.2,"(+/- 4.1 )",4.1,"(+/- 3.5 )",0.8,"(+/- 0.9 )",4.1,"(+/- 2.8 )",4.3,"(+/- 2.7 )",5.9,"(+/- 3.9 )",0.3,"(+/- 0.5 )",6.2,"(+/- 4.7 )",3.4,"(+/- 3.2 )",0.5,"(+/- 0.8 )",3.4,"(+/- 3.7 )",1.4,"(+/- 1.4 )",0.7,"(+/- 0.9 )",11.5,"(+/- 5.8 )",0.0,"(+/- 0.9 )",3.6,"(+/- 2.7 )",2.2,"(+/- 2.0 )",1.0,"(+/- 1.2 )",12.9,"(+/- 6.6 )",10.0,"(+/- 7.0 )",3.1,"(+/- 2.2 )",5.0,"(+/- 4.4 )",4.8,"(+/- 4.4 )",0.6,"(+/- 1.0 )",9.6,"(+/- 5.3 )",2.6,"(+/- 2.5 )",10.6,"(+/- 5.2 )",2.9,"(+/- 2.7 )",1.6,"(+/- 1.6 )",5.6,"(+/- 3.1 )",2.9,"(+/- 4.7 )",4.5,"(+/- 2.8 )",4.5,"(+/- 3.3 )",13.0,"(+/- 9.0 )",6.3,"(+/- 3.9 )",5.1,"(+/- 3.7 )",6.2,"(+/- 4.2 )",11.1,"(+/- 6.1 )",6.0,"(+/- 3.8 )",1.8,"(+/- 2.3 )",4.7,"(+/- 3.6 )",5.5,"(+/- 4.5 )",2.2,"(+/- 2.5 )",8.6,"(+/- 5.7 )",4.4,"(+/- 3.6 )",0.8,"(+/- 1.0 )",0.5,"(+/- 0.8 )",6.7,"(+/- 4.1 )",3.9,"(+/- 3.3 )",0.9,"(+/- 1.1 )",4.9,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",23.8,"(+/- 4.2 )",21.4,"(+/- 4.8 )",22.9,"(+/- 4.6 )",21.2,"(+/- 5.6 )",18.2,"(+/- 3.9 )",23.4,"(+/- 4.4 )",19.0,"(+/- 3.8 )",30.6,"(+/- 5.3 )",29.8,"(+/- 4.0 )",25.7,"(+/- 3.8 )",17.2,"(+/- 3.7 )",17.2,"(+/- 5.2 )",18.9,"(+/- 3.1 )",12.9,"(+/- 3.5 )",9.7,"(+/- 2.8 )",40.7,"(+/- 4.3 )",10.8,"(+/- 4.7 )",11.0,"(+/- 4.1 )",14.4,"(+/- 3.3 )",22.9,"(+/- 3.9 )",42.1,"(+/- 4.4 )",23.8,"(+/- 4.1 )",33.4,"(+/- 5.0 )",20.8,"(+/- 4.9 )",27.5,"(+/- 4.0 )",18.3,"(+/- 4.2 )",17.7,"(+/- 2.9 )",14.4,"(+/- 3.5 )",22.9,"(+/- 3.9 )",13.3,"(+/- 3.0 )",27.3,"(+/- 4.3 )",14.9,"(+/- 2.7 )",10.4,"(+/- 3.6 )",26.3,"(+/- 3.1 )",25.0,"(+/- 3.4 )",23.9,"(+/- 5.1 )",22.2,"(+/- 4.2 )",14.0,"(+/- 3.0 )",16.4,"(+/- 3.7 )",34.3,"(+/- 3.6 )",24.7,"(+/- 3.4 )",21.5,"(+/- 4.5 )",19.1,"(+/- 2.8 )",28.0,"(+/- 3.3 )",13.8,"(+/- 4.0 )",25.0,"(+/- 4.3 )",22.5,"(+/- 3.7 )",12.9,"(+/- 4.1 )",18.0,"(+/- 5.6 )",18.5,"(+/- 4.3 )",31.5,"(+/- 3.9 )",14.2,"(+/- 4.2 )",12.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.8,"(+/- 6.2 )",31.6,"(+/- 6.9 )",31.8,"(+/- 5.8 )",30.2,"(+/- 8.3 )",21.8,"(+/- 6.1 )",32.2,"(+/- 6.2 )",30.3,"(+/- 5.5 )",36.3,"(+/- 6.3 )",41.0,"(+/- 5.3 )",36.6,"(+/- 5.6 )",24.3,"(+/- 5.4 )",25.5,"(+/- 8.2 )",28.8,"(+/- 5.3 )",20.9,"(+/- 6.3 )",13.9,"(+/- 4.5 )",52.2,"(+/- 5.4 )",20.4,"(+/- 8.8 )",16.8,"(+/- 7.2 )",19.5,"(+/- 5.9 )",33.9,"(+/- 5.6 )",52.2,"(+/- 5.4 )",30.7,"(+/- 5.8 )",44.0,"(+/- 6.2 )",29.1,"(+/- 7.5 )",37.2,"(+/- 5.2 )",26.9,"(+/- 6.1 )",27.6,"(+/- 6.2 )",21.6,"(+/- 6.9 )",35.5,"(+/- 5.8 )",22.3,"(+/- 5.8 )",37.5,"(+/- 5.9 )",23.7,"(+/- 4.9 )",15.8,"(+/- 5.8 )",36.9,"(+/- 4.6 )",36.0,"(+/- 4.9 )",37.0,"(+/- 6.7 )",35.8,"(+/- 6.4 )",20.2,"(+/- 5.2 )",25.9,"(+/- 5.7 )",47.5,"(+/- 5.3 )",35.1,"(+/- 4.4 )",30.2,"(+/- 6.3 )",29.4,"(+/- 4.3 )",35.9,"(+/- 4.4 )",20.9,"(+/- 7.0 )",37.0,"(+/- 6.2 )",34.7,"(+/- 5.4 )",19.1,"(+/- 7.1 )",21.3,"(+/- 7.4 )",22.3,"(+/- 5.6 )",44.2,"(+/- 5.6 )",22.1,"(+/- 6.9 )",18.2,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.0,"(+/- 14.7 )",31.0,"(+/- 18.9 )",34.7,"(+/- 18.9 )",36.1,"(+/- 26.0 )",22.0,"(+/- 14.9 )",34.8,"(+/- 15.0 )",23.0,"(+/- 15.9 )",26.7,"(+/- 20.4 )",54.0,"(+/- 17.7 )",45.8,"(+/- 20.0 )",44.8,"(+/- 20.3 )",29.2,"(+/- 20.3 )",39.2,"(+/- 18.2 )",23.3,"(+/- 22.9 )",7.6,"(+/- 8.4 )",59.7,"(+/- 13.4 )",8.2,"(+/- 10.2 )",18.2,"(+/- 20.2 )",25.4,"(+/- 25.5 )",30.8,"(+/- 16.5 )",53.3,"(+/- 17.4 )",39.7,"(+/- 17.6 )",64.8,"(+/- 15.2 )",28.2,"(+/- 18.0 )",28.3,"(+/- 14.3 )",25.8,"(+/- 16.1 )",25.6,"(+/- 19.3 )",28.8,"(+/- 23.1 )",40.9,"(+/- 14.6 )",10.5,"(+/- 9.3 )",46.7,"(+/- 14.0 )",18.5,"(+/- 13.7 )",22.4,"(+/- 20.4 )",36.6,"(+/- 13.1 )",36.4,"(+/- 17.0 )",40.7,"(+/- 17.2 )",32.3,"(+/- 15.1 )",20.4,"(+/- 16.6 )",30.8,"(+/- 14.2 )",49.0,"(+/- 15.5 )",29.7,"(+/- 13.8 )",46.0,"(+/- 20.3 )",17.8,"(+/- 11.3 )",27.7,"(+/- 12.1 )",28.4,"(+/- 28.3 )",28.8,"(+/- 13.6 )",40.8,"(+/- 15.8 )",33.2,"(+/- 21.9 )",18.9,"(+/- 15.1 )",12.5,"(+/- 14.9 )",22.5,"(+/- 11.3 )",19.5,"(+/- 15.8 )",12.8,"(+/- 12.8 )"
