Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.1,"(+/- 0.9 )",11.3,"(+/- 1.0 )",14.2,"(+/- 1.2 )",10.3,"(+/- 1.0 )",12.2,"(+/- 1.1 )",20.4,"(+/- 1.2 )",16.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.3,"(+/- 1.3 )",9.3,"(+/- 1.3 )",9.8,"(+/- 1.8 )",7.4,"(+/- 1.4 )",10.1,"(+/- 1.7 )",13.3,"(+/- 1.8 )",10.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.0,"(+/- 1.4 )",10.0,"(+/- 1.7 )",12.0,"(+/- 1.5 )",9.3,"(+/- 1.3 )",11.9,"(+/- 1.4 )",20.3,"(+/- 1.8 )",16.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.2,"(+/- 2.0 )",25.6,"(+/- 2.3 )",32.9,"(+/- 3.1 )",23.4,"(+/- 2.4 )",24.7,"(+/- 2.2 )",34.9,"(+/- 2.1 )",30.8,"(+/- 2.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",180375,"(+/- 5380 )",169631,"(+/- 6128 )",168328,"(+/- 5325 )",180007,"(+/- 5196 )",175634,"(+/- 4598 )",169162,"(+/- 7349 )",159034,"(+/- 4835 )"
Education,"School Enrollment","Nursery school, preschool",12285,"(+/- 2077 )",8715,"(+/- 1503 )",7825,"(+/- 1529 )",9365,"(+/- 1804 )",10048,"(+/- 1752 )",7880,"(+/- 1636 )",8192,"(+/- 1566 )"
Education,"School Enrollment",Kindergarten,9678,"(+/- 1638 )",10561,"(+/- 2497 )",9453,"(+/- 1822 )",8621,"(+/- 1659 )",10884,"(+/- 1722 )",9933,"(+/- 2300 )",8080,"(+/- 1847 )"
Education,"School Enrollment","Elementary school (grades 1-8)",74672,"(+/- 3818 )",72243,"(+/- 4045 )",68398,"(+/- 2918 )",77087,"(+/- 3060 )",76383,"(+/- 2859 )",63926,"(+/- 4567 )",71530,"(+/- 2792 )"
Education,"School Enrollment","High school (grades 9-12)",40729,"(+/- 2864 )",37546,"(+/- 2664 )",34007,"(+/- 2297 )",39118,"(+/- 2064 )",40558,"(+/- 2558 )",28288,"(+/- 3062 )",35340,"(+/- 2738 )"
Education,"School Enrollment","College or graduate school",43011,"(+/- 3612 )",40566,"(+/- 4343 )",48645,"(+/- 3337 )",45816,"(+/- 3872 )",37761,"(+/- 3201 )",59135,"(+/- 3921 )",35892,"(+/- 3863 )"
Education,"Educational Attainment","Population 25 years and over",572743,"(+/- 5346 )",484174,"(+/- 6009 )",475701,"(+/- 4870 )",501213,"(+/- 4552 )",499678,"(+/- 4202 )",435567,"(+/- 8340 )",523279,"(+/- 3770 )"
Education,"Educational Attainment","Less than 9th grade",10087,"(+/- 2065 )",14144,"(+/- 2013 )",27005,"(+/- 2858 )",21733,"(+/- 2881 )",17746,"(+/- 2420 )",15971,"(+/- 2269 )",18731,"(+/- 2530 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27632,"(+/- 3580 )",25183,"(+/- 3349 )",49603,"(+/- 4006 )",37259,"(+/- 3690 )",43949,"(+/- 4113 )",45276,"(+/- 2992 )",49172,"(+/- 4050 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",132107,"(+/- 6492 )",134263,"(+/- 6496 )",149887,"(+/- 5032 )",130848,"(+/- 5589 )",156636,"(+/- 6626 )",154774,"(+/- 7100 )",185115,"(+/- 7788 )"
Education,"Educational Attainment","Some college, no degree",112129,"(+/- 5363 )",105738,"(+/- 5686 )",87308,"(+/- 4364 )",98375,"(+/- 5188 )",107201,"(+/- 5514 )",88562,"(+/- 5179 )",101868,"(+/- 5771 )"
Education,"Educational Attainment","Associate's degree",56126,"(+/- 4538 )",46573,"(+/- 4169 )",52851,"(+/- 4208 )",48790,"(+/- 3234 )",51350,"(+/- 3821 )",42939,"(+/- 4593 )",56089,"(+/- 4639 )"
Education,"Educational Attainment","Bachelor's degree",146948,"(+/- 5574 )",97232,"(+/- 5627 )",66692,"(+/- 4852 )",105818,"(+/- 4616 )",81772,"(+/- 4423 )",56821,"(+/- 3620 )",71861,"(+/- 5257 )"
Education,"Educational Attainment","Graduate or professional degree",87714,"(+/- 4776 )",61041,"(+/- 4329 )",42355,"(+/- 3366 )",58390,"(+/- 3392 )",41024,"(+/- 3817 )",31224,"(+/- 2794 )",40443,"(+/- 3494 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.4,"(+/- 0.7 )",91.9,"(+/- 0.8 )",83.9,"(+/- 1.0 )",88.2,"(+/- 0.9 )",87.7,"(+/- 0.9 )",85.9,"(+/- 0.8 )",87.0,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",41.0,"(+/- 1.2 )",32.7,"(+/- 1.4 )",22.9,"(+/- 1.2 )",32.8,"(+/- 1.1 )",24.6,"(+/- 1.2 )",20.2,"(+/- 0.9 )",21.5,"(+/- 1.2 )"
