Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Welsh,4423,"(+/- 1214 )",4537,"(+/- 1187 )",4803,"(+/- 1537 )",5507,"(+/- 2312 )",2540,"(+/- 1087 )",6720,"(+/- 1800 )",4841,"(+/- 1245 )",4953,"(+/- 1293 )",4422,"(+/- 1519 )",1611,"(+/- 646 )",6287,"(+/- 1504 )",6415,"(+/- 1558 )",7022,"(+/- 1960 )",3050,"(+/- 958 )",2736,"(+/- 834 )",4949,"(+/- 1298 )",5243,"(+/- 1213 )",4327,"(+/- 1617 )",4573,"(+/- 1276 )",1523,"(+/- 1150 )",1975,"(+/- 868 )",3290,"(+/- 1336 )",1964,"(+/- 805 )",322,"(+/- 199 )",1111,"(+/- 768 )",1041,"(+/- 506 )",1072,"(+/- 803 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",2520,"(+/- 1030 )",7060,"(+/- 2291 )",10145,"(+/- 4646 )",6270,"(+/- 2486 )",14290,"(+/- 4511 )",6406,"(+/- 2311 )",22558,"(+/- 4376 )",18234,"(+/- 5049 )",24199,"(+/- 5700 )",64937,"(+/- 10721 )",10855,"(+/- 2732 )",5500,"(+/- 1444 )",9240,"(+/- 2568 )",21204,"(+/- 5049 )",14918,"(+/- 3994 )",10147,"(+/- 2941 )",17619,"(+/- 5328 )",44557,"(+/- 7078 )",26111,"(+/- 5170 )",202724,"(+/- 14167 )",66399,"(+/- 8643 )",56538,"(+/- 9816 )",58450,"(+/- 8910 )",144539,"(+/- 11773 )",15777,"(+/- 3987 )",31143,"(+/- 6268 )",8848,"(+/- 2517 )"
People,"Veteran Status","Civilian population 18 years and over",596607,"(+/- 2795 )",587813,"(+/- 5986 )",600540,"(+/- 6676 )",636419,"(+/- 9545 )",567547,"(+/- 11467 )",641333,"(+/- 6362 )",631744,"(+/- 10584 )",629890,"(+/- 2794 )",702239,"(+/- 15073 )",635815,"(+/- 14740 )",668572,"(+/- 10996 )",637315,"(+/- 6782 )",617721,"(+/- 7170 )",609347,"(+/- 10152 )",627936,"(+/- 14388 )",690285,"(+/- 8548 )",650116,"(+/- 10303 )",640726,"(+/- 8970 )",698073,"(+/- 10088 )",616052,"(+/- 12263 )",641330,"(+/- 9473 )",617508,"(+/- 9743 )",593575,"(+/- 8363 )",609629,"(+/- 14979 )",629952,"(+/- 13116 )",614793,"(+/- 13355 )",628084,"(+/- 13786 )"
People,"Veteran Status","Civilian veterans",97380,"(+/- 4965 )",66793,"(+/- 3719 )",63041,"(+/- 4286 )",72368,"(+/- 5064 )",52222,"(+/- 3600 )",72331,"(+/- 4978 )",45114,"(+/- 3495 )",80766,"(+/- 4400 )",58121,"(+/- 5106 )",36451,"(+/- 3961 )",91555,"(+/- 4821 )",70007,"(+/- 3439 )",62842,"(+/- 4198 )",41802,"(+/- 3460 )",56481,"(+/- 4477 )",71987,"(+/- 3646 )",74056,"(+/- 4528 )",57763,"(+/- 4469 )",68301,"(+/- 4438 )",23388,"(+/- 2868 )",43034,"(+/- 3125 )",37402,"(+/- 3426 )",27061,"(+/- 3219 )",16259,"(+/- 2246 )",20334,"(+/- 2464 )",18767,"(+/- 2191 )",13980,"(+/- 1976 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",748596,"(+/- 4093 )",692827,"(+/- 7626 )",735989,"(+/- 9048 )",803239,"(+/- 13242 )",714097,"(+/- 15905 )",775788,"(+/- 8354 )",780686,"(+/- 13522 )",761339,"(+/- 4306 )",895420,"(+/- 20597 )",833355,"(+/- 18755 )",773810,"(+/- 12999 )",783980,"(+/- 8264 )",725859,"(+/- 7988 )",778192,"(+/- 14209 )",801233,"(+/- 20742 )",844441,"(+/- 13208 )",774295,"(+/- 13954 )",774684,"(+/- 10416 )",830268,"(+/- 13348 )",795737,"(+/- 13536 )",782162,"(+/- 11756 )",749028,"(+/- 10607 )",754589,"(+/- 8830 )",774833,"(+/- 18910 )",769122,"(+/- 15267 )",782022,"(+/- 16729 )",760416,"(+/- 16467 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",113944,"(+/- 5339 )",135288,"(+/- 5754 )",100976,"(+/- 5948 )",89252,"(+/- 6524 )",106138,"(+/- 5382 )",137985,"(+/- 5253 )",78225,"(+/- 5319 )",124267,"(+/- 6389 )",134447,"(+/- 8250 )",97626,"(+/- 5677 )",154671,"(+/- 8577 )",122341,"(+/- 6140 )",111613,"(+/- 6055 )",86204,"(+/- 4679 )",101336,"(+/- 5912 )",113840,"(+/- 6014 )",138524,"(+/- 8026 )",108592,"(+/- 7649 )",113027,"(+/- 5178 )",93520,"(+/- 7480 )",94565,"(+/- 4901 )",92535,"(+/- 6065 )",73568,"(+/- 5044 )",84273,"(+/- 6590 )",84377,"(+/- 5409 )",71647,"(+/- 5391 )",75921,"(+/- 5449 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",168006,"(+/- 1068 )",141774,"(+/- 4131 )",156194,"(+/- 3973 )",170842,"(+/- 6237 )",169524,"(+/- 7183 )",140172,"(+/- 3745 )",153022,"(+/- 5997 )",136534,"(+/- 1740 )",199836,"(+/- 8773 )",203254,"(+/- 7312 )",120653,"(+/- 5139 )",154606,"(+/- 3701 )",116904,"(+/- 3282 )",171375,"(+/- 7595 )",178719,"(+/- 10891 )",160239,"(+/- 7494 )",137789,"(+/- 7096 )",139260,"(+/- 5039 )",137864,"(+/- 5635 )",192756,"(+/- 9634 )",143396,"(+/- 6853 )",135311,"(+/- 6480 )",162355,"(+/- 7834 )",174560,"(+/- 9302 )",144980,"(+/- 6912 )",173980,"(+/- 7157 )",135327,"(+/- 6634 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7343,"(+/- 1756 )",9265,"(+/- 1849 )",8939,"(+/- 2052 )",7531,"(+/- 1508 )",8443,"(+/- 1888 )",7619,"(+/- 1786 )",6209,"(+/- 1274 )",6668,"(+/- 1751 )",14700,"(+/- 3452 )",10051,"(+/- 2157 )",6570,"(+/- 1554 )",8592,"(+/- 1726 )",4837,"(+/- 1224 )",4572,"(+/- 1247 )",5273,"(+/- 1555 )",7473,"(+/- 1825 )",7341,"(+/- 1866 )",6854,"(+/- 1782 )",3736,"(+/- 1139 )",6649,"(+/- 1992 )",3419,"(+/- 1298 )",5348,"(+/- 1627 )",5096,"(+/- 1648 )",7666,"(+/- 1773 )",5509,"(+/- 1504 )",6463,"(+/- 1362 )",3458,"(+/- 1282 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",451224,"(+/- 4124 )",406430,"(+/- 6134 )",455356,"(+/- 6675 )",497550,"(+/- 9322 )",449761,"(+/- 10472 )",438581,"(+/- 5627 )",516208,"(+/- 9545 )",431632,"(+/- 3847 )",551479,"(+/- 14360 )",534059,"(+/- 13908 )",373627,"(+/- 8950 )",438309,"(+/- 6793 )",441595,"(+/- 6528 )",503970,"(+/- 9127 )",490977,"(+/- 13134 )",460834,"(+/- 8633 )",383730,"(+/- 9850 )",436110,"(+/- 8057 )",431066,"(+/- 7963 )",496439,"(+/- 10953 )",439206,"(+/- 8553 )",450186,"(+/- 10154 )",455440,"(+/- 9421 )",495424,"(+/- 13402 )",477870,"(+/- 10828 )",491692,"(+/- 12105 )",486604,"(+/- 12359 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",59827,"(+/- 4421 )",66797,"(+/- 4749 )",50484,"(+/- 4941 )",41441,"(+/- 4517 )",59186,"(+/- 4567 )",61072,"(+/- 4333 )",36660,"(+/- 3697 )",54694,"(+/- 5090 )",63762,"(+/- 5685 )",53540,"(+/- 5169 )",58327,"(+/- 5502 )",49286,"(+/- 4214 )",49168,"(+/- 4344 )",43905,"(+/- 3200 )",51438,"(+/- 4739 )",41456,"(+/- 3694 )",53403,"(+/- 5230 )",43337,"(+/- 4894 )",39485,"(+/- 3085 )",46046,"(+/- 5024 )",29975,"(+/- 3207 )",38857,"(+/- 4057 )",28452,"(+/- 3613 )",39694,"(+/- 4751 )",29255,"(+/- 2912 )",31424,"(+/- 3554 )",26649,"(+/- 3654 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",129366,"(+/- 1688 )",144623,"(+/- 3285 )",124439,"(+/- 3284 )",134847,"(+/- 3822 )",94812,"(+/- 3783 )",197035,"(+/- 3220 )",111456,"(+/- 3482 )",193173,"(+/- 1668 )",144105,"(+/- 4862 )",96042,"(+/- 3781 )",279530,"(+/- 4914 )",191065,"(+/- 3931 )",167360,"(+/- 3995 )",102847,"(+/- 4384 )",131537,"(+/- 6482 )",223368,"(+/- 4988 )",252776,"(+/- 6177 )",199314,"(+/- 4727 )",261338,"(+/- 4955 )",106542,"(+/- 5008 )",199560,"(+/- 5853 )",163531,"(+/- 6696 )",136794,"(+/- 5967 )",104849,"(+/- 4894 )",146272,"(+/- 6274 )",116350,"(+/- 5356 )",138485,"(+/- 5410 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",46774,"(+/- 2353 )",59226,"(+/- 3174 )",41553,"(+/- 3546 )",40280,"(+/- 3210 )",38509,"(+/- 2793 )",69294,"(+/- 3058 )",35356,"(+/- 3049 )",62905,"(+/- 3707 )",55985,"(+/- 4453 )",34035,"(+/- 3261 )",89774,"(+/- 5600 )",64463,"(+/- 3414 )",57608,"(+/- 3861 )",37727,"(+/- 3283 )",44625,"(+/- 3118 )",64911,"(+/- 4026 )",77780,"(+/- 4875 )",58401,"(+/- 4074 )",69806,"(+/- 3958 )",40825,"(+/- 4151 )",61171,"(+/- 3409 )",48330,"(+/- 4356 )",40020,"(+/- 3513 )",36913,"(+/- 3528 )",49613,"(+/- 4049 )",33760,"(+/- 3251 )",45814,"(+/- 3181 )"
People,"Residence 1 Year Ago","Population 1 year and over",774608,"(+/- 2362 )",726891,"(+/- 7456 )",751540,"(+/- 8972 )",809099,"(+/- 12497 )",731713,"(+/- 15471 )",775647,"(+/- 8519 )",778864,"(+/- 13639 )",761199,"(+/- 3506 )",892780,"(+/- 20401 )",831114,"(+/- 18973 )",785325,"(+/- 13052 )",786518,"(+/- 7312 )",729387,"(+/- 7904 )",775160,"(+/- 14208 )",800868,"(+/- 20304 )",845612,"(+/- 13136 )",784698,"(+/- 13574 )",774988,"(+/- 10573 )",826762,"(+/- 12994 )",796646,"(+/- 13416 )",778747,"(+/- 11921 )",744923,"(+/- 10789 )",748701,"(+/- 9024 )",776421,"(+/- 18898 )",765827,"(+/- 14969 )",781415,"(+/- 16433 )",757424,"(+/- 16417 )"
People,"Residence 1 Year Ago","Same house",624576,"(+/- 10515 )",603320,"(+/- 12124 )",619038,"(+/- 11215 )",664968,"(+/- 15946 )",586652,"(+/- 13647 )",679036,"(+/- 9885 )",629074,"(+/- 14240 )",652107,"(+/- 10626 )",760002,"(+/- 19264 )",678906,"(+/- 20322 )",680514,"(+/- 13770 )",672721,"(+/- 10947 )",616233,"(+/- 10800 )",605956,"(+/- 14692 )",665060,"(+/- 21342 )",713425,"(+/- 15828 )",686513,"(+/- 14680 )",691073,"(+/- 13099 )",708709,"(+/- 14804 )",689334,"(+/- 14872 )",669370,"(+/- 14778 )",623324,"(+/- 12434 )",651501,"(+/- 12021 )",681805,"(+/- 19787 )",665216,"(+/- 16683 )",686023,"(+/- 18633 )",659147,"(+/- 17133 )"
People,"Residence 1 Year Ago","Different house in the U.S.",146144,"(+/- 10847 )",121255,"(+/- 9681 )",127958,"(+/- 9359 )",137102,"(+/- 11196 )",142238,"(+/- 11441 )",91317,"(+/- 6747 )",132598,"(+/- 10161 )",102736,"(+/- 9259 )",113141,"(+/- 10922 )",137655,"(+/- 12339 )",101298,"(+/- 7702 )",108808,"(+/- 7870 )",109331,"(+/- 7904 )",155235,"(+/- 11888 )",128877,"(+/- 10247 )",126690,"(+/- 9666 )",96071,"(+/- 9441 )",79803,"(+/- 7219 )",109561,"(+/- 8833 )",98764,"(+/- 12258 )",101859,"(+/- 10222 )",109318,"(+/- 8735 )",83086,"(+/- 8973 )",87675,"(+/- 8442 )",88420,"(+/- 11034 )",87249,"(+/- 10488 )",83557,"(+/- 7386 )"
People,"Residence 1 Year Ago","Same county",70057,"(+/- 7831 )",57750,"(+/- 5974 )",64289,"(+/- 7747 )",76698,"(+/- 9294 )",95115,"(+/- 10929 )",45154,"(+/- 5110 )",62913,"(+/- 6754 )",61844,"(+/- 7751 )",55015,"(+/- 8854 )",80691,"(+/- 9752 )",40163,"(+/- 5761 )",52944,"(+/- 7318 )",70100,"(+/- 6947 )",100282,"(+/- 10223 )",71534,"(+/- 8309 )",70156,"(+/- 7690 )",43156,"(+/- 6741 )",35458,"(+/- 5368 )",68233,"(+/- 7822 )",73191,"(+/- 11995 )",65012,"(+/- 8498 )",68460,"(+/- 7335 )",52665,"(+/- 6995 )",67377,"(+/- 8091 )",69682,"(+/- 10102 )",70808,"(+/- 10127 )",64962,"(+/- 6841 )"
People,"Residence 1 Year Ago","Different county",76087,"(+/- 7054 )",63505,"(+/- 7930 )",63669,"(+/- 6803 )",60404,"(+/- 6846 )",47123,"(+/- 4787 )",46163,"(+/- 5268 )",69685,"(+/- 7512 )",40892,"(+/- 5356 )",58126,"(+/- 5613 )",56964,"(+/- 7931 )",61135,"(+/- 6240 )",55864,"(+/- 6781 )",39231,"(+/- 4203 )",54953,"(+/- 7040 )",57343,"(+/- 7186 )",56534,"(+/- 6455 )",52915,"(+/- 5869 )",44345,"(+/- 4908 )",41328,"(+/- 4549 )",25573,"(+/- 4246 )",36847,"(+/- 5325 )",40858,"(+/- 4749 )",30421,"(+/- 5415 )",20298,"(+/- 3602 )",18738,"(+/- 4472 )",16441,"(+/- 2950 )",18595,"(+/- 3561 )"
People,"Residence 1 Year Ago","Same state",32590,"(+/- 5230 )",42927,"(+/- 5741 )",40750,"(+/- 4865 )",26938,"(+/- 4607 )",30387,"(+/- 3855 )",24055,"(+/- 4279 )",47335,"(+/- 5840 )",16223,"(+/- 3167 )",32419,"(+/- 5037 )",32008,"(+/- 5897 )",32468,"(+/- 4872 )",31641,"(+/- 5649 )",18503,"(+/- 2811 )",27036,"(+/- 4191 )",34002,"(+/- 5545 )",23235,"(+/- 3978 )",22461,"(+/- 3721 )",24922,"(+/- 3940 )",16561,"(+/- 3248 )",16313,"(+/- 3414 )",14728,"(+/- 3715 )",21693,"(+/- 3798 )",18076,"(+/- 4030 )",12354,"(+/- 3238 )",10902,"(+/- 3594 )",7752,"(+/- 1789 )",8497,"(+/- 1995 )"
People,"Residence 1 Year Ago","Different state",43497,"(+/- 6159 )",20578,"(+/- 4727 )",22919,"(+/- 4546 )",33466,"(+/- 5698 )",16736,"(+/- 2892 )",22108,"(+/- 3876 )",22350,"(+/- 5083 )",24669,"(+/- 4384 )",25707,"(+/- 3910 )",24956,"(+/- 5687 )",28667,"(+/- 4577 )",24223,"(+/- 4157 )",20728,"(+/- 3007 )",27917,"(+/- 4575 )",23341,"(+/- 4591 )",33299,"(+/- 5299 )",30454,"(+/- 4432 )",19423,"(+/- 3317 )",24767,"(+/- 4023 )",9260,"(+/- 2543 )",22119,"(+/- 3656 )",19165,"(+/- 3475 )",12345,"(+/- 3063 )",7944,"(+/- 1962 )",7836,"(+/- 2301 )",8689,"(+/- 2188 )",10098,"(+/- 2387 )"
People,"Residence 1 Year Ago",Abroad,3888,"(+/- 1316 )",2316,"(+/- 1128 )",4544,"(+/- 1762 )",7029,"(+/- 3078 )",2823,"(+/- 1158 )",5294,"(+/- 2346 )",17192,"(+/- 5211 )",6356,"(+/- 2548 )",19637,"(+/- 5410 )",14553,"(+/- 4069 )",3513,"(+/- 1281 )",4989,"(+/- 1683 )",3823,"(+/- 1473 )",13969,"(+/- 3267 )",6931,"(+/- 2408 )",5497,"(+/- 2047 )",2114,"(+/- 982 )",4112,"(+/- 1459 )",8492,"(+/- 2321 )",8548,"(+/- 2584 )",7518,"(+/- 2259 )",12281,"(+/- 3330 )",14114,"(+/- 3483 )",6941,"(+/- 2250 )",12191,"(+/- 3974 )",8143,"(+/- 2223 )",14720,"(+/- 3021 )"
Workers,"Employment Status","Population 16 years and over",634604,"(+/- 1991 )",608859,"(+/- 6154 )",620156,"(+/- 6873 )",666144,"(+/- 9483 )",589740,"(+/- 11608 )",659187,"(+/- 6566 )",651990,"(+/- 10969 )",646131,"(+/- 3090 )",726794,"(+/- 16164 )",655228,"(+/- 15865 )",682277,"(+/- 11158 )",657783,"(+/- 6944 )",631436,"(+/- 7237 )",630300,"(+/- 10137 )",650081,"(+/- 15268 )",710045,"(+/- 9068 )",668909,"(+/- 10677 )",657813,"(+/- 8539 )",714705,"(+/- 10512 )",635941,"(+/- 12576 )",661312,"(+/- 10108 )",633483,"(+/- 9780 )",614459,"(+/- 8148 )",627442,"(+/- 15226 )",645895,"(+/- 13474 )",638411,"(+/- 13755 )",642655,"(+/- 14029 )"
Workers,"Employment Status","In labor force",380910,"(+/- 6467 )",317500,"(+/- 7312 )",354750,"(+/- 8015 )",434273,"(+/- 10561 )",356292,"(+/- 9666 )",350069,"(+/- 8075 )",427160,"(+/- 10470 )",344052,"(+/- 7608 )",447629,"(+/- 14431 )",441934,"(+/- 15045 )",278907,"(+/- 9318 )",355039,"(+/- 9085 )",378241,"(+/- 8075 )",413031,"(+/- 10333 )",399955,"(+/- 12545 )",395351,"(+/- 8192 )",306233,"(+/- 12130 )",360760,"(+/- 9660 )",365713,"(+/- 8271 )",408271,"(+/- 9828 )",392698,"(+/- 10730 )",391013,"(+/- 9569 )",391516,"(+/- 10415 )",400383,"(+/- 12854 )",405177,"(+/- 9998 )",406585,"(+/- 11021 )",412853,"(+/- 11346 )"
Workers,"Employment Status","Civilian labor force",361435,"(+/- 7216 )",313860,"(+/- 7493 )",353729,"(+/- 8045 )",422664,"(+/- 10541 )",354779,"(+/- 9684 )",350060,"(+/- 8075 )",426457,"(+/- 10503 )",342869,"(+/- 7655 )",447082,"(+/- 14437 )",441747,"(+/- 15070 )",278583,"(+/- 9354 )",354706,"(+/- 9053 )",377064,"(+/- 8073 )",410940,"(+/- 10324 )",398541,"(+/- 12536 )",394095,"(+/- 8157 )",306072,"(+/- 12150 )",360173,"(+/- 9794 )",365501,"(+/- 8243 )",408267,"(+/- 9828 )",392413,"(+/- 10703 )",390692,"(+/- 9547 )",391231,"(+/- 10414 )",400270,"(+/- 12864 )",404956,"(+/- 10007 )",405083,"(+/- 10946 )",412516,"(+/- 11375 )"
Workers,"Employment Status",Employed,342278,"(+/- 7203 )",294622,"(+/- 6811 )",326986,"(+/- 7876 )",407484,"(+/- 10241 )",327803,"(+/- 8838 )",334566,"(+/- 7729 )",408191,"(+/- 10081 )",324921,"(+/- 7220 )",425126,"(+/- 13939 )",421421,"(+/- 13721 )",258759,"(+/- 9058 )",334861,"(+/- 8843 )",358124,"(+/- 8160 )",388994,"(+/- 10463 )",379850,"(+/- 12524 )",374926,"(+/- 8174 )",289895,"(+/- 11336 )",344847,"(+/- 10107 )",350251,"(+/- 8581 )",376962,"(+/- 9506 )",371002,"(+/- 10819 )",373836,"(+/- 9714 )",371553,"(+/- 9488 )",376273,"(+/- 11804 )",388156,"(+/- 9492 )",386223,"(+/- 10717 )",397030,"(+/- 11421 )"
Workers,"Employment Status",Unemployed,19157,"(+/- 2606 )",19238,"(+/- 2397 )",26743,"(+/- 4171 )",15180,"(+/- 2671 )",26976,"(+/- 3292 )",15494,"(+/- 2590 )",18266,"(+/- 2833 )",17948,"(+/- 3114 )",21956,"(+/- 3181 )",20326,"(+/- 3775 )",19824,"(+/- 3228 )",19845,"(+/- 2838 )",18940,"(+/- 2661 )",21946,"(+/- 3101 )",18691,"(+/- 2547 )",19169,"(+/- 2255 )",16177,"(+/- 2879 )",15326,"(+/- 3113 )",15250,"(+/- 2232 )",31305,"(+/- 3894 )",21411,"(+/- 3146 )",16856,"(+/- 2524 )",19678,"(+/- 3165 )",23997,"(+/- 3768 )",16800,"(+/- 3095 )",18860,"(+/- 2843 )",15486,"(+/- 2340 )"
Workers,"Employment Status","Armed Forces",19475,"(+/- 2657 )",3640,"(+/- 980 )",1021,"(+/- 445 )",11609,"(+/- 1571 )",1513,"(+/- 862 )",9,"(+/- 18 )",703,"(+/- 494 )",1183,"(+/- 465 )",547,"(+/- 475 )",187,"(+/- 169 )",324,"(+/- 467 )",333,"(+/- 221 )",1177,"(+/- 510 )",2091,"(+/- 691 )",1414,"(+/- 623 )",1256,"(+/- 571 )",161,"(+/- 151 )",587,"(+/- 648 )",212,"(+/- 195 )",4,"(+/- 9 )",285,"(+/- 268 )",321,"(+/- 298 )",285,"(+/- 300 )",113,"(+/- 136 )",221,"(+/- 221 )",1502,"(+/- 582 )",337,"(+/- 320 )"
Workers,"Employment Status","Not in labor force",253694,"(+/- 6645 )",291359,"(+/- 7501 )",265406,"(+/- 6601 )",231871,"(+/- 8073 )",233448,"(+/- 8932 )",309118,"(+/- 7815 )",224830,"(+/- 8281 )",302079,"(+/- 7653 )",279165,"(+/- 10328 )",213294,"(+/- 10062 )",403370,"(+/- 9500 )",302744,"(+/- 7628 )",253195,"(+/- 8486 )",217269,"(+/- 7323 )",250126,"(+/- 8743 )",314694,"(+/- 7204 )",362676,"(+/- 10263 )",297053,"(+/- 9682 )",348992,"(+/- 8876 )",227670,"(+/- 9463 )",268614,"(+/- 7961 )",242470,"(+/- 8280 )",222943,"(+/- 8961 )",227059,"(+/- 8800 )",240718,"(+/- 8632 )",231826,"(+/- 9022 )",229802,"(+/- 8161 )"
Workers,"Employment Status","Civilian labor force",361435,"(+/- 7216 )",313860,"(+/- 7493 )",353729,"(+/- 8045 )",422664,"(+/- 10541 )",354779,"(+/- 9684 )",350060,"(+/- 8075 )",426457,"(+/- 10503 )",342869,"(+/- 7655 )",447082,"(+/- 14437 )",441747,"(+/- 15070 )",278583,"(+/- 9354 )",354706,"(+/- 9053 )",377064,"(+/- 8073 )",410940,"(+/- 10324 )",398541,"(+/- 12536 )",394095,"(+/- 8157 )",306072,"(+/- 12150 )",360173,"(+/- 9794 )",365501,"(+/- 8243 )",408267,"(+/- 9828 )",392413,"(+/- 10703 )",390692,"(+/- 9547 )",391231,"(+/- 10414 )",400270,"(+/- 12864 )",404956,"(+/- 10007 )",405083,"(+/- 10946 )",412516,"(+/- 11375 )"
Workers,"Employment Status","Unemployment Rate",5.3,"(+/- 0.7 )",6.1,"(+/- 0.7 )",7.6,"(+/- 1.1 )",3.6,"(+/- 0.6 )",7.6,"(+/- 0.9 )",4.4,"(+/- 0.7 )",4.3,"(+/- 0.6 )",5.2,"(+/- 0.9 )",4.9,"(+/- 0.7 )",4.6,"(+/- 0.8 )",7.1,"(+/- 1.1 )",5.6,"(+/- 0.8 )",5.0,"(+/- 0.7 )",5.3,"(+/- 0.8 )",4.7,"(+/- 0.6 )",4.9,"(+/- 0.6 )",5.3,"(+/- 0.9 )",4.3,"(+/- 0.9 )",4.2,"(+/- 0.6 )",7.7,"(+/- 0.9 )",5.5,"(+/- 0.8 )",4.3,"(+/- 0.6 )",5.0,"(+/- 0.8 )",6.0,"(+/- 0.9 )",4.1,"(+/- 0.7 )",4.7,"(+/- 0.7 )",3.8,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",355026,"(+/- 6361 )",289485,"(+/- 6435 )",321664,"(+/- 8028 )",412970,"(+/- 10589 )",322666,"(+/- 9171 )",329223,"(+/- 7811 )",402623,"(+/- 9932 )",321442,"(+/- 7237 )",418752,"(+/- 14092 )",414011,"(+/- 13441 )",254767,"(+/- 9245 )",329859,"(+/- 8984 )",352545,"(+/- 8185 )",384741,"(+/- 10518 )",375237,"(+/- 12555 )",369296,"(+/- 8128 )",283502,"(+/- 11335 )",337766,"(+/- 10387 )",343949,"(+/- 9054 )",367996,"(+/- 9321 )",362765,"(+/- 10210 )",368473,"(+/- 9589 )",362771,"(+/- 9736 )",370197,"(+/- 11989 )",383899,"(+/- 9296 )",381200,"(+/- 10800 )",391862,"(+/- 11371 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",281732,"(+/- 7724 )",236502,"(+/- 5882 )",253775,"(+/- 8459 )",331520,"(+/- 10266 )",255042,"(+/- 9098 )",264447,"(+/- 8320 )",326636,"(+/- 9546 )",260125,"(+/- 8016 )",333566,"(+/- 11560 )",333411,"(+/- 12627 )",207950,"(+/- 9247 )",266242,"(+/- 8623 )",272975,"(+/- 7474 )",297419,"(+/- 10095 )",302356,"(+/- 11471 )",293229,"(+/- 8064 )",225558,"(+/- 10281 )",269254,"(+/- 9887 )",269987,"(+/- 10012 )",295356,"(+/- 9090 )",281424,"(+/- 9413 )",281863,"(+/- 9166 )",291362,"(+/- 9468 )",287686,"(+/- 12081 )",298701,"(+/- 10063 )",305702,"(+/- 10064 )",272755,"(+/- 10016 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32542,"(+/- 3961 )",28089,"(+/- 3102 )",31006,"(+/- 4386 )",30724,"(+/- 3912 )",34033,"(+/- 3906 )",25124,"(+/- 3102 )",31085,"(+/- 4277 )",27196,"(+/- 3358 )",51508,"(+/- 6676 )",43857,"(+/- 6159 )",21954,"(+/- 2839 )",29592,"(+/- 3644 )",31480,"(+/- 3480 )",37568,"(+/- 4169 )",37047,"(+/- 3936 )",32556,"(+/- 3766 )",26708,"(+/- 4519 )",30517,"(+/- 3883 )",37010,"(+/- 5658 )",41163,"(+/- 4272 )",37986,"(+/- 4919 )",28246,"(+/- 3987 )",30713,"(+/- 3592 )",28074,"(+/- 3618 )",43582,"(+/- 5517 )",37636,"(+/- 3969 )",32573,"(+/- 3085 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2104,"(+/- 970 )",1261,"(+/- 664 )",4454,"(+/- 1304 )",2211,"(+/- 877 )",7676,"(+/- 1612 )",1720,"(+/- 912 )",3050,"(+/- 1068 )",1741,"(+/- 929 )",4483,"(+/- 2113 )",9215,"(+/- 2324 )",1083,"(+/- 839 )",1688,"(+/- 591 )",6952,"(+/- 1828 )",7505,"(+/- 1814 )",2093,"(+/- 831 )",2377,"(+/- 913 )",2215,"(+/- 1109 )",1240,"(+/- 700 )",1459,"(+/- 639 )",11351,"(+/- 2346 )",4996,"(+/- 1757 )",7998,"(+/- 2113 )",4677,"(+/- 1381 )",27713,"(+/- 4147 )",4516,"(+/- 1321 )",7156,"(+/- 1477 )",25720,"(+/- 4202 )"
